chr	start	end	interval_id	num_peaks	num_samples	DFAM71927V3_1_750_R1.bool	MV411_1_590_R1.bool	MV411_4_717_R1.bool	DFAM71927V3_1_750_R1.fc	MV411_1_590_R1.fc	MV411_4_717_R1.fc	DFAM71927V3_1_750_R1.qval	MV411_1_590_R1.qval	MV411_4_717_R1.qval	DFAM71927V3_1_750_R1.pval	MV411_1_590_R1.pval	MV411_4_717_R1.pval	DFAM71927V3_1_750_R1.start	MV411_1_590_R1.start	MV411_4_717_R1.start	DFAM71927V3_1_750_R1.end	MV411_1_590_R1.end	MV411_4_717_R1.end	DFAM71927V3_1_750_R1.summit	MV411_1_590_R1.summit	MV411_4_717_R1.summit
chr22	35536590	35536816	Interval_12905	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	35536590	NA	NA	35536816	NA	NA	96
chr22	35583223	35583354	Interval_12906	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	35583223	NA	NA	35583354	NA	NA	63
chr22	35589136	35589403	Interval_12907	1	1	FALSE	FALSE	TRUE	NA	NA	17.52521	NA	NA	32.1707	NA	NA	35.99318	NA	NA	35589136	NA	NA	35589403	NA	NA	155
chr22	35604867	35605149	Interval_12908	1	1	FALSE	FALSE	TRUE	NA	NA	24.61189	NA	NA	54.46188	NA	NA	58.54233	NA	NA	35604867	NA	NA	35605149	NA	NA	151
chr22	35740787	35740967	Interval_12909	1	1	FALSE	FALSE	TRUE	NA	NA	6.1593	NA	NA	5.74806	NA	NA	8.91708	NA	NA	35740787	NA	NA	35740967	NA	NA	106
chr22	35785590	35785781	Interval_12910	1	1	FALSE	FALSE	TRUE	NA	NA	10.15691	NA	NA	13.62873	NA	NA	17.09571	NA	NA	35785590	NA	NA	35785781	NA	NA	103
chr22	35785907	35786067	Interval_12911	1	1	FALSE	FALSE	TRUE	NA	NA	6.23134	NA	NA	5.91258	NA	NA	9.09042	NA	NA	35785907	NA	NA	35786067	NA	NA	99
chr22	35901075	35901222	Interval_12912	1	1	FALSE	FALSE	TRUE	NA	NA	7.69912	NA	NA	8.61557	NA	NA	11.9231	NA	NA	35901075	NA	NA	35901222	NA	NA	117
chr22	36036131	36036340	Interval_12913	1	1	FALSE	FALSE	TRUE	NA	NA	8.13403	NA	NA	9.39122	NA	NA	12.72464	NA	NA	36036131	NA	NA	36036340	NA	NA	102
chr22	36124047	36124188	Interval_12914	1	1	FALSE	TRUE	FALSE	NA	10.00345	NA	NA	13.7079	NA	NA	18.33115	NA	NA	36124047	NA	NA	36124188	NA	NA	65	NA
chr22	36130664	36130795	Interval_12915	1	1	FALSE	FALSE	TRUE	NA	NA	5.03057	NA	NA	3.66354	NA	NA	6.70172	NA	NA	36130664	NA	NA	36130795	NA	NA	79
chr22	36156914	36157112	Interval_12916	1	1	FALSE	FALSE	TRUE	NA	NA	10.63025	NA	NA	14.57985	NA	NA	18.07505	NA	NA	36156914	NA	NA	36157112	NA	NA	111
chr22	36218861	36219006	Interval_12917	1	1	FALSE	FALSE	TRUE	NA	NA	7.61502	NA	NA	8.42969	NA	NA	11.72513	NA	NA	36218861	NA	NA	36219006	NA	NA	102
chr22	36263412	36263642	Interval_12918	1	1	FALSE	FALSE	TRUE	NA	NA	14.17419	NA	NA	27.07262	NA	NA	30.81932	NA	NA	36263412	NA	NA	36263642	NA	NA	105
chr22	36279153	36279406	Interval_12919	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	36279153	NA	NA	36279406	NA	NA	129
chr22	36292839	36293024	Interval_12920	1	1	FALSE	FALSE	TRUE	NA	NA	8.01317	NA	NA	9.67365	NA	NA	13.01528	NA	NA	36292839	NA	NA	36293024	NA	NA	77
chr22	36330923	36331104	Interval_12921	1	1	FALSE	FALSE	TRUE	NA	NA	4.33632	NA	NA	2.56917	NA	NA	5.49596	NA	NA	36330923	NA	NA	36331104	NA	NA	86
chr22	36347751	36347884	Interval_12922	1	1	FALSE	FALSE	TRUE	NA	NA	6.93623	NA	NA	7.16969	NA	NA	10.41407	NA	NA	36347751	NA	NA	36347884	NA	NA	73
chr22	36388004	36388354	Interval_12923	1	1	FALSE	TRUE	FALSE	NA	11.91224	NA	NA	18.16253	NA	NA	22.99065	NA	NA	36388004	NA	NA	36388354	NA	NA	109	NA
chr22	36399252	36399502	Interval_12924	1	1	FALSE	FALSE	TRUE	NA	NA	10.64031	NA	NA	15.08426	NA	NA	18.59581	NA	NA	36399252	NA	NA	36399502	NA	NA	112
chr22	36405516	36405647	Interval_12925	1	1	FALSE	FALSE	TRUE	NA	NA	5.66947	NA	NA	4.74883	NA	NA	7.85254	NA	NA	36405516	NA	NA	36405647	NA	NA	21
chr22	36423519	36423789	Interval_12926	1	1	FALSE	FALSE	TRUE	NA	NA	28.16552	NA	NA	62.2387	NA	NA	66.39002	NA	NA	36423519	NA	NA	36423789	NA	NA	117
chr22	36474963	36475173	Interval_12927	1	1	FALSE	FALSE	TRUE	NA	NA	10.59784	NA	NA	14.48453	NA	NA	17.97892	NA	NA	36474963	NA	NA	36475173	NA	NA	112
chr22	36511379	36511523	Interval_12928	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	36511379	NA	NA	36511523	NA	NA	61
chr22	36776103	36776569	Interval_12929	1	1	FALSE	TRUE	FALSE	NA	11.28606	NA	NA	17.15751	NA	NA	21.94182	NA	NA	36776103	NA	NA	36776569	NA	NA	105	NA
chr22	36901384	36901740	Interval_12930	2	2	TRUE	FALSE	TRUE	7.06294	NA	11.18379	7.57244	NA	15.82513	11.67444	NA	19.35066	36901403	NA	36901384	36901740	NA	36901637	97	NA	122
chr22	37031962	37032161	Interval_12931	1	1	FALSE	FALSE	TRUE	NA	NA	9.23895	NA	NA	11.68062	NA	NA	15.09462	NA	NA	37031962	NA	NA	37032161	NA	NA	86
chr22	37149799	37150323	Interval_12932	2	2	TRUE	FALSE	TRUE	25.60316	NA	45.5715	51.10231	NA	111.433	56.44155	NA	115.92578	37149799	NA	37149887	37150323	NA	37150241	264	NA	175
chr22	37219381	37219778	Interval_12933	2	2	TRUE	FALSE	TRUE	7.05394	NA	7.68886	6.68764	NA	8.49914	10.70094	NA	11.79708	37219381	NA	37219503	37219778	NA	37219690	195	NA	86
chr22	37242558	37242842	Interval_12934	1	1	FALSE	FALSE	TRUE	NA	NA	21.99443	NA	NA	51.59148	NA	NA	55.64368	NA	NA	37242558	NA	NA	37242842	NA	NA	159
chr22	37275798	37275941	Interval_12935	1	1	FALSE	FALSE	TRUE	NA	NA	5.74922	NA	NA	4.88696	NA	NA	8.01453	NA	NA	37275798	NA	NA	37275941	NA	NA	41
chr22	37285059	37285190	Interval_12936	1	1	FALSE	FALSE	TRUE	NA	NA	4.00659	NA	NA	2.04014	NA	NA	4.87107	NA	NA	37285059	NA	NA	37285190	NA	NA	84
chr22	37416770	37417069	Interval_12937	1	1	FALSE	FALSE	TRUE	NA	NA	17.92731	NA	NA	36.57571	NA	NA	40.46078	NA	NA	37416770	NA	NA	37417069	NA	NA	126
chr22	37484533	37484683	Interval_12938	1	1	FALSE	FALSE	TRUE	NA	NA	6.259	NA	NA	5.85352	NA	NA	9.03037	NA	NA	37484533	NA	NA	37484683	NA	NA	50
chr22	37502389	37502521	Interval_12939	1	1	FALSE	FALSE	TRUE	NA	NA	5.98496	NA	NA	5.38031	NA	NA	8.51747	NA	NA	37502389	NA	NA	37502521	NA	NA	78
chr22	37539319	37539460	Interval_12940	1	1	FALSE	FALSE	TRUE	NA	NA	5.88807	NA	NA	5.12584	NA	NA	8.25832	NA	NA	37539319	NA	NA	37539460	NA	NA	44
chr22	37634451	37634582	Interval_12941	1	1	FALSE	FALSE	TRUE	NA	NA	5.10235	NA	NA	3.80907	NA	NA	6.85026	NA	NA	37634451	NA	NA	37634582	NA	NA	46
chr22	37658368	37658744	Interval_12942	1	1	FALSE	TRUE	FALSE	NA	10.57148	NA	NA	17.04751	NA	NA	21.82835	NA	NA	37658368	NA	NA	37658744	NA	NA	281	NA
chr22	37672119	37672438	Interval_12943	2	2	TRUE	FALSE	TRUE	5.52463	NA	11.35483	4.10796	NA	16.11406	7.81755	NA	19.64907	37672119	NA	37672235	37672438	NA	37672414	211	NA	115
chr22	37701575	37701759	Interval_12944	1	1	FALSE	FALSE	TRUE	NA	NA	4.61947	NA	NA	3.14569	NA	NA	6.11557	NA	NA	37701575	NA	NA	37701759	NA	NA	59
chr22	37807805	37807927	Interval_12945	1	1	FALSE	TRUE	FALSE	NA	6.66903	NA	NA	6.27182	NA	NA	10.46993	NA	NA	37807805	NA	NA	37807927	NA	NA	75	NA
chr22	37953612	37953730	Interval_12946	1	1	FALSE	TRUE	FALSE	NA	4.73848	NA	NA	2.46175	NA	NA	6.32446	NA	NA	37953612	NA	NA	37953730	NA	NA	109	NA
chr22	38206345	38206644	Interval_12947	1	1	TRUE	FALSE	FALSE	6.18007	NA	NA	5.93167	NA	NA	9.89332	NA	NA	38206345	NA	NA	38206644	NA	NA	131	NA	NA
chr22	38506570	38506707	Interval_12948	1	1	FALSE	FALSE	TRUE	NA	NA	5.80001	NA	NA	5.34192	NA	NA	8.4787	NA	NA	38506570	NA	NA	38506707	NA	NA	86
chr22	38656504	38656712	Interval_12949	1	1	FALSE	TRUE	FALSE	NA	10.59141	NA	NA	14.24209	NA	NA	18.8878	NA	NA	38656504	NA	NA	38656712	NA	NA	108	NA
chr22	38756011	38756175	Interval_12950	1	1	FALSE	TRUE	FALSE	NA	4.40478	NA	NA	2.18167	NA	NA	6.0198	NA	NA	38756011	NA	NA	38756175	NA	NA	12	NA
chr22	38872175	38872365	Interval_12951	1	1	FALSE	TRUE	FALSE	NA	8.7941	NA	NA	10.5806	NA	NA	15.03913	NA	NA	38872175	NA	NA	38872365	NA	NA	81	NA
chr22	38941541	38941899	Interval_12952	1	1	FALSE	FALSE	TRUE	NA	NA	22.53241	NA	NA	45.87616	NA	NA	49.86969	NA	NA	38941541	NA	NA	38941899	NA	NA	148
chr22	38947017	38947180	Interval_12953	1	1	FALSE	FALSE	TRUE	NA	NA	9.24831	NA	NA	11.70288	NA	NA	15.11707	NA	NA	38947017	NA	NA	38947180	NA	NA	107
chr22	39092602	39092763	Interval_12954	1	1	FALSE	FALSE	TRUE	NA	NA	5.7237	NA	NA	4.99019	NA	NA	8.11995	NA	NA	39092602	NA	NA	39092763	NA	NA	100
chr22	39115189	39115414	Interval_12955	1	1	FALSE	FALSE	TRUE	NA	NA	5.25222	NA	NA	4.12195	NA	NA	7.17359	NA	NA	39115189	NA	NA	39115414	NA	NA	146
chr22	39121129	39121260	Interval_12956	1	1	FALSE	FALSE	TRUE	NA	NA	6.21429	NA	NA	5.71321	NA	NA	8.87072	NA	NA	39121129	NA	NA	39121260	NA	NA	49
chr22	39236475	39236720	Interval_12957	1	1	FALSE	FALSE	TRUE	NA	NA	20.05242	NA	NA	36.72485	NA	NA	40.61105	NA	NA	39236475	NA	NA	39236720	NA	NA	129
chr22	39547198	39547494	Interval_12958	1	1	FALSE	FALSE	TRUE	NA	NA	16.68806	NA	NA	28.39525	NA	NA	32.15782	NA	NA	39547198	NA	NA	39547494	NA	NA	190
chr22	39774092	39774326	Interval_12959	1	1	FALSE	FALSE	TRUE	NA	NA	20.79548	NA	NA	38.44224	NA	NA	42.35154	NA	NA	39774092	NA	NA	39774326	NA	NA	109
chr22	39782793	39782963	Interval_12960	1	1	FALSE	FALSE	TRUE	NA	NA	10.37914	NA	NA	14.18198	NA	NA	17.66637	NA	NA	39782793	NA	NA	39782963	NA	NA	65
chr22	39830052	39830183	Interval_12961	1	1	FALSE	FALSE	TRUE	NA	NA	4.79896	NA	NA	3.53023	NA	NA	6.55981	NA	NA	39830052	NA	NA	39830183	NA	NA	20
chr22	39848084	39848288	Interval_12962	1	1	FALSE	FALSE	TRUE	NA	NA	10.77877	NA	NA	14.89878	NA	NA	18.40514	NA	NA	39848084	NA	NA	39848288	NA	NA	102
chr22	39951494	39951930	Interval_12963	1	1	TRUE	FALSE	FALSE	6.14128	NA	NA	5.03127	NA	NA	8.87453	NA	NA	39951494	NA	NA	39951930	NA	NA	176	NA	NA
chr22	39956912	39957356	Interval_12964	1	1	FALSE	FALSE	TRUE	NA	NA	59.84962	NA	NA	152.09613	NA	NA	156.8214	NA	NA	39956912	NA	NA	39957356	NA	NA	185
chr22	39959671	39959812	Interval_12965	1	1	FALSE	FALSE	TRUE	NA	NA	5.74922	NA	NA	4.88696	NA	NA	8.01453	NA	NA	39959671	NA	NA	39959812	NA	NA	42
chr22	40006827	40007044	Interval_12966	1	1	FALSE	FALSE	TRUE	NA	NA	4.76258	NA	NA	3.20233	NA	NA	6.17703	NA	NA	40006827	NA	NA	40007044	NA	NA	76
chr22	40041007	40041286	Interval_12967	1	1	FALSE	FALSE	TRUE	NA	NA	18.15111	NA	NA	33.83226	NA	NA	37.6794	NA	NA	40041007	NA	NA	40041286	NA	NA	141
chr22	40044189	40044320	Interval_12968	1	1	FALSE	TRUE	FALSE	NA	5.78012	NA	NA	4.93608	NA	NA	9.04072	NA	NA	40044189	NA	NA	40044320	NA	NA	44	NA
chr22	40044561	40044808	Interval_12969	1	1	FALSE	TRUE	FALSE	NA	5.93133	NA	NA	7.9534	NA	NA	12.25533	NA	NA	40044561	NA	NA	40044808	NA	NA	149	NA
chr22	40055530	40056005	Interval_12970	1	1	TRUE	FALSE	FALSE	16.34425	NA	NA	26.42835	NA	NA	31.27928	NA	NA	40055530	NA	NA	40056005	NA	NA	222	NA	NA
chr22	40329286	40329584	Interval_12971	1	1	TRUE	FALSE	FALSE	5.77454	NA	NA	4.67606	NA	NA	8.49549	NA	NA	40329286	NA	NA	40329584	NA	NA	137	NA	NA
chr22	40400175	40400437	Interval_12972	1	1	FALSE	FALSE	TRUE	NA	NA	17.51455	NA	NA	30.34406	NA	NA	34.1391	NA	NA	40400175	NA	NA	40400437	NA	NA	103
chr22	40401538	40402074	Interval_12973	1	1	TRUE	FALSE	FALSE	8.54866	NA	NA	10.08253	NA	NA	14.32804	NA	NA	40401538	NA	NA	40402074	NA	NA	255	NA	NA
chr22	40436672	40436972	Interval_12974	1	1	FALSE	FALSE	TRUE	NA	NA	25.51081	NA	NA	50.81048	NA	NA	54.8577	NA	NA	40436672	NA	NA	40436972	NA	NA	116
chr22	40463359	40463628	Interval_12975	1	1	FALSE	FALSE	TRUE	NA	NA	15.88097	NA	NA	26.86794	NA	NA	30.6135	NA	NA	40463359	NA	NA	40463628	NA	NA	146
chr22	40476106	40476782	Interval_12976	1	1	FALSE	FALSE	TRUE	NA	NA	41.40893	NA	NA	94.67227	NA	NA	99.05767	NA	NA	40476106	NA	NA	40476782	NA	NA	401
chr22	40477964	40478325	Interval_12977	1	1	FALSE	FALSE	TRUE	NA	NA	24.41011	NA	NA	51.22943	NA	NA	55.27983	NA	NA	40477964	NA	NA	40478325	NA	NA	157
chr22	40621806	40622057	Interval_12978	1	1	FALSE	FALSE	TRUE	NA	NA	8.75498	NA	NA	10.83024	NA	NA	14.20454	NA	NA	40621806	NA	NA	40622057	NA	NA	123
chr22	40636751	40636907	Interval_12979	1	1	FALSE	TRUE	FALSE	NA	4.82611	NA	NA	3.52396	NA	NA	7.49956	NA	NA	40636751	NA	NA	40636907	NA	NA	102	NA
chr22	40711510	40711909	Interval_12980	2	2	TRUE	FALSE	TRUE	8.21959	NA	30.3403	8.75028	NA	65.68868	12.91383	NA	69.86523	40711561	NA	40711510	40711909	NA	40711876	187	NA	223
chr22	40951168	40951389	Interval_12981	1	1	FALSE	TRUE	FALSE	NA	6.49759	NA	NA	5.72906	NA	NA	9.88539	NA	NA	40951168	NA	NA	40951389	NA	NA	110	NA
chr22	40951623	40951758	Interval_12982	1	1	FALSE	TRUE	FALSE	NA	7.89746	NA	NA	8.82015	NA	NA	13.17316	NA	NA	40951623	NA	NA	40951758	NA	NA	47	NA
chr22	40955504	40955887	Interval_12983	1	1	FALSE	FALSE	TRUE	NA	NA	55.83936	NA	NA	138.53972	NA	NA	143.18768	NA	NA	40955504	NA	NA	40955887	NA	NA	166
chr22	41002364	41002594	Interval_12984	1	1	FALSE	FALSE	TRUE	NA	NA	11.54869	NA	NA	16.55722	NA	NA	20.10633	NA	NA	41002364	NA	NA	41002594	NA	NA	105
chr22	41048785	41048973	Interval_12985	1	1	FALSE	FALSE	TRUE	NA	NA	7.5108	NA	NA	8.31725	NA	NA	11.60176	NA	NA	41048785	NA	NA	41048973	NA	NA	80
chr22	41266246	41266440	Interval_12986	1	1	FALSE	FALSE	TRUE	NA	NA	11.30458	NA	NA	15.99878	NA	NA	19.53337	NA	NA	41266246	NA	NA	41266440	NA	NA	66
chr22	41381360	41381510	Interval_12987	1	1	FALSE	TRUE	FALSE	NA	7.69504	NA	NA	8.50011	NA	NA	12.84121	NA	NA	41381360	NA	NA	41381510	NA	NA	88	NA
chr22	41489017	41489148	Interval_12988	1	1	FALSE	FALSE	TRUE	NA	NA	5.38939	NA	NA	4.41286	NA	NA	7.48759	NA	NA	41489017	NA	NA	41489148	NA	NA	73
chr22	41544363	41544507	Interval_12989	1	1	FALSE	TRUE	FALSE	NA	5.45379	NA	NA	5.72906	NA	NA	9.87896	NA	NA	41544363	NA	NA	41544507	NA	NA	64	NA
chr22	41621011	41621306	Interval_12990	1	1	FALSE	TRUE	FALSE	NA	7.31981	NA	NA	7.92869	NA	NA	12.22975	NA	NA	41621011	NA	NA	41621306	NA	NA	104	NA
chr22	41666774	41666924	Interval_12991	1	1	FALSE	TRUE	FALSE	NA	9.71732	NA	NA	12.42754	NA	NA	16.98747	NA	NA	41666774	NA	NA	41666924	NA	NA	84	NA
chr22	41731698	41731859	Interval_12992	1	1	FALSE	FALSE	TRUE	NA	NA	7.97149	NA	NA	9.28191	NA	NA	12.60377	NA	NA	41731698	NA	NA	41731859	NA	NA	65
chr22	41946764	41946917	Interval_12993	1	1	FALSE	TRUE	FALSE	NA	7.05355	NA	NA	9.06145	NA	NA	13.4346	NA	NA	41946764	NA	NA	41946917	NA	NA	35	NA
chr22	42005737	42005958	Interval_12994	1	1	FALSE	FALSE	TRUE	NA	NA	9.17907	NA	NA	11.54633	NA	NA	14.95232	NA	NA	42005737	NA	NA	42005958	NA	NA	96
chr22	42008018	42008166	Interval_12995	1	1	FALSE	FALSE	TRUE	NA	NA	9.75413	NA	NA	12.69141	NA	NA	16.14052	NA	NA	42008018	NA	NA	42008166	NA	NA	39
chr22	42069943	42070182	Interval_12996	1	1	FALSE	FALSE	TRUE	NA	NA	26.65257	NA	NA	53.7207	NA	NA	57.79299	NA	NA	42069943	NA	NA	42070182	NA	NA	130
chr22	42090824	42091028	Interval_12997	1	1	FALSE	TRUE	FALSE	NA	7.37865	NA	NA	11.29899	NA	NA	15.79994	NA	NA	42090824	NA	NA	42091028	NA	NA	100	NA
chr22	42115563	42115831	Interval_12998	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	42115563	NA	NA	42115831	NA	NA	173
chr22	42180352	42180723	Interval_12999	1	1	TRUE	FALSE	FALSE	12.16112	NA	NA	17.11336	NA	NA	21.6889	NA	NA	42180352	NA	NA	42180723	NA	NA	198	NA	NA
chr22	42286275	42286705	Interval_13000	1	1	TRUE	FALSE	FALSE	7.87232	NA	NA	9.03074	NA	NA	13.21095	NA	NA	42286275	NA	NA	42286705	NA	NA	237	NA	NA
chr22	42324506	42324936	Interval_13001	1	1	TRUE	FALSE	FALSE	6.03328	NA	NA	5.44501	NA	NA	9.33002	NA	NA	42324506	NA	NA	42324936	NA	NA	235	NA	NA
chr22	42369016	42369241	Interval_13002	1	1	FALSE	FALSE	TRUE	NA	NA	14.39571	NA	NA	24.10464	NA	NA	27.80204	NA	NA	42369016	NA	NA	42369241	NA	NA	114
chr22	42397218	42397602	Interval_13003	1	1	FALSE	FALSE	TRUE	NA	NA	30.381	NA	NA	65.766	NA	NA	69.94703	NA	NA	42397218	NA	NA	42397602	NA	NA	164
chr22	42445072	42445370	Interval_13004	1	1	TRUE	FALSE	FALSE	5.10604	NA	NA	3.79092	NA	NA	7.46299	NA	NA	42445072	NA	NA	42445370	NA	NA	164	NA	NA
chr22	42461993	42462429	Interval_13005	2	2	TRUE	FALSE	TRUE	7.00263	NA	6.21429	7.36518	NA	5.71321	11.4317	NA	8.87072	42461993	NA	42462202	42462429	NA	42462347	217	NA	45
chr22	42498609	42498813	Interval_13006	1	1	FALSE	FALSE	TRUE	NA	NA	15.69804	NA	NA	26.01367	NA	NA	29.74301	NA	NA	42498609	NA	NA	42498813	NA	NA	111
chr22	42825662	42826193	Interval_13007	1	1	TRUE	FALSE	FALSE	23.21828	NA	NA	44.18724	NA	NA	49.38499	NA	NA	42825662	NA	NA	42826193	NA	NA	265	NA	NA
chr22	42857295	42857524	Interval_13008	1	1	FALSE	TRUE	FALSE	NA	8.47726	NA	NA	9.72811	NA	NA	14.13671	NA	NA	42857295	NA	NA	42857524	NA	NA	128	NA
chr22	42959823	42960035	Interval_13009	1	1	FALSE	FALSE	TRUE	NA	NA	15.9679	NA	NA	26.70832	NA	NA	30.44488	NA	NA	42959823	NA	NA	42960035	NA	NA	111
chr22	42962243	42962465	Interval_13010	1	1	FALSE	FALSE	TRUE	NA	NA	11.19756	NA	NA	15.92985	NA	NA	19.46403	NA	NA	42962243	NA	NA	42962465	NA	NA	129
chr22	42965312	42965874	Interval_13011	2	2	TRUE	FALSE	TRUE	11.42414	NA	43.81303	16.48534	NA	111.48648	21.03386	NA	115.98057	42965312	NA	42965351	42965874	NA	42965752	272	NA	231
chr22	43004316	43004514	Interval_13012	1	1	FALSE	FALSE	TRUE	NA	NA	10.019	NA	NA	13.29673	NA	NA	16.7582	NA	NA	43004316	NA	NA	43004514	NA	NA	98
chr22	43015086	43015293	Interval_13013	1	1	FALSE	TRUE	FALSE	NA	7.04765	NA	NA	7.87764	NA	NA	12.17643	NA	NA	43015086	NA	NA	43015293	NA	NA	137	NA
chr22	43104135	43104433	Interval_13014	1	1	TRUE	FALSE	FALSE	5.60337	NA	NA	4.28436	NA	NA	8.02055	NA	NA	43104135	NA	NA	43104433	NA	NA	146	NA	NA
chr22	43129758	43129918	Interval_13015	1	1	FALSE	FALSE	TRUE	NA	NA	6.70363	NA	NA	6.66937	NA	NA	9.88086	NA	NA	43129758	NA	NA	43129918	NA	NA	90
chr22	43346171	43346420	Interval_13016	1	1	FALSE	FALSE	TRUE	NA	NA	18.46876	NA	NA	32.65405	NA	NA	36.48431	NA	NA	43346171	NA	NA	43346420	NA	NA	118
chr22	43378440	43378689	Interval_13017	1	1	FALSE	FALSE	TRUE	NA	NA	18.33443	NA	NA	32.36347	NA	NA	36.18874	NA	NA	43378440	NA	NA	43378689	NA	NA	123
chr22	43381834	43382061	Interval_13018	1	1	FALSE	FALSE	TRUE	NA	NA	10.98862	NA	NA	15.40625	NA	NA	18.92193	NA	NA	43381834	NA	NA	43382061	NA	NA	105
chr22	43867838	43868037	Interval_13019	1	1	FALSE	FALSE	TRUE	NA	NA	10.8552	NA	NA	15.08166	NA	NA	18.59039	NA	NA	43867838	NA	NA	43868037	NA	NA	110
chr22	44134422	44134576	Interval_13020	1	1	FALSE	FALSE	TRUE	NA	NA	4.57583	NA	NA	3.06416	NA	NA	6.01432	NA	NA	44134422	NA	NA	44134576	NA	NA	63
chr22	44179283	44179431	Interval_13021	1	1	FALSE	FALSE	TRUE	NA	NA	8.28573	NA	NA	9.69235	NA	NA	13.0413	NA	NA	44179283	NA	NA	44179431	NA	NA	57
chr22	44333327	44333458	Interval_13022	1	1	FALSE	FALSE	TRUE	NA	NA	5.1762	NA	NA	3.96049	NA	NA	7.00723	NA	NA	44333327	NA	NA	44333458	NA	NA	60
chr22	44455319	44455891	Interval_13023	1	1	TRUE	FALSE	FALSE	37.12206	NA	NA	80.70899	NA	NA	86.46283	NA	NA	44455319	NA	NA	44455891	NA	NA	281	NA	NA
chr22	44499164	44499357	Interval_13024	1	1	FALSE	FALSE	TRUE	NA	NA	7.59525	NA	NA	8.32046	NA	NA	11.61238	NA	NA	44499164	NA	NA	44499357	NA	NA	82
chr22	45159685	45159940	Interval_13025	1	1	FALSE	FALSE	TRUE	NA	NA	11.09186	NA	NA	15.53733	NA	NA	19.05538	NA	NA	45159685	NA	NA	45159940	NA	NA	130
chr22	45163855	45163973	Interval_13026	1	1	FALSE	TRUE	FALSE	NA	8.66345	NA	NA	10.36916	NA	NA	14.82145	NA	NA	45163855	NA	NA	45163973	NA	NA	43	NA
chr22	45238840	45239022	Interval_13027	1	1	FALSE	FALSE	TRUE	NA	NA	8.13671	NA	NA	9.60253	NA	NA	12.9407	NA	NA	45238840	NA	NA	45239022	NA	NA	73
chr22	45240942	45241181	Interval_13028	1	1	FALSE	TRUE	FALSE	NA	5.60404	NA	NA	3.91143	NA	NA	7.92298	NA	NA	45240942	NA	NA	45241181	NA	NA	71	NA
chr22	45263323	45263765	Interval_13029	1	1	FALSE	FALSE	TRUE	NA	NA	54.668	NA	NA	137.12962	NA	NA	141.77048	NA	NA	45263323	NA	NA	45263765	NA	NA	203
chr22	45273572	45273703	Interval_13030	1	1	FALSE	FALSE	TRUE	NA	NA	5.38939	NA	NA	4.41286	NA	NA	7.48759	NA	NA	45273572	NA	NA	45273703	NA	NA	44
chr22	45292476	45292685	Interval_13031	1	1	FALSE	FALSE	TRUE	NA	NA	11.04764	NA	NA	15.5558	NA	NA	19.07902	NA	NA	45292476	NA	NA	45292685	NA	NA	100
chr22	45462196	45462337	Interval_13032	1	1	FALSE	FALSE	TRUE	NA	NA	8.27463	NA	NA	9.67725	NA	NA	13.01954	NA	NA	45462196	NA	NA	45462337	NA	NA	82
chr22	45618747	45618883	Interval_13033	1	1	FALSE	FALSE	TRUE	NA	NA	7.84902	NA	NA	8.9736	NA	NA	12.28963	NA	NA	45618747	NA	NA	45618883	NA	NA	81
chr22	45643100	45643293	Interval_13034	1	1	FALSE	FALSE	TRUE	NA	NA	5.27547	NA	NA	4.173	NA	NA	7.2255	NA	NA	45643100	NA	NA	45643293	NA	NA	94
chr22	45677179	45677421	Interval_13035	1	1	FALSE	FALSE	TRUE	NA	NA	12.00508	NA	NA	17.53646	NA	NA	21.10229	NA	NA	45677179	NA	NA	45677421	NA	NA	120
chr22	45688879	45689010	Interval_13036	1	1	FALSE	FALSE	TRUE	NA	NA	4.53521	NA	NA	2.97852	NA	NA	5.92215	NA	NA	45688879	NA	NA	45689010	NA	NA	15
chr22	45804887	45805018	Interval_13037	1	1	FALSE	FALSE	TRUE	NA	NA	4.83334	NA	NA	3.32013	NA	NA	6.31143	NA	NA	45804887	NA	NA	45805018	NA	NA	71
chr22	46239700	46240020	Interval_13038	1	1	TRUE	FALSE	FALSE	6.22638	NA	NA	5.21503	NA	NA	9.07831	NA	NA	46239700	NA	NA	46240020	NA	NA	224	NA	NA
chr22	46251918	46252053	Interval_13039	1	1	FALSE	FALSE	TRUE	NA	NA	6.87401	NA	NA	7.03831	NA	NA	10.26732	NA	NA	46251918	NA	NA	46252053	NA	NA	84
chr22	46421283	46421770	Interval_13040	1	1	TRUE	FALSE	FALSE	11.16389	NA	NA	15.54055	NA	NA	20.05151	NA	NA	46421283	NA	NA	46421770	NA	NA	235	NA	NA
chr22	46604503	46604731	Interval_13041	1	1	FALSE	FALSE	TRUE	NA	NA	16.26806	NA	NA	27.40853	NA	NA	31.16384	NA	NA	46604503	NA	NA	46604731	NA	NA	102
