GENE,mr359-MV411-MYB-dTAG-DMSO_1h-r1_tcount,mr360-MV411-MYB-dTAG-DMSO_1h-r2_tcount,mr361-MV411-MYB-dTAG-DMSO_1h-r3_tcount,mr362-MV411-MYB-dTAG-DMSO_1h-r4_tcount,mr363-MV411-MYB-dTAG-DMSO_1h-r5_tcount,mr364-MV411-MYB-dTAG-DMSO_1h-r6_tcount,mr365-MV411-MYB-dTAG-VHL_1h-r1_tcount,mr366-MV411-MYB-dTAG-VHL_1h-r2_tcount,mr367-MV411-MYB-dTAG-VHL_1h-r3_tcount,mr368-MV411-MYB-dTAG-VHL_1h-r4_tcount,mr369-MV411-MYB-dTAG-VHL_1h-r5_tcount,mr370-MV411-MYB-dTAG-VHL_1h-r6_tcount
PLA2G2D,0,0,0,0,0,0,0,0,1,0,0,1
FGF20,0,0,0,0,0,0,0,0,0,0,0,0
ERAL1,5,1,5,13,2,6,13,5,5,10,2,2
ARFGAP3,31,24,22,38,18,30,31,49,41,19,5,26
AK5,0,0,0,0,0,0,0,1,0,0,0,0
MYCBP,20,15,18,17,10,18,28,35,16,15,8,17
SERGEF,3,2,0,5,0,2,5,2,0,3,0,1
EHF,0,0,0,0,0,0,0,0,0,0,0,0
GBGT1,0,4,1,4,0,3,5,7,3,8,3,4
GAPDHS,0,0,0,0,0,0,0,0,0,0,0,0
GNL3,8,8,15,18,12,11,12,25,8,7,4,14
FAM162A,0,0,0,1,1,0,3,2,1,1,0,1
LHX6,0,0,0,0,0,0,0,0,0,0,0,0
PTPN18,55,54,86,86,31,64,101,122,82,73,23,98
SEZ6L2,0,0,0,0,0,1,1,0,0,0,0,1
NUPR1,0,0,0,0,0,0,1,1,0,0,0,0
PPP1R14B,20,9,9,12,17,15,24,17,9,5,3,12
NARF,0,1,1,0,0,0,0,0,0,2,0,1
SLC17A5,3,0,3,6,4,7,4,18,5,7,3,7
CNNM4,5,9,12,13,5,15,17,19,10,15,7,11
CNNM3,9,5,15,15,2,8,6,15,8,10,2,19
CNNM1,0,0,0,0,0,0,0,0,0,0,0,0
HEYL,1,1,2,7,1,2,4,5,3,1,1,2
MYOF,0,0,0,0,0,0,0,0,0,0,0,0
CHIC2,5,1,0,0,0,7,3,5,1,1,0,0
INTS6,69,57,69,95,42,93,90,142,70,60,25,93
TIMM10B,79,41,97,121,40,88,105,163,77,63,16,100
TIMM13,31,25,37,52,18,26,37,40,25,29,8,19
TIMM10,4,6,3,10,1,4,4,12,4,4,5,2
TIMM9,14,17,22,27,8,18,23,20,17,12,2,14
TIMM8B,18,18,22,35,16,22,26,38,22,14,10,28
AGO1,9,8,10,21,5,10,12,25,6,7,2,9
LATS2,16,14,22,23,12,28,27,29,13,22,5,14
TSPAN16,0,0,0,0,0,0,0,0,0,0,0,0
DAZAP1,43,39,60,65,19,41,41,66,28,25,8,47
ITGB1BP2,1,1,1,2,0,1,0,1,1,0,0,3
AATF,15,6,9,9,4,4,8,4,9,8,5,8
RGS17,0,0,0,0,0,0,0,0,0,0,0,0
SRPK3,0,0,1,0,0,2,1,0,2,1,0,0
OSTF1,6,8,3,5,6,7,9,13,5,11,5,6
BSCL2,8,8,9,21,4,13,24,24,18,19,3,7
GREM1,0,0,1,0,0,0,0,0,0,0,0,0
CKAP2,19,21,28,36,22,51,23,55,28,21,11,19
MRPL46,0,1,3,5,0,2,11,3,4,6,2,5
TBL2,58,32,92,104,33,70,57,93,32,66,22,55
ELP4,0,1,2,3,4,1,3,1,0,2,4,12
OR7E47P,0,0,0,0,0,0,1,1,0,0,0,0
NUFIP1,6,8,13,10,3,12,3,23,9,6,0,8
RPS6KC1,1,0,4,2,2,3,6,5,2,1,0,1
SH3YL1,14,11,15,31,8,19,15,41,12,15,8,9
26765,0,1,2,2,0,1,3,4,1,1,0,4
RNU105C,1,0,0,1,0,1,0,0,0,0,0,0
26769,6,5,5,13,4,19,13,12,10,5,3,8
26770,18,15,26,29,11,31,17,43,14,20,2,18
SNORD102,4,4,12,10,9,5,5,10,8,1,1,6
SNORD4B,7,6,3,8,3,2,8,7,5,4,1,2
SNORD4A,14,17,15,32,15,12,19,22,11,21,4,24
26774,23,23,35,31,24,29,34,36,24,22,10,26
SNORA72,0,1,2,2,0,2,3,7,1,0,0,3
26776,7,2,13,8,6,8,4,7,7,7,4,4
26777,3,2,2,1,1,4,2,3,1,3,0,2
SNORA70,29,23,45,50,20,28,36,37,24,38,16,28
SNORA68,4,4,2,10,1,5,7,6,3,4,0,0
SNORA67,62,77,89,123,58,77,84,99,68,67,23,83
SNORA66,2,5,7,6,1,2,2,1,3,5,1,3
SNORA65,2,3,3,7,1,2,2,8,3,4,2,3
SNORA64,16,12,23,24,16,9,12,17,11,10,8,22
SNORD63,2,4,2,6,5,1,0,6,2,3,2,3
SNORD60,2,1,3,9,9,3,4,7,6,4,0,5
SNORD59A,5,4,9,8,5,8,2,12,6,4,1,3
SNORD58B,18,13,26,19,10,16,22,30,20,18,6,20
SNORD58A,8,7,13,15,8,10,12,14,5,7,4,18
SNORD57,25,31,41,33,24,27,25,42,23,20,6,29
SNORD56,7,13,17,11,4,9,8,17,9,13,2,8
SNORD54,14,14,15,22,4,12,12,26,11,13,4,20
SNORD53,1,0,0,3,0,1,2,1,1,2,0,0
SNORD52,7,6,13,13,4,10,10,14,5,8,4,6
26798,1,0,1,0,1,1,1,0,0,1,0,0
26799,0,0,1,0,0,1,1,1,3,0,0,2
SNORD49A,25,28,41,37,18,30,35,62,25,20,8,30
SNORD48,23,19,19,41,7,14,12,17,18,17,7,20
26802,14,21,22,32,26,33,35,43,16,28,6,14
SNORD45B,3,11,6,9,12,10,11,22,9,3,1,7
SNORD45A,3,6,9,8,4,3,2,18,4,8,2,5
26806,13,14,13,23,15,13,14,20,11,15,4,17
SNORD43,1,2,3,6,1,1,4,8,2,4,2,4
SNORD42B,1,1,3,4,1,1,4,7,3,4,0,0
SNORD42A,1,0,3,0,0,3,2,7,2,1,2,1
SNORD41,0,0,4,2,0,0,0,3,0,0,0,0
SNORD55,1,3,1,2,1,3,2,3,2,0,1,0
SNORD37,0,2,2,2,2,0,2,0,2,0,0,1
SNORD36C,11,12,19,13,5,12,12,15,6,12,4,13
26814,11,6,20,19,14,10,27,33,16,15,4,12
SNORD36A,44,40,56,85,39,36,55,62,54,30,12,57
SNORD35A,4,5,8,12,5,5,9,4,4,3,1,6
SNORD34,5,5,12,13,5,7,8,13,5,6,1,5
SNORD33,4,6,8,15,3,9,1,7,1,6,0,4
SNORD32A,22,12,13,20,6,13,17,13,10,7,6,16
SNORD24,2,3,2,7,4,2,7,10,6,0,3,3
SNORA74A,1,0,2,1,2,1,0,2,2,1,0,3
SNORD14A,2,2,4,1,4,3,4,8,5,3,1,2
RNU11,0,0,1,0,0,0,0,2,0,1,0,0
RNU6-1,0,0,0,2,0,1,0,2,0,0,1,0
RNU5F-1,0,0,0,2,0,0,0,1,0,0,0,0
26829,0,0,0,0,0,0,0,0,0,0,0,0
26830,0,0,0,0,0,0,0,0,0,0,0,0
RNU5A-1,0,0,0,0,0,0,0,0,0,0,0,0
RNU5B-1,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-2,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-1,0,0,1,0,0,0,0,0,0,0,0,0
26851,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-18,0,1,0,0,0,0,0,0,0,0,0,0
RNVU1-7,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-3,0,1,0,0,0,0,0,0,0,0,0,0
RNU1-2,0,1,0,0,0,0,0,0,0,0,0,0
RNU1-1,0,1,0,0,0,0,0,0,0,0,0,0
OPLAH,0,0,0,0,0,0,0,0,0,0,0,0
RANBP6,52,46,78,94,46,86,73,153,93,54,25,84
COPG2,1,0,0,1,3,1,2,3,0,1,0,0
HBP1,8,4,9,10,1,12,13,12,3,9,2,13
NBEA,0,0,0,0,0,0,0,0,0,0,0,0
CHORDC1,13,12,8,19,7,18,15,24,9,16,2,15
SEC22A,11,5,3,9,3,8,6,5,8,6,1,10
AP3M1,49,50,95,122,57,95,96,169,69,76,20,76
PABPC1,86,88,93,98,80,141,157,206,91,75,41,98
AKAP8L,106,49,96,129,45,71,127,134,91,132,26,113
RNF11,14,19,17,31,7,33,36,46,19,11,11,29
TRUB2,11,6,12,17,5,8,12,20,3,18,3,13
GPR160,0,0,0,0,0,0,0,0,0,1,0,0
CYFIP2,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC2,2,1,5,1,1,3,5,5,4,2,0,4
USP21,3,3,7,7,1,2,6,8,4,6,1,7
TPK1,5,5,1,9,3,11,3,13,4,5,2,7
KCNV1,0,0,0,0,0,0,0,0,0,0,0,0
CNPPD1,52,35,52,65,19,40,48,69,35,45,14,46
BEX3,2,1,1,1,1,0,0,3,1,1,1,0
NPTN,4,4,8,9,3,8,5,12,5,7,3,4
MLH3,2,7,3,7,6,11,6,10,6,7,1,8
NPHP3,1,3,2,5,4,2,4,2,5,3,0,3
ATP2C1,7,3,6,4,0,10,2,3,3,3,0,0
ACAD8,4,3,10,5,5,2,8,14,4,5,1,4
NOX1,0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC7,0,0,1,1,0,0,2,2,1,1,0,4
TRMT2A,14,15,15,30,10,17,25,23,17,17,8,28
PKD2L2,0,0,0,0,0,0,0,0,0,1,0,0
LAT,8,2,7,10,3,8,13,16,4,17,2,10
UTP25,18,11,31,36,9,26,13,34,23,23,7,23
PELP1,1,1,1,3,0,1,4,0,4,3,1,0
SND1,10,9,15,12,3,7,13,12,6,12,4,6
ANKRD1,0,0,0,0,0,0,0,0,0,0,0,0
NSG1,0,0,0,0,0,0,0,0,0,0,0,0
STAU2,8,5,15,22,8,19,13,16,9,13,8,17
PPA2,2,3,2,3,1,2,3,3,1,0,0,3
GHITM,13,9,19,38,11,24,20,29,12,13,2,11
DAPP1,8,1,4,3,2,5,3,18,12,7,1,3
VPS41,4,2,5,9,3,1,8,9,1,1,0,1
TSPAN13,1,0,0,0,0,0,0,0,0,0,0,0
LYPD3,1,0,2,0,0,0,1,2,1,0,0,0
B9D1,2,0,0,1,0,2,0,2,2,2,0,0
RPUSD2,4,5,8,10,2,12,7,7,5,12,1,2
MTBP,0,0,1,1,0,0,1,3,0,0,1,1
FOXP1,71,58,88,130,35,95,65,146,65,77,22,78
UQCRQ,1,7,9,4,5,9,3,5,2,4,2,3
ST6GALNAC4,8,3,3,5,0,6,5,8,4,9,2,5
KCNMB3,9,3,10,15,6,7,11,14,8,7,2,11
TRAPPC3,11,22,27,37,14,23,35,37,28,40,9,32
TAF5L,70,67,72,100,60,67,67,101,49,64,17,81
CLUL1,0,0,0,0,0,0,0,0,0,0,0,0
CACYBP,18,15,22,29,20,15,14,30,11,16,5,28
EIF2AK1,23,21,43,28,7,30,34,57,26,34,8,37
ARRDC2,82,43,87,105,36,58,89,94,71,86,30,96
ZBTB11,8,9,17,36,13,24,20,35,20,7,5,19
DMAC2L,6,3,0,6,0,6,6,5,4,5,0,3
SDCBP2,0,0,0,0,0,0,0,0,0,0,0,0
BBC3,12,7,10,10,3,2,22,19,6,10,7,13
PDE7B,0,0,0,0,0,0,0,0,0,0,0,0
DKK2,0,0,0,0,3,0,0,2,0,1,0,0
AFF4,43,50,70,91,62,83,72,152,74,56,22,78
SMC1B,0,0,0,0,0,0,0,0,0,0,0,0
CYTH4,179,136,215,294,95,150,214,285,208,195,86,202
HSPB7,0,0,0,0,0,0,0,0,0,0,0,0
INVS,1,0,2,6,3,6,2,6,2,7,0,3
SNX5,28,31,50,57,38,47,36,71,39,40,14,49
CPNE7,1,0,0,0,0,2,1,0,0,0,0,1
CIDEB,13,10,28,28,3,14,18,29,13,17,4,21
PALD1,5,1,9,6,4,7,11,12,7,4,0,6
FILIP1,0,0,0,0,0,0,0,0,0,0,0,0
FAM184B,2,3,0,0,0,0,1,1,0,2,1,1
STK36,0,2,0,1,0,1,1,5,3,0,0,0
CPAMD8,0,0,0,0,0,0,0,0,0,0,0,0
INTU,0,0,0,0,0,0,0,0,0,0,0,0
ZNF777,4,1,2,1,3,1,2,1,3,0,1,2
BRPF3,18,18,30,26,7,27,31,46,30,20,18,23
NDOR1,20,10,16,18,12,12,22,27,21,35,6,17
AGO2,14,10,17,29,9,20,20,36,11,14,5,11
NAAA,6,2,1,4,1,2,2,10,0,3,1,7
SALL3,0,0,0,0,0,0,0,0,0,0,0,0
GLS2,0,0,0,0,0,0,0,0,0,0,0,0
PRELID1,16,9,19,19,13,15,24,17,10,11,6,15
SLC39A1,14,23,39,45,15,17,48,60,29,46,14,54
SIGLEC9,0,0,0,0,0,0,1,0,0,0,0,0
VPS4A,23,21,37,35,9,19,27,41,19,27,13,23
27184,0,0,0,0,0,0,0,0,0,0,0,0
DISC1,19,25,23,24,10,40,28,36,29,25,6,21
GPR82,0,0,0,0,0,0,2,0,0,0,0,0
GPR78,0,0,0,0,0,0,0,0,0,0,0,0
C5AR2,0,0,0,0,0,0,0,0,0,0,0,0
TUBGCP4,13,14,15,38,21,27,24,56,17,21,5,18
SERP1,72,56,92,125,60,132,105,217,92,91,38,81
GNMT,0,0,0,0,0,0,0,6,0,6,0,0
SULT1C4,0,0,0,0,0,0,0,0,0,0,0,0
COQ2,1,3,2,1,5,3,6,0,2,0,2,2
ARFIP1,9,13,10,14,5,22,7,16,4,5,2,10
GPKOW,5,0,4,4,1,0,3,5,1,5,0,0
GPR162,0,0,0,0,0,0,0,0,0,0,1,0
SIT1,0,1,0,0,0,0,0,0,0,0,0,1
BBS9,0,0,0,0,1,0,0,0,0,0,1,0
TNFRSF21,0,5,5,1,0,1,1,4,2,2,0,1
CHMP2A,1,0,1,2,0,2,3,2,1,1,0,1
SESN1,5,4,15,10,3,9,8,9,7,8,2,5
AHDC1,4,3,2,6,4,2,12,6,1,4,1,4
RNF115,6,4,4,9,4,10,2,9,5,4,1,2
NFU1,2,4,2,4,2,1,3,3,2,3,0,4
ERLEC1,7,4,4,5,1,18,16,19,2,5,2,7
MMADHC,6,5,7,8,4,12,4,4,7,1,2,2
PDCD4,3,3,4,13,3,11,8,12,5,7,0,8
KLHL20,8,11,19,13,4,21,13,17,21,17,3,7
PCDH17,0,0,0,0,0,0,0,0,0,0,0,0
LSM1,69,48,79,95,54,49,73,74,51,64,37,65
LSM3,10,2,2,8,4,1,13,9,6,7,1,6
VENTX,8,8,14,10,4,10,26,17,9,17,5,11
RND1,2,1,1,2,0,1,1,2,2,1,1,0
R3HCC1L,20,22,34,29,23,12,33,50,17,29,12,22
DIMT1,1,8,3,4,4,9,10,7,5,3,0,2
CRCP,67,74,103,119,58,77,87,130,60,77,27,78
ADAMDEC1,0,0,0,0,0,0,0,0,0,0,0,0
ZNF544,0,0,0,1,0,1,1,0,0,0,0,0
APEX2,7,3,7,2,2,3,6,9,7,2,1,1
BMP10,0,0,0,0,0,0,2,0,0,0,0,0
RBMS3,0,0,0,0,0,0,0,0,0,0,0,0
MOCS3,7,7,18,29,14,19,17,23,16,8,6,14
ZNF330,16,11,16,45,14,18,23,35,21,16,13,24
RAB30,2,2,2,2,3,4,0,5,2,2,1,0
PGAP2,2,4,1,2,1,3,5,3,1,1,0,0
RBMX,219,206,295,397,171,353,289,468,240,215,89,277
TNRC6A,21,23,32,47,19,46,41,57,31,22,8,44
PCDH11X,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA6,0,0,0,0,0,0,0,0,0,0,0,0
ZNF638,6,4,5,12,5,6,11,16,1,6,2,7
GOLIM4,30,19,23,39,15,27,19,26,11,18,4,12
P2RY10,0,0,0,0,0,0,0,0,0,0,0,0
EIF3K,0,1,1,1,0,1,1,2,0,0,0,2
HTATSF1,2,1,7,2,5,0,3,9,6,4,0,2
UBE2S,6,1,4,6,2,8,7,11,8,11,5,4
PRPF19,11,13,8,7,5,12,11,22,17,11,4,14
UTP20,6,4,2,4,1,6,5,3,2,2,1,2
RRP7A,81,62,94,111,37,54,92,132,69,85,27,75
RABGEF1,15,14,14,29,9,14,24,38,19,17,5,22
POLL,7,2,8,9,2,6,11,5,7,7,1,13
KCNMB4,0,0,0,0,0,0,0,0,0,0,0,0
TMEM97,53,32,56,73,35,69,89,126,75,71,24,56
STK39,3,1,1,5,3,6,3,3,2,1,0,2
TOR1B,12,10,19,19,10,7,16,20,12,19,2,12
MCAT,23,19,21,18,11,17,19,17,14,11,14,7
APOBEC3C,1,2,6,3,3,6,3,4,5,5,0,4
DESI1,6,12,16,15,9,14,17,17,11,9,3,8
SGSM3,4,2,2,4,2,3,0,0,4,1,0,8
HTRA2,1,5,2,2,2,6,7,5,2,1,0,0
MAT2B,4,8,11,5,4,11,8,15,10,4,4,6
TOR2A,43,22,48,46,19,27,47,57,55,34,25,39
POLM,27,18,46,39,8,30,41,36,25,23,10,50
EML4,5,12,13,31,5,20,20,29,11,6,0,7
TMEM121B,44,45,63,74,32,50,50,56,44,30,19,47
HDHD5,10,12,8,7,4,9,7,12,4,8,0,6
CECR2,1,4,1,5,0,1,5,2,2,2,1,1
PCLO,0,0,1,2,0,0,1,2,0,0,0,0
PPP2R3B,1,0,1,2,0,0,2,1,1,1,1,1
SLCO4A1,4,6,6,17,0,7,1,3,10,6,4,6
SLCO3A1,7,7,11,16,4,11,12,15,6,5,1,4
CDH20,0,0,0,0,0,0,0,0,0,0,0,0
NKIRAS2,52,37,72,91,21,46,92,92,47,64,13,59
NKIRAS1,2,0,1,1,1,2,6,4,2,3,1,1
CDH19,0,0,0,0,0,0,0,0,0,0,0,0
DLL1,2,0,0,0,0,0,1,0,0,0,0,0
TRIB2,0,0,0,0,0,0,0,0,0,0,0,0
CCDC22,0,1,1,1,2,0,3,3,1,0,0,0
DEXI,8,5,10,16,7,10,9,12,8,7,2,5
LAMTOR2,1,2,4,2,1,0,3,3,2,7,0,4
MRPS28,3,2,4,2,3,1,2,3,2,1,1,1
COA3,4,2,6,7,4,3,10,4,1,3,0,3
DCPS,0,0,0,0,0,2,0,0,2,0,0,0
OSTM1,9,2,8,9,7,9,15,25,9,10,5,7
GIT1,11,8,9,20,6,8,13,15,8,20,6,13
SNX24,0,1,0,0,0,1,2,0,0,2,0,1
BZW2,15,8,15,17,17,15,19,25,15,8,4,15
C11orf54,3,1,1,3,1,3,6,5,1,3,1,0
AAMDC,0,1,0,0,0,0,0,0,0,0,0,0
SPCS1,6,3,9,18,4,14,13,16,9,8,4,13
MRPS18B,21,17,14,30,12,16,26,41,22,21,6,28
C19orf53,28,10,20,20,9,13,30,40,26,27,14,21
ACAD9,1,2,5,5,3,2,3,4,4,6,1,4
MRPL42,22,21,24,20,11,32,18,51,17,16,5,26
TMEM14A,2,0,0,0,0,0,0,0,0,0,0,0
IFT81,0,5,0,1,0,2,0,0,2,1,0,0
FLVCR1,20,28,28,23,21,27,42,59,16,29,6,28
RGCC,28,18,34,43,15,17,31,41,12,13,5,22
MCTS1,20,22,11,26,11,34,36,37,21,22,2,26
MAGEH1,0,0,0,0,0,0,2,1,1,0,0,2
NOB1,54,61,85,87,30,50,89,114,71,69,29,78
DBNL,8,2,3,6,1,2,15,8,11,10,1,4
NTMT1,14,7,18,27,7,9,10,25,13,24,6,21
ASTE1,33,25,37,38,24,31,33,55,24,33,10,30
COMMD5,9,4,11,18,0,17,16,16,14,8,1,16
MACROD1,0,0,0,0,0,0,0,2,0,1,0,0
HIPK2,8,5,10,19,6,12,12,24,11,11,4,16
MRPL13,3,2,2,4,7,2,3,11,2,2,0,4
KLF15,0,0,0,0,0,0,0,0,0,0,0,0
SLC43A3,89,67,104,142,45,79,123,164,90,95,36,107
FOXN3-AS2,0,0,0,0,0,0,0,0,0,0,0,0
ATAD2,25,18,24,35,19,57,35,46,30,20,11,32
C16orf72,42,28,69,73,38,70,70,102,48,57,18,50
FAM156A,0,0,1,1,0,2,0,1,0,0,0,0
TMEM230,10,10,17,23,7,13,12,25,14,10,3,7
WDR91,6,7,16,14,1,3,6,13,2,12,1,9
ZCCHC4,1,4,8,4,9,11,1,7,5,7,2,2
29065,0,1,1,0,0,0,0,0,3,0,0,0
ZC3H7A,25,27,22,36,19,26,19,38,19,28,7,13
ZBTB44,84,69,97,124,73,149,55,80,56,56,17,55
CCDC113,3,1,0,0,1,0,0,1,2,0,0,1
C1GALT1C1,0,0,2,3,0,2,2,6,0,1,0,1
SETD2,22,27,27,39,10,18,23,28,15,26,12,17
MRPL18,14,9,15,22,14,16,15,19,5,19,4,15
29075,0,0,0,0,0,0,0,0,0,0,0,0
NDUFAF4,8,2,7,9,3,14,5,12,5,9,4,9
MED4,20,18,17,19,23,27,35,45,23,21,7,24
CCDC59,48,38,47,71,31,45,60,97,52,45,28,73
METTL5,0,2,0,0,0,1,1,0,1,2,0,0
CHMP4A,9,5,9,8,3,3,6,15,5,11,1,6
GTPBP8,3,1,1,2,1,3,3,8,5,2,1,1
PHPT1,5,2,7,4,3,5,4,2,5,1,5,7
BABAM1,5,7,5,3,2,6,9,7,3,7,0,4
THYN1,0,0,1,3,0,0,0,5,0,2,2,0
MRPL15,15,9,19,19,8,13,23,28,19,14,7,21
UBE2T,4,3,2,1,1,3,5,8,4,2,0,1
TIMM21,4,0,14,8,2,7,6,11,3,3,1,11
STXBP6,0,0,0,0,0,0,0,0,0,0,0,0
LINC00339,1,3,10,6,1,5,6,9,5,3,1,7
MRPL22,1,1,0,2,1,2,1,2,0,3,0,3
LGALSL,0,0,0,0,0,0,0,0,0,0,0,0
ORMDL2,2,4,3,1,3,2,3,5,4,1,2,3
CNIH4,3,7,8,9,4,3,4,10,8,12,6,4
RANGRF,10,6,16,8,4,8,5,4,7,6,2,4
COMMD9,10,9,8,15,7,10,10,34,8,15,1,6
TMEM208,1,3,2,4,1,2,7,3,1,5,2,6
SSU72,7,8,14,18,8,18,28,14,9,14,4,13
DROSHA,1,3,0,3,1,2,2,4,2,3,1,5
DNAJC15,3,1,2,4,1,3,3,5,2,1,2,3
N6AMT1,2,0,3,2,0,4,4,4,4,1,2,1
CFAP20,12,7,10,4,5,16,12,19,4,12,7,4
NXT1,17,11,35,27,13,22,22,20,17,19,7,21
PYCARD,5,2,4,4,0,3,13,8,2,5,2,2
FHOD1,8,6,11,15,3,13,14,23,8,8,4,10
TBK1,9,10,15,8,14,20,6,16,8,9,2,11
SAP30BP,27,19,32,60,12,24,42,64,20,38,6,48
MYLIP,42,50,67,62,35,65,26,61,14,24,8,24
BRD7,2,1,0,7,1,2,3,6,0,0,1,2
CTNNA3,0,0,0,0,0,0,0,0,0,0,0,0
CLEC2D,90,83,105,125,61,85,84,98,62,62,22,65
ANKRD11,22,20,47,63,15,46,26,61,38,47,9,42
C11orf21,6,6,15,12,2,12,12,14,16,21,3,13
CD274,0,0,1,0,0,0,0,0,3,2,0,0
RACGAP1,18,16,33,33,11,23,29,34,19,21,3,19
UHRF1,117,104,118,147,93,124,86,109,58,76,22,60
BLNK,0,0,2,0,0,2,1,0,5,2,0,0
USP25,7,5,6,8,2,7,13,13,2,6,1,5
PACSIN3,0,0,0,0,0,0,0,0,0,0,0,0
TMOD4,0,0,2,0,0,0,1,5,1,0,0,0
TMOD3,20,10,20,35,13,28,21,34,21,19,5,21
TMOD2,2,0,0,3,1,0,1,0,1,1,0,0
POM121L9P,0,0,0,0,0,0,0,0,0,0,0,0
ABT1,25,22,34,53,17,22,35,38,16,23,7,33
PARVB,3,3,6,2,2,5,4,1,5,8,0,3
NCAPH2,14,5,14,11,5,10,24,11,14,15,6,9
CYP2S1,0,0,0,0,0,0,0,1,0,0,1,1
OLA1,8,8,11,17,9,25,12,16,6,5,0,6
UQCR10,8,8,17,18,4,13,18,20,19,15,3,11
YPEL1,0,0,2,5,3,2,0,4,2,4,0,2
ZDHHC8,5,2,4,8,1,1,8,6,3,4,5,5
REPIN1,50,34,67,69,37,40,51,48,40,34,14,41
GRHL1,2,0,2,3,3,1,1,7,0,1,0,3
TFCP2L1,0,0,0,0,0,0,0,0,0,0,0,0
SENP1,21,20,32,41,23,38,41,70,43,39,12,51
TFPT,4,0,3,1,0,0,6,2,1,1,0,1
UBN1,47,37,54,65,31,46,45,82,35,61,16,52
ALG5,1,2,3,0,0,2,0,1,1,0,0,0
NPC1L1,0,0,0,0,0,0,0,0,1,0,0,0
ANAPC2,0,0,0,0,0,0,0,0,0,0,0,0
CNOT7,67,61,80,106,56,106,90,140,79,65,18,75
SNX8,14,8,8,13,7,5,8,14,7,20,4,13
SNX10,1,0,1,1,1,6,0,0,0,1,0,0
STRN4,35,40,40,61,18,36,52,56,46,52,14,40
GNL2,5,4,5,1,0,3,9,11,1,2,3,5
RBM15B,70,51,93,104,42,59,86,117,60,89,22,81
PSMC3IP,48,43,55,83,27,59,86,102,56,54,8,66
CPSF1,1,0,4,1,2,2,0,2,2,1,1,2
MYLPF,0,0,0,0,0,1,0,2,1,0,0,0
TRA2A,6,4,7,8,7,23,8,14,6,7,2,7
GPSM2,2,6,5,10,3,0,7,6,5,8,1,6
SAC3D1,1,0,2,1,1,1,3,3,5,1,1,4
FAM216A,5,4,5,8,2,5,1,5,2,5,0,3
CCDC106,4,1,8,3,3,3,6,2,6,5,2,2
EEF2K,54,31,62,71,32,67,72,100,66,68,15,69
ST8SIA5,1,0,2,1,0,0,3,2,2,0,0,1
SNX15,1,0,4,1,0,2,5,4,1,4,2,5
GPR171,0,0,0,0,0,0,0,0,0,0,0,0
HOOK2,2,0,0,0,0,0,3,2,0,1,0,0
UBIAD1,23,16,34,38,23,36,47,47,16,37,9,42
HCFC2,4,3,6,7,4,7,4,10,5,1,1,2
SNX11,26,20,27,48,8,17,28,43,29,21,6,26
RMC1,1,1,0,0,5,2,1,2,0,1,0,1
PYCR2,10,6,22,16,6,10,12,22,20,23,3,22
NME7,0,0,0,3,0,3,1,1,1,0,0,2
HILPDA,55,51,75,102,28,52,28,47,26,33,14,27
EPN1,5,2,8,3,4,1,7,5,4,11,4,7
GMPPB,19,12,14,23,6,19,17,24,28,22,4,22
GMPPA,0,0,0,4,0,0,0,0,0,0,0,4
SEC61A1,259,190,273,325,119,233,273,417,227,220,82,277
TIMM22,11,8,11,20,9,7,21,15,22,9,11,14
ALG6,2,0,0,4,1,0,1,2,1,1,0,0
GPR132,108,71,129,160,44,89,126,172,107,102,62,113
SNX12,10,6,16,13,11,10,8,18,11,13,3,15
RPA4,0,0,0,0,0,0,0,0,1,0,0,0
NENF,2,0,2,0,0,3,1,2,0,3,1,1
DSE,0,1,0,0,0,0,0,0,0,0,0,0
PKN3,1,0,0,0,0,0,0,0,0,1,0,1
PNMA3,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC4,3,0,1,1,2,1,4,1,0,1,0,4
SERTAD3,53,33,86,62,32,40,60,72,63,51,13,51
OSGIN1,3,3,3,3,1,2,13,2,4,7,3,4
SERTAD1,22,9,25,26,13,16,38,37,39,28,11,33
PDZRN4,0,0,0,0,0,0,0,0,0,0,0,0
DPP7,1,1,0,3,1,1,4,1,2,2,1,1
TRHDE,0,0,0,0,0,0,0,0,0,0,0,0
POMT2,6,3,9,6,4,8,9,9,10,6,3,8
CERS2,64,61,85,104,47,72,84,144,56,55,33,66
SLC25A24,9,8,8,6,7,12,7,4,3,2,3,3
DMGDH,0,0,0,0,0,1,1,0,0,0,0,0
NRBP1,19,12,15,18,6,6,23,20,12,16,7,14
MRM2,95,80,118,135,54,90,123,148,75,100,38,81
PRICKLE4,1,0,1,3,0,0,2,1,2,2,0,0
CDIP1,17,11,18,7,4,13,18,33,20,12,4,14
STRN3,13,10,8,25,12,9,15,22,18,14,4,14
LRP12,10,9,5,11,9,18,15,17,10,10,6,18
PSAT1,14,21,20,37,17,41,39,34,16,29,10,26
MDFIC,3,4,6,6,3,12,6,14,8,3,1,9
