chr	start	end	interval_id	num_peaks	num_samples	MV411_1_430_R1.bool	MV411_2_431_R1.bool	MV411_3_575_R1.bool	MV411_9_718_R1.bool	MV411_1_430_R1.fc	MV411_2_431_R1.fc	MV411_3_575_R1.fc	MV411_9_718_R1.fc	MV411_1_430_R1.qval	MV411_2_431_R1.qval	MV411_3_575_R1.qval	MV411_9_718_R1.qval	MV411_1_430_R1.pval	MV411_2_431_R1.pval	MV411_3_575_R1.pval	MV411_9_718_R1.pval	MV411_1_430_R1.start	MV411_2_431_R1.start	MV411_3_575_R1.start	MV411_9_718_R1.start	MV411_1_430_R1.end	MV411_2_431_R1.end	MV411_3_575_R1.end	MV411_9_718_R1.end	MV411_1_430_R1.summit	MV411_2_431_R1.summit	MV411_3_575_R1.summit	MV411_9_718_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr20	17558695	17558925	Interval_5814	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.78016	NA	NA	NA	3.3833	NA	NA	NA	6.85917	NA	NA	NA	17558695	NA	NA	NA	17558925	NA	NA	NA	211	NA	exon (BFSP1, exon 1 of 8)	NA	150	BFSP1								
chr20	17910835	17911010	Interval_5815	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.0984	NA	NA	NA	6.44373	NA	NA	NA	10.24534	NA	NA	NA	17910835	NA	NA	NA	17911010	NA	NA	NA	96	NA	Intergenic	NA	52023	SNORD17								
chr20	17968622	17968808	Interval_5816	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.16394	NA	NA	NA	3.45271	NA	NA	NA	6.94001	NA	NA	NA	17968622	NA	NA	NA	17968808	NA	NA	NA	98	NA	promoter-TSS (MGME1)	NA	-228	MGME1								
chr20	17968854	17969064	Interval_5817	2	2	TRUE	FALSE	FALSE	TRUE	4.60454	NA	NA	4.84234	3.05132	NA	NA	3.71656	6.85184	NA	NA	7.23377	17968854	NA	NA	17968884	17969033	NA	NA	17969064	32	NA	NA	149	NA	promoter-TSS (MGME1)	NA	16	MGME1								
chr20	19075148	19075488	Interval_5818	3	3	TRUE	TRUE	FALSE	TRUE	4.57118	6.76458	NA	6.10711	3.75439	8.05687	NA	8.97994	7.66809	12.52187	NA	12.99102	19075258	19075177	NA	19075148	19075395	19075488	NA	19075470	26	207	NA	192	NA	Intergenic	NA	26445	LOC102724734								
chr20	19252745	19253083	Interval_5819	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.07676	NA	NA	NA	12.807	NA	NA	NA	17.04787	NA	NA	NA	19252745	NA	NA	NA	19253083	NA	NA	NA	221	NA	intron (RP5-1027G4.3, intron 6 of 7)	NA	31682	RP5-1027G4.3								
chr20	19308264	19308416	Interval_5820	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.63294	NA	NA	NA	5.7259	NA	NA	NA	9.47835	NA	NA	NA	19308264	NA	NA	NA	19308416	NA	NA	NA	91	NA	intron (SLC24A3, intron 2 of 16)	NA	-23744	RP5-1027G4.3								
chr20	19658184	19658432	Interval_5821	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.93757	NA	NA	NA	8.42622	NA	NA	NA	12.39925	NA	NA	NA	19658184	NA	NA	NA	19658432	NA	NA	NA	135	NA	intron (SLC24A3, intron 7 of 16)	NA	100253	LOC100287166								
chr20	19737222	19737363	Interval_5822	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.83983	NA	NA	NA	5.31507	NA	NA	NA	9.47088	NA	NA	NA	19737222	NA	NA	NA	19737363	NA	NA	NA	78	NA	NA	NA	Intergenic	NA	21268	LOC100287166								
chr20	19828218	19828431	Interval_5823	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.384	NA	NA	NA	7.56892	NA	NA	NA	11.47664	NA	NA	NA	19828218	NA	NA	NA	19828431	NA	NA	NA	72	NA	intron (RIN2, intron 2 of 12)	NA	-69764	LOC100287166								
chr20	19915259	19915423	Interval_5824	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64928	NA	NA	NA	5.13967	NA	NA	NA	8.83092	NA	NA	NA	19915259	NA	NA	NA	19915423	NA	NA	NA	74	NA	intron (RIN2, intron 2 of 11)	NA	-19767	RIN2								
chr20	19918049	19918295	Interval_5825	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64314	NA	NA	NA	8.85034	NA	NA	NA	12.85061	NA	NA	NA	19918049	NA	NA	NA	19918295	NA	NA	NA	136	NA	intron (RIN2, intron 2 of 11)	NA	-16936	RIN2								
chr20	19928368	19928539	Interval_5826	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.31176	NA	NA	NA	6.74999	NA	NA	NA	10.59374	NA	NA	NA	19928368	NA	NA	NA	19928539	NA	NA	NA	113	NA	intron (RIN2, intron 2 of 11)	NA	-6654	RIN2								
chr20	19974042	19974258	Interval_5827	3	3	TRUE	TRUE	FALSE	TRUE	5.62566	5.20911	NA	9.43838	5.32678	3.85088	NA	15.53845	9.46626	7.81904	NA	19.91566	19974091	19974082	NA	19974042	19974230	19974256	NA	19974258	19	72	NA	108	NA	intron (RIN2, intron 7 of 11)	NA	39042	RIN2								
chr20	19975085	19975378	Interval_5828	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.27792	NA	8.08532	NA	8.04315	NA	15.67185	NA	12.49584	NA	20.06105	NA	19975152	NA	19975085	NA	19975330	NA	19975378	NA	104	NA	172	NA	exon (RIN2, exon 8 of 12)	NA	40124	RIN2								
chr20	20003168	20003311	Interval_5829	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.98932	NA	NA	NA	3.55204	NA	NA	NA	7.46872	NA	NA	NA	20003168	NA	NA	NA	20003311	NA	NA	NA	100	NA	NA	NA	TTS (RIN2)	NA	-14050	NAA20								
chr20	20076277	20076673	Interval_5830	4	4	TRUE	TRUE	TRUE	TRUE	16.08154	19.54212	14.54061	26.08605	54.00541	50.55477	26.48792	85.47774	60.81251	57.15604	32.72224	91.63556	20076277	20076283	20076324	20076277	20076641	20076672	20076638	20076673	195	230	193	166	NA	intron (C20orf26, intron 6 of 25)	NA	-20429	CRNKL1								
chr20	20259627	20259844	Interval_5831	1	1	TRUE	FALSE	FALSE	FALSE	7.75908	NA	NA	NA	10.85564	NA	NA	NA	15.54027	NA	NA	NA	20259627	NA	NA	NA	20259844	NA	NA	NA	121	NA	NA	NA	NA	intron (C20orf26, intron 20 of 25)	NA	-1344	LOC101929575								
chr20	20261219	20261380	Interval_5832	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.55419	NA	NA	NA	7.47847	NA	NA	NA	11.36873	NA	NA	NA	20261219	NA	NA	NA	20261380	NA	NA	NA	97	NA	intron (C20orf26, intron 20 of 25)	NA	-2908	LOC101929575								
chr20	20303725	20303947	Interval_5833	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.39236	NA	NA	NA	15.2666	NA	NA	NA	19.6274	NA	NA	NA	20303725	NA	NA	NA	20303947	NA	NA	NA	85	NA	intron (C20orf26, intron 20 of 21)	NA	-45444	LOC101929575								
chr20	20304023	20304181	Interval_5834	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.16995	NA	NA	NA	7.24367	NA	NA	NA	11.11515	NA	NA	NA	20304023	NA	NA	NA	20304181	NA	NA	NA	72	NA	intron (C20orf26, intron 20 of 21)	NA	-45710	LOC101929575								
chr20	20317120	20317760	Interval_5835	3	3	TRUE	TRUE	FALSE	TRUE	4.81728	5.50529	NA	15.12945	3.09942	4.00882	NA	30.12651	6.91773	8.00635	NA	35.04994	20317317	20317398	NA	20317120	20317470	20317608	NA	20317760	70	99	NA	294	NA	intron (C20orf26, intron 20 of 21)	NA	-50681	INSM1								
chr20	20327946	20328088	Interval_5836	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.57862	NA	NA	NA	5.04045	NA	NA	NA	8.71753	NA	NA	NA	20327946	NA	NA	NA	20328088	NA	NA	NA	67	NA	intron (C20orf26, intron 20 of 21)	NA	-40104	INSM1								
chr20	20712636	20712850	Interval_5837	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.47508	NA	NA	NA	4.61865	NA	NA	NA	8.24223	NA	NA	NA	20712636	NA	NA	NA	20712850	NA	NA	NA	121	NA	promoter-TSS (RALGAPA2)	NA	-105	RALGAPA2								
chr20	20780512	20780751	Interval_5838	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.85998	NA	NA	NA	8.31127	NA	NA	NA	12.27082	NA	NA	NA	20780512	NA	NA	NA	20780751	NA	NA	NA	113	NA	Intergenic	NA	-67994	RALGAPA2								
chr20	21101053	21101349	Interval_5839	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.58229	NA	NA	NA	5.74081	NA	NA	NA	10.32949	NA	NA	NA	21101053	NA	NA	NA	21101349	NA	NA	NA	185	NA	NA	Intergenic	NA	-24782	PLK1S1								
chr20	23025516	23025817	Interval_5840	3	3	TRUE	TRUE	FALSE	TRUE	4.70076	4.0441	NA	4.74292	5.05098	2.45828	NA	4.09588	9.15541	6.19351	NA	7.6621	23025658	23025651	NA	23025516	23025807	23025817	NA	23025814	79	109	NA	185	NA	intron (RP4-753D10.5, intron 1 of 4)	NA	5118	RP4-753D10.5								
chr20	23049620	23049790	Interval_5841	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.28528	NA	NA	NA	4.62114	NA	NA	NA	8.24548	NA	NA	NA	23049620	NA	NA	NA	23049790	NA	NA	NA	110	NA	promoter-TSS (THBD)	NA	-41	THBD								
chr20	23050731	23051013	Interval_5842	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.16394	NA	NA	NA	3.45271	NA	NA	NA	6.94001	NA	NA	NA	23050731	NA	NA	NA	23051013	NA	NA	NA	35	NA	Intergenic	NA	-1208	THBD								
chr20	23115867	23116115	Interval_5843	3	3	TRUE	TRUE	FALSE	TRUE	6.56209	6.17168	NA	6.56561	8.53535	6.44241	NA	8.61341	13.00536	10.73654	NA	12.59497	23115867	23115886	NA	23115897	23116066	23116070	NA	23116115	82	77	NA	113	NA	Intergenic	NA	16645	LINC00656								
chr20	23125602	23126045	Interval_5844	3	3	TRUE	TRUE	FALSE	TRUE	8.73204	8.64363	NA	12.64189	14.78596	13.11647	NA	27.9025	19.73226	18.03476	NA	32.75223	23125668	23125631	NA	23125602	23125993	23125988	NA	23126045	165	129	NA	195	NA	exon (LINC00656, exon 4 of 4)	NA	6812	LINC00656								
chr20	23147889	23148265	Interval_5845	3	3	TRUE	TRUE	FALSE	TRUE	5.14794	6.65243	NA	3.60875	4.91787	7.15663	NA	2.1582	8.99705	11.53009	NA	5.4368	23147889	23147944	NA	23147945	23148265	23148088	NA	23148149	44	64	NA	101	NA	Intergenic	NA	-15441	LINC00656								
chr20	23156107	23156462	Interval_5846	4	4	TRUE	TRUE	TRUE	TRUE	5.79017	6.01296	6.35674	10.50218	6.88987	6.19848	5.13359	21.11648	11.21772	10.472	9.65579	25.7321	23156171	23156169	23156189	23156107	23156462	23156448	23156405	23156413	107	98	131	175	NA	Intergenic	NA	-23649	LINC00656								
chr20	23225461	23225805	Interval_5847	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.77944	NA	NA	NA	13.48765	NA	NA	NA	17.7642	NA	NA	NA	23225461	NA	NA	NA	23225805	NA	NA	NA	110	NA	Intergenic	NA	38011	LOC100505664								
chr20	23350187	23350530	Interval_5848	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.63715	NA	8.71518	NA	5.31507	NA	13.38166	NA	9.48534	NA	17.65533	NA	23350212	NA	23350187	NA	23350530	NA	23350509	NA	56	NA	126	NA	promoter-TSS (NXT1)	NA	-377	NXT1								
chr20	23358072	23358225	Interval_5849	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.87559	NA	NA	NA	7.49209	NA	NA	NA	11.89551	NA	NA	NA	23358072	NA	NA	NA	23358225	NA	NA	NA	58	NA	NA	NA	promoter-TSS (RP3-322G13.5)	NA	-22	RP3-322G13.5								
chr20	23361705	23362126	Interval_5850	3	3	TRUE	TRUE	FALSE	TRUE	8.94309	8.19908	NA	4.46749	15.14407	11.50274	NA	5.01331	20.11148	16.29153	NA	8.68822	23361705	23361712	NA	23361727	23362126	23362098	NA	23362099	235	258	NA	79	NA	promoter-TSS (GZF1)	NA	-216	GZF1								
chr20	23622927	23623397	Interval_5851	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.38752	NA	NA	NA	9.11954	NA	NA	NA	13.13998	NA	NA	NA	23622927	NA	NA	NA	23623397	NA	NA	NA	61	NA	Intergenic	NA	14886	CST3								
chr20	24148378	24148860	Interval_5852	3	3	TRUE	TRUE	FALSE	TRUE	11.43598	8.65854	NA	12.47799	20.89146	11.33969	NA	23.87956	26.18661	16.11153	NA	28.59023	24148431	24148421	NA	24148378	24148752	24148801	NA	24148860	119	129	NA	245	NA	Intergenic	NA	-51148	FLJ33581								
chr20	25237876	25238147	Interval_5853	3	3	TRUE	TRUE	FALSE	TRUE	9.44375	10.67136	NA	7.26351	14.46834	16.83378	NA	9.32959	19.39831	21.99534	NA	13.35839	25237882	25237876	NA	25237888	25238119	25238147	NA	25238111	96	135	NA	123	NA	Intergenic	NA	-10058	PYGB								
chr20	25324482	25324732	Interval_5854	2	2	TRUE	FALSE	FALSE	TRUE	3.96169	NA	NA	8.07057	2.37915	NA	NA	11.43462	6.0522	NA	NA	15.60217	25324504	NA	NA	25324482	25324732	NA	NA	25324729	21	NA	NA	109	NA	intron (ABHD12, intron 2 of 10)	NA	66106	ABHD12								
chr20	28292722	28292864	Interval_5855	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.42048	NA	NA	NA	5.72035	NA	NA	NA	9.46884	NA	NA	NA	28292722	NA	NA	NA	28292864	NA	NA	NA	79	NA	Intergenic	NA	310046	LOC100289097								
chr20	31106714	31106905	Interval_5856	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.79396	NA	NA	NA	9.74532	NA	NA	NA	13.80533	NA	NA	NA	31106714	NA	NA	NA	31106905	NA	NA	NA	88	NA	Intergenic	NA	-150854	DEFB115								
chr20	31572812	31573134	Interval_5857	3	3	TRUE	TRUE	FALSE	TRUE	3.65695	4.50972	NA	5.87763	1.76283	2.88107	NA	6.09958	5.29019	6.69876	NA	9.88295	31572906	31572852	NA	31572812	31573038	31573019	NA	31573134	34	90	NA	72	NA	intron (HM13-AS1, intron 1 of 2)	NA	290	HM13-AS1								
chr20	31604338	31604480	Interval_5858	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.89026	NA	NA	NA	1.98023	NA	NA	NA	5.21543	NA	NA	NA	31604338	NA	NA	NA	31604480	NA	NA	NA	27	NA	promoter-TSS (ID1)	NA	-874	ID1								
chr20	31610781	31610985	Interval_5859	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.82297	NA	NA	NA	12.37957	NA	NA	NA	16.59883	NA	NA	NA	31610781	NA	NA	NA	31610985	NA	NA	NA	100	NA	Intergenic	NA	3697	MIR3193								
chr20	31612903	31613069	Interval_5860	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.88175	NA	NA	NA	5.48939	NA	NA	NA	9.20359	NA	NA	NA	31612903	NA	NA	NA	31613069	NA	NA	NA	64	NA	Intergenic	NA	5800	MIR3193								
chr20	31674911	31675251	Interval_5861	3	3	TRUE	TRUE	FALSE	TRUE	4.8262	4.66627	NA	8.90371	4.1333	3.85791	NA	16.16204	8.11305	7.8349	NA	20.57053	31675020	31674969	NA	31674911	31675152	31675170	NA	31675251	109	96	NA	124	NA	intron (BCL2L1, intron 2 of 2)	NA	35962	COX4I2								
chr20	31699223	31699537	Interval_5862	2	2	TRUE	FALSE	FALSE	TRUE	6.43691	NA	NA	12.29834	6.86258	NA	NA	22.9883	11.17561	NA	NA	27.66177	31699223	NA	NA	31699250	31699423	NA	NA	31699537	87	NA	NA	148	NA	intron (BCL2L1, intron 2 of 2)	NA	23192	BCL2L1								
chr20	31880045	31880241	Interval_5863	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.32415	NA	NA	NA	9.02342	NA	NA	NA	13.03601	NA	NA	NA	31880045	NA	NA	NA	31880241	NA	NA	NA	130	NA	intron (TTLL9, intron 1 of 12)	NA	-7053	TTLL9								
chr20	31968498	31968698	Interval_5864	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.27432	NA	NA	NA	6.45612	NA	NA	NA	10.26322	NA	NA	NA	31968498	NA	NA	NA	31968698	NA	NA	NA	94	NA	exon (PDRG1, exon 1 of 6)	NA	596	XKR7								
chr20	32040301	32040457	Interval_5865	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.95721	NA	NA	NA	2.47697	NA	NA	NA	5.79397	NA	NA	NA	32040301	NA	NA	NA	32040457	NA	NA	NA	17	NA	Intergenic	NA	-8804	LOC101929636								
chr20	32051287	32051455	Interval_5866	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.06536	NA	NA	NA	2.61611	NA	NA	NA	5.97311	NA	NA	NA	32051287	NA	NA	NA	32051455	NA	NA	NA	104	NA	promoter-TSS (HCK)	NA	-817	HCK								
chr20	32112889	32113244	Interval_5867	3	3	TRUE	TRUE	FALSE	TRUE	4.99753	10.2658	NA	6.8188	7.10928	21.08486	NA	13.19394	11.45161	26.47679	NA	17.45359	32112889	32112946	NA	32112966	32113171	32113244	NA	32113212	204	172	NA	121	NA	intron (TM9SF4, intron 1 of 17)	NA	3561	TM9SF4								
chr20	32155264	32155438	Interval_5868	1	1	TRUE	FALSE	FALSE	FALSE	3.53991	NA	NA	NA	2.52415	NA	NA	NA	6.23997	NA	NA	NA	32155264	NA	NA	NA	32155438	NA	NA	NA	42	NA	NA	NA	NA	intron (TM9SF4, intron 13 of 17)	NA	35009	TSPY26P								
chr20	32358693	32358851	Interval_5869	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.88634	NA	NA	NA	2.79206	NA	NA	NA	6.17384	NA	NA	NA	32358693	NA	NA	NA	32358851	NA	NA	NA	40	NA	promoter-TSS (ASXL1)	NA	428	ASXL1								
chr20	32652905	32653053	Interval_5870	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	32652905	NA	NA	NA	32653053	NA	NA	NA	71	NA	promoter-TSS (C20orf203)	NA	-998	C20orf203								
chr20	32686122	32686307	Interval_5871	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.07705	NA	NA	NA	3.33349	NA	NA	NA	6.78152	NA	NA	NA	32686122	NA	NA	NA	32686307	NA	NA	NA	119	NA	Intergenic	NA	-34234	C20orf203								
chr20	32819844	32820012	Interval_5872	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.48807	NA	4.59291	NA	4.24198	NA	3.13586	NA	8.26291	NA	6.56358	NA	32819844	NA	32819870	NA	32819996	NA	32820012	NA	29	NA	34	NA	promoter-TSS (MAPRE1)	NA	35	MAPRE1								
chr20	33732017	33732410	Interval_5873	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.39236	NA	NA	NA	15.2666	NA	NA	NA	19.6274	NA	NA	NA	33732017	NA	NA	NA	33732410	NA	NA	NA	264	NA	intron (ZNF341, intron 1 of 13)	NA	454	ZNF341								
chr20	33734003	33734145	Interval_5874	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.0817	NA	NA	NA	4.88613	NA	NA	NA	8.55169	NA	NA	NA	33734003	NA	NA	NA	33734145	NA	NA	NA	38	NA	intron (ZNF341, intron 1 of 13)	NA	2314	ZNF341								
chr20	33811180	33811463	Interval_5875	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.91151	NA	NA	NA	8.39436	NA	NA	NA	12.35614	NA	NA	NA	33811180	NA	NA	NA	33811463	NA	NA	NA	116	NA	promoter-TSS (RP4-553F4.6)	NA	18	CHMP4B								
chr20	34303389	34303576	Interval_5876	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.05733	NA	NA	NA	4.28035	NA	NA	NA	7.87654	NA	NA	NA	34303389	NA	NA	NA	34303576	NA	NA	NA	124	NA	promoter-TSS (AHCY)	NA	-1488	AHCY								
chr20	34677011	34677203	Interval_5877	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.3456	NA	NA	NA	2.58843	NA	NA	NA	5.92744	NA	NA	NA	34677011	NA	NA	NA	34677203	NA	NA	NA	93	NA	exon (PIGU, exon 1 of 12)	NA	178	PIGU								
chr20	34677296	34677474	Interval_5878	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.47508	NA	NA	NA	4.61865	NA	NA	NA	8.24223	NA	NA	NA	34677296	NA	NA	NA	34677474	NA	NA	NA	71	NA	promoter-TSS (PIGU)	NA	-100	PIGU								
chr20	34680308	34680456	Interval_5879	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.00502	NA	NA	NA	1.95507	NA	NA	NA	5.18095	NA	NA	NA	34680308	NA	NA	NA	34680456	NA	NA	NA	76	NA	Intergenic	NA	-3097	PIGU								
chr20	34704105	34704469	Interval_5880	4	4	TRUE	TRUE	TRUE	TRUE	4.26644	6.5429	5.62862	7.32415	3.05132	6.31906	4.11278	9.02342	6.84551	10.60606	8.48668	13.03601	34704105	34704172	34704315	34704191	34704345	34704357	34704456	34704469	63	107	54	115	NA	promoter-TSS (TP53INP2)	NA	-57	TP53INP2								
chr20	34704589	34704755	Interval_5881	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.89104	NA	NA	NA	3.15992	NA	NA	NA	7.03407	NA	NA	NA	34704589	NA	NA	NA	34704755	NA	NA	NA	112	NA	NA	NA	intron (TP53INP2, intron 1 of 4)	NA	328	TP53INP2								
chr20	35092761	35092916	Interval_5882	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.0817	NA	NA	NA	4.88613	NA	NA	NA	8.55169	NA	NA	NA	35092761	NA	NA	NA	35092916	NA	NA	NA	105	NA	promoter-TSS (TRPC4AP)	NA	-24	TRPC4AP								
chr20	35238245	35238614	Interval_5883	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.19141	NA	NA	NA	6.58048	NA	NA	NA	10.39742	NA	NA	NA	35238245	NA	NA	NA	35238614	NA	NA	NA	86	NA	intron (MMP24, intron 1 of 8)	NA	11694	MMP24								
chr20	35305738	35306093	Interval_5884	4	4	TRUE	TRUE	TRUE	TRUE	8.12098	10.0844	7.57189	19.31045	20.04608	23.57373	9.33134	55.32999	25.29553	29.08533	14.31	60.8861	35305749	35305765	35305842	35305738	35306075	35306066	35305995	35306093	130	139	72	186	NA	intron (UQCC1, intron 9 of 9)	NA	-13494	FAM83C								
chr20	35615560	35615784	Interval_5885	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.75926	NA	NA	NA	6.58048	NA	NA	NA	10.41191	NA	NA	NA	35615560	NA	NA	NA	35615784	NA	NA	NA	103	NA	promoter-TSS (SPAG4)	NA	-182	SPAG4								
chr20	35615933	35616362	Interval_5886	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.37805	NA	5.64928	NA	5.78139	NA	5.13967	NA	10.00003	NA	8.83092	NA	35616170	NA	35615933	NA	35616362	NA	35616227	NA	80	NA	159	NA	promoter-TSS (SPAG4)	NA	294	SPAG4								
chr20	35616386	35616518	Interval_5887	1	1	TRUE	FALSE	FALSE	FALSE	3.96169	NA	NA	NA	2.37915	NA	NA	NA	6.0522	NA	NA	NA	35616386	NA	NA	NA	35616518	NA	NA	NA	35	NA	NA	NA	NA	promoter-TSS (SPAG4)	NA	598	SPAG4								
chr20	35741762	35742220	Interval_5888	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	13.38441	NA	NA	NA	20.15617	NA	NA	NA	26.01465	NA	NA	NA	35741762	NA	NA	NA	35742220	NA	NA	NA	307	NA	NA	exon (RBM39, exon 1 of 16)	NA	345	RBM39								
chr20	35742292	35742646	Interval_5889	3	3	TRUE	TRUE	FALSE	TRUE	8.72687	4.79598	NA	7.38752	12.84988	2.83374	NA	9.11954	17.67515	6.63171	NA	13.13998	35742292	35742460	NA	35742303	35742543	35742646	NA	35742585	119	39	NA	88	NA	promoter-TSS (RBM39)	NA	-133	RBM39								
chr20	36050552	36050918	Interval_5890	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.57929	NA	NA	NA	4.60377	NA	NA	NA	9.04738	NA	NA	NA	36050552	NA	NA	NA	36050918	NA	NA	NA	134	NA	NA	exon (LINC00657, exon 1 of 1)	NA	225	LINC00657								
chr20	36050936	36051082	Interval_5891	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.63294	NA	NA	NA	5.7259	NA	NA	NA	9.47835	NA	NA	NA	36050936	NA	NA	NA	36051082	NA	NA	NA	109	NA	promoter-TSS (LINC00657)	NA	-49	LINC00657								
chr20	36098377	36098606	Interval_5892	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.74089	NA	NA	NA	7.25345	NA	NA	NA	11.12801	NA	NA	NA	36098377	NA	NA	NA	36098606	NA	NA	NA	122	NA	intron (EPB41L1, intron 1 of 21)	NA	5782	EPB41L1								
chr20	36573696	36573982	Interval_5893	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	8.61619	NA	NA	NA	9.74382	NA	NA	NA	14.74296	NA	NA	NA	36573696	NA	NA	NA	36573982	NA	NA	NA	94	NA	NA	promoter-TSS (TGIF2-C20orf24)	NA	232	TGIF2								
chr20	36574104	36574284	Interval_5894	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.0817	NA	NA	NA	4.88613	NA	NA	NA	8.55169	NA	NA	NA	36574104	NA	NA	NA	36574284	NA	NA	NA	42	NA	promoter-TSS (TGIF2-C20orf24)	NA	-360	TGIF2-C20orf24								
chr20	36595778	36595961	Interval_5895	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.46749	NA	NA	NA	5.01331	NA	NA	NA	8.68822	NA	NA	NA	36595778	NA	NA	NA	36595961	NA	NA	NA	126	NA	intron (TGIF2-C20orf24, intron 2 of 4)	NA	-9864	C20orf24								
chr20	36808844	36809214	Interval_5896	3	3	TRUE	TRUE	FALSE	TRUE	5.48542	5.28844	NA	3.33115	6.06245	5.40449	NA	1.58889	10.29428	9.58638	NA	4.73092	36808844	36808896	NA	36808918	36809214	36809160	NA	36809175	203	168	NA	139	NA	intron (SOGA1, intron 7 of 14)	NA	-35202	DSN1								
chr20	36841982	36842224	Interval_5897	2	2	TRUE	FALSE	FALSE	TRUE	4.56934	NA	NA	7.6103	3.02409	NA	NA	10.28491	6.79507	NA	NA	14.37432	36842092	NA	NA	36841982	36842224	NA	NA	36842224	26	NA	NA	126	NA	intron (SOGA1, intron 1 of 14)	NA	17770	SOGA1								
chr20	36843478	36843628	Interval_5898	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.96978	NA	NA	NA	6.92411	NA	NA	NA	10.77412	NA	NA	NA	36843478	NA	NA	NA	36843628	NA	NA	NA	80	NA	intron (SOGA1, intron 1 of 14)	NA	16320	SOGA1								
