GENE,mr522-MV411-DMSO-r1_tcount,mr523-MV411-DMSO-r2_tcount,mr524-MV411-DMSO-r3_tcount,mr525-MV411-DMSO-r4_tcount,mr526-MV411-DMSO-r5_tcount,mr527-MV411-Mebendazole-r1_tcount,mr528-MV411-Mebendazole-r2_tcount,mr529-MV411-Mebendazole-r3_tcount,mr530-MV411-Mebendazole-r4_tcount,mr531-MV411-Mebendazole-r5_tcount
WSB2,6,9,4,19,4,4,9,7,8,6
LMO3,0,0,0,0,0,0,0,0,0,0
GPRC5C,0,1,0,0,0,1,0,2,1,0
MYNN,15,11,8,39,15,24,22,12,31,12
ZNF395,12,16,16,25,12,16,27,22,25,13
UNC45A,1,2,1,5,4,1,1,1,3,2
ZNF302,11,16,27,40,12,15,21,22,26,9
THSD1,0,0,0,0,3,0,1,0,0,1
ACSS2,1,3,2,5,4,10,10,3,3,2
KMT2E,3,8,5,1,1,4,4,7,8,4
RNF114,35,33,29,96,50,39,46,36,45,25
CMAS,4,5,3,8,3,4,7,5,6,1
BIN3,2,13,10,23,10,8,20,18,13,4
APOBR,1,1,0,3,0,1,1,1,6,0
ERBIN,50,39,36,88,39,46,52,34,57,24
LANCL2,11,11,7,22,19,12,10,10,15,8
NXT2,10,9,4,22,7,9,14,12,8,9
CTTNBP2NL,6,1,4,19,5,10,9,3,9,4
RCC2,31,49,72,128,78,70,79,48,92,44
NKRF,10,2,8,29,7,11,13,12,9,5
INKA2,2,10,3,6,5,7,7,5,15,10
DMAP1,0,0,0,1,0,0,1,1,0,1
MYO5C,0,0,0,1,0,0,0,0,0,0
APOM,0,0,0,1,0,0,0,0,0,0
ZMAT5,0,0,0,3,2,2,2,0,2,0
LIN37,0,0,0,1,0,0,0,2,1,1
KLHL9,32,39,28,102,40,50,38,64,48,37
SEPTIN3,0,1,0,0,0,1,4,0,0,0
NDUFA12,12,19,14,41,21,21,25,9,26,7
NSFL1C,18,21,44,75,37,26,46,28,44,30
RAB5IF,31,52,79,161,77,75,69,66,81,38
SLC25A40,9,9,3,37,11,13,12,20,19,11
BCAP29,10,8,17,28,15,20,10,12,19,8
SLC50A1,1,3,0,5,2,5,5,3,2,1
KLHL7,3,0,1,7,1,4,7,4,4,2
NXF3,0,0,0,1,0,0,2,1,2,1
MYDGF,4,6,8,15,10,10,9,9,9,7
SMG9,5,12,10,15,5,3,8,6,9,9
BARX1,6,0,10,6,3,7,5,1,10,3
PDGFC,0,4,1,4,1,2,1,1,2,2
ALG1,2,3,7,18,6,4,11,4,13,6
UBFD1,13,10,16,20,22,13,25,17,18,6
KLHL4,0,0,0,0,0,0,0,0,0,0
TMEM234,2,0,3,2,1,4,4,2,2,4
PCDHGC5,8,11,15,17,13,7,11,5,7,5
PCDHGC4,8,11,15,17,13,7,11,5,7,5
PCDHGB7,8,11,15,17,13,7,11,5,7,5
PCDHGB6,8,11,15,17,13,7,11,5,7,5
PCDHGB5,8,11,15,17,13,7,11,5,7,5
PCDHGB3,8,11,15,17,13,7,11,5,7,5
PCDHGB2,8,11,15,17,13,7,11,5,7,5
PCDHGB1,8,11,15,17,13,7,11,5,7,5
PCDHGA11,8,11,15,17,13,7,11,5,7,5
PCDHGA10,8,11,15,17,13,7,11,5,7,5
PCDHGA9,8,11,15,17,13,7,11,5,7,5
PCDHGA7,8,11,15,17,13,7,11,5,7,5
PCDHGA6,8,11,15,17,13,7,11,5,7,5
PCDHGA5,8,11,15,17,13,7,11,5,7,5
PCDHGA4,8,11,15,17,13,7,11,5,7,5
PCDHGA3,8,11,15,17,13,7,11,5,7,5
PCDHGA2,8,11,15,17,13,7,11,5,7,5
PCDHGA1,8,11,15,17,13,7,11,5,7,5
PCDHB9,0,1,1,0,0,1,0,0,0,0
TEX15,2,1,0,4,0,1,1,0,0,0
TEX12,0,0,0,1,0,1,0,0,0,0
NSMCE3,7,12,5,25,12,13,19,11,20,10
ANKH,2,1,4,11,4,3,4,0,7,5
MOSPD1,2,13,6,9,2,7,3,5,6,5
MTFR1L,13,12,20,53,5,13,16,17,17,10
FAM214A,3,8,0,13,5,11,16,9,9,8
ZNF253,13,20,21,45,13,16,28,17,17,11
MRAP,0,0,0,0,0,0,0,0,0,0
YLPM1,2,1,0,16,5,4,5,6,7,3
CRTAM,0,0,0,1,0,0,1,0,1,0
RNF20,5,6,10,18,12,8,11,6,14,3
TMX4,22,25,24,60,23,21,34,18,28,20
MEPCE,14,27,24,21,21,16,19,23,33,17
CTNNBL1,1,1,0,3,1,1,2,5,1,0
C8orf44,4,6,8,10,9,5,7,3,8,0
GPCPD1,48,67,58,121,62,61,57,72,76,46
LRRC8A,2,8,11,13,4,5,11,12,10,7
KYAT3,2,4,4,14,1,2,6,5,4,2
WDR45B,20,32,36,88,33,27,37,32,42,32
SLC7A10,0,0,0,0,0,0,0,0,0,0
METTL3,2,4,5,11,10,7,5,4,7,5
PPAN,4,5,7,17,11,9,7,4,14,2
LTB4R2,1,0,1,0,0,1,5,2,2,2
CTPS2,3,1,1,8,0,3,2,3,5,2
EIF4ENIF1,2,4,7,12,2,1,4,9,4,3
KCNQ5,12,8,6,27,12,18,18,8,19,4
DNAJC12,0,1,0,1,0,1,3,1,0,0
CHST7,0,1,1,3,0,0,0,0,0,0
ERO1B,8,1,0,8,3,3,0,1,6,0
SLC2A9,0,0,0,0,0,0,0,0,1,0
DIABLO,11,9,21,57,14,18,20,14,20,9
INPP5E,1,2,2,5,7,7,5,1,4,5
BCCIP,38,24,56,72,44,38,45,32,52,27
EIF5A2,1,4,9,9,4,6,4,4,6,3
CLDND1,74,61,68,192,68,100,136,84,151,70
TWNK,38,45,46,122,64,32,41,33,58,37
NPDC1,0,0,0,0,0,0,0,1,0,0
POLE4,0,1,3,3,5,0,3,0,5,4
TRIM39,6,6,7,17,12,4,8,8,14,5
KCNK13,0,0,0,0,0,0,1,0,0,0
PANX2,0,0,0,0,0,0,0,0,0,0
SUCNR1,0,0,0,0,0,0,2,0,1,0
AKIP1,2,1,7,13,5,2,3,1,2,4
TMEM9B,15,15,12,47,23,21,14,14,19,13
NRIP3,7,17,9,48,12,24,19,17,26,12
SAR1A,59,86,78,223,85,111,118,100,115,56
CFAP298,14,22,24,35,16,11,19,12,18,7
SLC2A4RG,8,6,13,22,10,9,24,11,17,8
ZC3HAV1,77,76,95,207,87,95,111,80,130,77
SLAMF8,2,3,3,3,0,5,4,6,6,2
GPR137,0,1,1,0,0,0,0,1,3,1
SPHK2,0,1,2,1,2,4,7,2,1,4
GRIPAP1,0,0,0,3,0,1,2,2,5,0
EMC7,7,17,14,41,11,10,17,3,16,14
RAD18,32,29,18,80,43,36,42,40,41,33
CELF4,0,0,0,0,0,0,0,0,0,0
CDC42SE1,56,84,97,218,103,137,168,131,154,103
UGGT1,40,35,40,110,38,40,64,30,43,28
KCMF1,23,21,14,45,31,16,31,25,45,10
TM9SF3,67,79,79,221,83,83,113,60,131,57
MDM1,8,7,6,49,21,10,8,14,15,4
UBQLN4,8,16,27,26,13,16,14,18,22,7
AGPAT3,16,31,18,31,25,26,20,20,22,13
AGPAT4,9,21,19,23,11,17,24,23,25,12
WRNIP1,7,5,2,14,9,8,6,4,11,4
BDH2,1,4,1,4,0,3,3,1,4,2
ANKS1B,0,1,0,3,2,3,0,1,1,0
TMEM167B,52,58,59,156,52,86,61,51,64,43
NDUFA4L2,0,0,0,0,0,0,0,1,0,1
PNO1,16,18,24,64,19,19,39,27,29,18
SH3GLB2,0,0,0,0,2,0,0,0,0,0
C15orf39,1,4,11,18,4,8,15,8,10,6
THAP10,0,3,0,2,1,2,4,4,3,0
SPIRE1,1,1,2,1,2,1,1,1,3,0
STARD7,98,135,159,321,141,151,166,115,188,106
MAP3K7CL,0,1,0,0,1,0,0,0,1,0
IFT46,0,0,0,3,2,1,1,1,1,0
C1GALT1,24,30,5,45,21,25,34,28,34,13
EXOSC5,3,4,4,11,1,1,6,0,1,1
SMARCAD1,19,39,18,62,30,37,44,42,40,16
DHX33,16,29,24,77,39,26,45,32,47,16
SEMA3G,2,3,2,2,3,3,4,1,3,6
MCCC1,5,14,9,22,10,21,13,5,21,15
LXN,0,0,1,3,1,0,0,1,0,1
NCLN,5,7,7,27,7,18,13,9,19,7
GPR108,0,0,0,4,4,1,3,1,8,4
SPPL2B,2,1,5,5,2,1,6,1,2,0
FEM1C,40,15,22,56,26,25,47,46,48,19
DUS3L,5,1,0,4,1,1,1,0,0,5
SMCO4,0,0,2,1,0,0,0,0,1,1
PMEPA1,0,0,0,1,0,1,5,2,3,1
ARNTL2,2,6,3,10,6,8,4,2,5,3
DUSP22,6,9,10,14,8,5,8,1,9,5
HMCES,3,2,6,5,3,3,2,1,4,1
CMC2,12,11,13,61,9,13,11,14,17,14
ENY2,37,52,40,98,46,47,74,58,82,33
OLFML3,0,0,0,0,1,0,0,1,0,0
MRPS22,1,3,2,0,0,3,4,2,0,4
EMSY,9,15,12,35,26,17,14,15,22,16
MFF,6,10,10,30,1,9,12,9,11,2
SDR39U1,1,4,8,1,2,0,5,1,3,2
SMYD2,1,0,1,7,0,1,4,2,2,1
C5orf15,14,8,12,27,14,18,27,13,30,9
NT5M,0,0,1,4,0,0,1,0,0,1
NIT2,0,2,7,6,5,1,4,2,6,1
OTUD7B,2,5,7,29,10,3,6,6,10,5
WDR93,0,0,0,1,0,0,2,0,0,0
PARP6,5,6,6,16,4,4,6,7,10,8
ATXN7L3,14,29,33,50,23,26,29,27,28,20
CEACAM19,0,0,0,2,0,0,1,0,1,0
FAM20C,0,0,0,1,2,1,2,0,1,2
STOX2,8,18,14,22,25,27,33,14,33,21
PRDM8,1,3,4,10,5,3,2,2,1,3
PRDM10,9,7,5,27,7,12,12,9,24,9
PRDM11,0,0,2,3,0,0,1,1,2,0
POGLUT1,16,13,14,57,27,16,28,22,30,15
PSMG2,3,0,5,13,12,8,9,6,10,3
ADPRM,2,3,0,3,0,4,2,1,1,0
DTWD1,8,8,10,20,12,5,12,13,18,6
BBX,96,86,82,219,64,132,176,116,155,81
CDC42SE2,73,103,79,274,93,93,139,121,147,70
KIF15,3,4,6,15,5,9,9,1,12,2
TOMM22,79,107,104,242,123,112,118,95,110,78
CHPT1,0,0,0,0,0,0,0,0,0,0
TULP4,7,10,6,28,3,6,9,11,14,3
SLC12A9,1,2,0,1,3,0,0,2,0,2
COQ8A,12,8,7,29,17,13,9,4,16,8
CTNNBIP1,1,3,1,4,1,3,2,5,3,1
GSN-AS1,0,1,0,0,0,0,1,1,0,0
SDHAF3,5,4,4,5,6,6,6,6,6,1
YAE1,2,2,0,6,2,2,5,3,7,2
CCDC47,35,33,26,96,42,44,47,44,62,30
COQ9,13,12,9,39,19,3,20,12,14,13
CCNL1,37,36,45,142,38,60,66,54,69,22
CIAPIN1,10,9,17,42,19,16,22,24,21,14
VPS35L,0,0,0,1,0,0,0,0,0,0
PDXP,24,38,37,74,36,29,42,37,35,42
RSRP1,173,226,232,589,259,296,315,235,403,217
ANKMY2,1,7,17,26,6,9,5,4,5,2
RARS2,11,9,7,33,16,16,15,15,20,5
TWSG1,11,15,14,26,17,14,17,18,17,12
PLSCR3,0,0,1,0,1,1,0,2,0,0
UTP3,9,13,14,19,12,9,13,8,9,8
CHRNA10,1,1,1,9,2,0,0,2,2,0
PCBP4,0,0,0,0,0,0,0,1,0,1
57061,0,0,0,0,1,0,0,0,0,0
DDX24,14,20,38,50,25,34,25,28,45,18
KNL1,5,6,1,18,7,12,18,10,14,7
AGTRAP,2,1,2,0,2,0,2,0,5,0
ENTPD7,9,10,5,17,12,8,18,10,9,17
PCNP,21,18,19,52,24,26,44,30,33,22
PITHD1,17,17,23,72,18,19,20,21,26,16
RPGRIP1,0,0,0,0,0,0,0,0,0,0
PARP11,5,11,6,30,6,15,22,14,12,11
AVEN,0,2,3,11,5,4,4,1,8,4
C12orf4,16,17,23,64,23,24,26,15,33,19
TIGAR,14,17,19,48,21,28,35,24,25,18
PNPLA2,1,0,2,1,0,1,1,1,1,2
CYSLTR2,0,1,3,4,3,5,4,3,4,0
NAT14,2,5,13,8,6,4,11,8,7,6
PDSS2,4,5,3,18,6,0,5,2,7,6
REXO4,14,21,33,72,22,23,31,24,47,26
INTS12,1,1,1,3,1,5,4,2,4,2
CAMK1D,3,6,8,9,9,8,13,8,16,8
GOPC,67,65,42,154,52,50,56,56,63,32
LPAR5,0,1,2,4,1,2,1,0,5,2
NUP107,0,0,0,8,0,2,3,0,0,2
LYRM4,8,8,11,21,16,9,11,10,9,5
MRPL47,0,2,4,15,3,4,2,2,6,4
ATP13A1,0,4,1,6,3,2,4,3,2,2
CHMP1B,31,31,35,87,53,56,80,51,55,48
APMAP,5,5,7,20,8,5,6,7,11,3
RNPEPL1,0,3,1,8,1,0,4,3,3,0
RTN4,21,36,33,83,32,33,55,31,53,30
ADCK1,0,2,1,4,3,3,3,0,1,1
TMEM159,4,8,1,14,4,3,5,5,7,2
SCYL3,1,3,8,11,3,9,11,8,7,5
RALGAPB,34,54,37,92,51,49,60,47,70,32
LYRM1,5,3,4,12,4,7,4,8,5,3
SMIM8,2,4,2,11,3,4,6,5,6,1
SLC44A2,0,0,0,0,0,1,0,0,0,0
SMURF1,26,45,49,60,38,26,42,24,38,19
PHTF2,10,2,6,30,7,10,14,15,18,4
PELI2,12,14,16,21,9,10,15,12,17,8
PELI1,14,8,3,22,8,7,10,10,12,10
ASPHD2,1,2,7,3,2,0,3,1,5,1
ZNFX1,16,24,33,78,34,28,30,13,28,10
DOLPP1,12,11,17,21,12,8,16,7,36,18
CORO1B,0,0,2,0,0,1,0,2,2,0
VARS2,0,1,2,3,1,0,3,0,0,0
ZMIZ1,26,21,24,88,21,21,37,41,31,30
KIAA1191,21,24,32,73,26,31,29,21,35,18
ACTR3B,0,4,4,0,0,4,0,3,3,1
SLC39A10,15,13,4,36,13,13,12,16,8,7
ANKRD50,6,5,4,15,10,15,5,5,7,2
FAM219B,25,30,22,85,28,42,32,32,40,23
NIPAL3,3,8,0,9,2,8,6,5,5,2
RALGAPA2,0,11,10,14,4,14,14,12,11,6
THOC2,6,3,8,25,11,5,8,9,11,8
DENND11,9,22,33,72,19,30,19,16,36,19
SELENON,1,2,1,14,3,4,4,0,0,1
VN1R1,0,0,0,0,0,0,0,0,0,0
MCOLN1,0,0,1,0,0,0,0,1,1,0
ATP10A,0,2,1,2,5,5,1,2,3,2
ATP8B2,0,0,0,2,0,0,0,1,0,0
ATP10D,2,4,2,7,5,1,3,4,2,1
ZNF248,4,5,3,13,1,5,7,10,8,4
SLC45A4,11,18,19,45,25,19,35,18,36,14
SPRYD7,5,8,11,21,8,4,5,6,9,8
THAP11,7,19,4,50,13,19,16,12,14,11
TTC7A,9,23,16,40,23,21,36,16,28,13
ERGIC1,2,2,9,9,5,7,6,5,14,6
PPP4R3B,48,46,54,150,60,54,57,48,55,36
NHSL1,1,1,0,0,2,2,3,1,0,1
LYRM2,102,118,130,303,106,127,133,106,168,92
SNX14,1,0,0,3,0,2,2,3,1,0
LINC00869,12,20,25,60,37,28,31,32,24,21
DANCR,74,91,102,256,108,59,115,81,101,62
KAT14,1,5,8,15,9,3,8,5,5,3
PBXIP1,3,1,7,2,7,3,1,4,2,0
CBX8,4,2,4,7,0,4,2,3,3,7
RCN3,0,0,0,0,1,0,1,0,0,1
ZNF286A,39,42,56,108,44,30,45,41,42,33
SENP7,3,1,0,6,1,2,3,2,5,2
JPH3,0,0,0,0,0,0,0,0,0,0
ZNF304,2,7,13,27,17,13,10,13,5,4
MRS2,13,24,18,68,28,18,37,27,38,19
CLK4,18,15,5,22,14,14,26,18,29,14
RAB22A,38,31,34,82,41,37,51,41,47,24
CYP20A1,18,25,24,45,13,21,34,25,34,10
SPC25,0,0,0,2,0,1,1,0,0,0
ABHD6,0,0,0,1,0,1,1,0,0,0
NMRAL1,0,0,0,4,0,0,0,1,1,2
MIF4GD,3,5,2,12,3,3,4,6,2,5
SCYL1,1,2,0,6,5,2,0,2,0,1
AS3MT,1,0,0,2,0,0,1,0,1,0
TMIGD3,0,0,0,2,0,0,0,0,0,0
RHBDD2,0,3,0,11,0,1,1,2,4,1
C3orf14,8,5,4,15,4,8,8,5,8,6
WDR18,0,0,1,0,0,0,4,0,3,2
NDRG3,1,9,2,6,2,1,6,1,10,1
NDRG2,0,0,0,0,0,0,0,0,0,0
BIRC6,16,11,14,37,14,12,16,14,14,6
REXO1,0,2,3,3,1,7,2,3,5,2
KIAA1143,44,62,44,146,50,62,88,53,68,49
TMCC3,0,0,0,0,0,0,0,0,2,0
GATAD2B,17,29,42,58,24,29,41,28,43,18
PPM1H,0,1,0,0,0,0,0,0,0,0
ISY1,9,13,4,23,17,14,15,11,16,9
MYORG,1,3,0,0,6,0,2,2,0,0
AMIGO1,0,0,0,3,0,0,0,0,0,0
STRIP2,5,6,2,10,3,8,4,7,13,1
TBC1D24,4,8,5,15,10,12,10,14,10,4
SCAF4,1,5,6,8,10,3,5,2,10,8
LRRC47,7,11,11,29,12,6,11,10,10,11
ERMN,1,1,3,4,3,0,5,6,2,1
CNOT6,35,35,29,78,34,29,41,42,35,21
ZNF512B,1,0,2,5,2,0,1,1,2,1
ZNF490,5,16,15,35,14,9,24,13,18,20
PLEKHH1,0,0,0,1,1,0,1,0,0,1
GRAMD1B,15,9,11,25,7,16,18,11,18,21
USP31,24,40,29,123,59,39,49,37,48,34
PRR12,2,4,0,1,2,1,0,4,2,1
CRACD,0,1,0,0,0,1,0,0,0,0
NLN,37,30,46,94,39,44,61,41,64,30
ESYT2,38,53,41,125,43,52,72,44,67,25
ODF2L,9,7,12,17,4,5,6,3,4,7
AHRR,21,19,28,57,19,24,34,28,35,23
ARID1B,7,13,10,23,4,22,13,16,23,12
HEG1,5,10,12,35,16,11,30,13,15,11
RIMKLB,0,0,0,1,0,2,0,0,1,0
MRTFB,4,7,7,18,6,9,9,7,20,5
KIDINS220,16,20,22,46,18,20,31,13,24,14
MTA3,0,0,0,0,0,0,0,0,0,0
AARS2,1,5,2,4,3,7,5,7,11,4
MAVS,39,55,49,122,50,54,86,45,83,61
INTS2,32,31,34,104,40,39,44,29,57,27
XPO5,18,30,17,60,34,33,33,24,35,19
COG6,7,13,10,36,3,11,11,10,9,9
CASKIN2,0,0,0,0,0,0,0,0,0,0
ARHGAP31,0,0,0,0,0,0,0,0,2,0
SERINC1,48,64,46,190,71,71,99,73,110,49
STARD9,2,0,0,2,2,0,1,0,2,0
HECW2,0,0,0,0,0,2,2,0,0,0
RPTOR,2,2,3,5,6,2,5,3,4,5
CASKIN1,0,0,0,0,0,0,0,1,0,0
HACE1,7,5,3,5,7,5,2,3,1,6
NUFIP2,250,285,219,719,319,341,345,313,424,197
TBC1D14,20,23,22,93,47,38,40,34,43,29
MIB1,55,44,28,133,55,39,49,48,56,32
KIAA1328,2,1,0,1,6,4,3,0,1,1
ALPK3,0,1,0,0,0,1,1,0,0,0
WDR35,17,18,15,30,21,25,20,15,14,7
ZNF398,38,46,70,120,72,54,69,41,64,38
KLHL42,23,25,24,62,19,22,26,31,28,21
TXNDC16,3,4,7,11,2,3,2,0,3,2
PDP2,40,57,30,133,67,70,81,63,72,32
ZNF624,2,3,3,11,3,3,3,2,5,6
TAOK1,134,153,121,421,145,163,199,179,207,97
NCEH1,20,18,10,55,16,25,27,21,37,16
MICAL3,1,6,3,10,1,5,6,6,8,4
NLGN2,0,0,0,2,0,0,1,1,0,1
SEMA6A,0,0,0,0,0,0,0,0,0,0
USP35,1,1,0,0,1,0,2,1,2,1
STAMBPL1,0,0,0,0,0,1,0,0,1,0
IFT80,3,2,5,16,0,5,5,3,5,5
ARRDC3,19,19,21,27,20,10,15,9,15,4
CEP126,0,0,0,0,0,1,0,0,0,0
KLHL8,51,45,66,111,59,66,81,64,89,40
ZNF319,5,3,6,9,6,7,4,3,8,7
SIPA1L2,3,2,5,1,2,1,2,1,2,2
TRMT5,24,17,12,38,12,25,25,30,20,18
DOCK6,0,0,0,0,0,0,0,0,0,0
KIF17,1,0,0,0,1,0,0,0,0,0
CCDC191,1,1,0,0,1,0,1,1,2,1
FAM135A,0,0,2,0,1,2,5,2,1,0
PREX1,2,3,11,12,8,6,18,7,13,1
TMEM181,31,33,30,77,38,22,44,30,27,15
ARHGAP21,0,2,1,0,1,1,1,3,2,2
CRAMP1,11,38,29,62,16,28,30,24,35,13
CFAP97,25,32,17,81,20,39,44,36,42,20
RIC1,16,14,5,22,9,8,21,19,16,15
WDFY1,42,54,40,142,53,63,56,54,67,32
MRTFA,11,16,23,32,21,10,22,10,15,13
ZNF687,3,5,3,10,5,5,8,4,7,6
HOMEZ,0,6,5,6,2,3,4,4,3,0
BAHCC1,25,20,12,50,26,21,30,35,20,20
WDR48,17,16,19,40,14,17,31,23,24,16
FNIP2,0,2,1,1,3,3,2,5,3,4
USP36,12,24,25,44,14,25,21,33,37,18
PITPNM2,1,1,3,7,0,0,5,0,3,3
SLAIN2,13,31,22,58,24,30,46,39,39,17
DIP2B,22,26,42,84,32,27,35,34,42,22
RANBP10,12,11,15,33,17,18,13,17,25,16
FAM234B,3,4,9,27,8,8,9,6,15,7
RELCH,10,20,13,42,26,21,17,13,29,17
TSHZ3,0,2,1,11,6,0,5,2,3,5
VPS18,7,7,3,10,9,6,2,4,4,5
STIM2,9,7,10,33,17,15,27,7,22,10
ZBTB2,37,37,50,93,58,37,41,35,50,20
LRFN1,0,0,0,0,0,0,0,0,0,0
ZFAT,7,4,1,8,12,10,11,16,6,3
SH3RF1,4,3,6,15,16,8,10,7,8,4
EP400,18,14,24,45,14,21,24,26,37,16
ARHGAP23,1,8,12,3,1,3,4,2,2,0
CCDC146,0,0,0,0,2,0,0,1,1,0
POGK,53,51,67,156,58,57,72,50,73,63
USP28,3,5,2,16,3,6,4,7,12,1
DHX37,2,1,9,8,7,6,4,3,3,3
KIAA1522,0,0,0,0,0,0,0,0,0,0
PHF12,5,7,6,25,5,14,18,12,13,10
CIP2A,4,2,4,14,6,2,6,0,4,3
STRA6LP,0,1,1,6,1,2,1,1,2,0
UVSSA,2,0,0,1,3,1,4,1,4,2
GRAMD1A,0,0,1,3,0,0,2,1,0,2
HCN3,1,0,1,7,0,1,0,0,3,0
CALCOCO1,4,0,3,1,0,3,1,3,2,2
ZBTB4,5,13,15,24,8,17,24,11,23,9
PHRF1,2,2,1,11,1,1,0,0,1,0
PLEKHA4,0,0,0,0,0,0,1,0,0,0
RDH14,16,14,8,42,16,12,11,13,13,6
FBRSL1,0,2,0,6,3,2,2,2,0,2
EPB41L5,1,2,0,0,2,1,0,1,0,0
BEND3,0,7,10,2,10,1,9,3,6,4
RNF213,1,9,3,7,9,3,8,3,14,4
ZFP14,3,7,7,15,5,2,6,5,3,2
GPAM,19,9,16,39,17,11,14,15,32,12
ALS2,4,6,3,13,6,10,13,13,13,8
CHD8,2,4,10,16,5,8,7,8,9,4
ZBTB26,7,10,2,17,2,5,2,8,15,9
VAT1L,3,5,3,18,0,8,7,4,12,5
ZSWIM6,8,9,10,18,6,4,14,5,19,7
TNRC6C,1,1,4,12,1,1,8,5,5,4
KIAA1586,3,9,3,12,4,5,6,2,2,10
ZNF317,81,101,135,319,149,81,133,100,112,91
USP37,65,48,51,148,75,60,75,64,99,46
DDX55,22,28,51,114,44,44,42,24,41,27
FANCM,0,0,1,7,0,1,1,0,0,0
SHTN1,10,2,4,28,5,10,6,5,12,6
CPNE5,0,1,1,0,0,3,1,1,0,1
FAM160B1,14,16,7,33,11,10,16,18,15,8
NCKAP5L,1,0,0,0,0,1,0,2,2,0
CWC22,6,10,5,28,15,12,18,14,23,6
GBA2,0,1,3,12,5,1,3,3,1,5
WDFY4,2,1,4,12,2,0,2,2,14,1
DENND1A,1,1,6,4,5,2,2,2,6,7
MEAK7,0,0,2,0,0,2,0,1,2,1
MIER1,45,70,30,149,53,65,72,56,73,27
ZNF529,14,15,8,25,15,17,9,16,21,6
SFMBT2,57,97,86,258,106,133,154,124,171,113
SEMA4G,0,0,0,0,0,0,0,0,0,0
PRX,0,1,0,1,0,0,2,0,0,2
ANO8,0,0,0,0,0,0,0,1,0,0
GPR107,17,28,35,50,28,36,42,22,43,23
METTL14,23,19,30,90,27,26,40,31,31,14
EPG5,15,11,8,33,20,13,29,13,31,12
NCOA5,14,23,35,50,43,24,23,26,29,18
WDR19,1,0,0,2,1,3,1,2,1,1
SPTBN4,0,0,0,0,0,0,0,0,0,0
ZFYVE28,1,0,0,1,0,0,0,0,0,0
TRIB3,5,12,23,48,24,24,30,25,32,19
ANKRA2,0,1,0,1,1,0,0,1,0,0
RBAK,108,108,108,323,108,110,146,138,165,82
MARK4,2,4,2,7,4,3,3,6,8,2
SUGP1,0,0,0,3,0,0,3,0,1,2
GATAD1,11,20,33,41,13,11,25,29,27,17
RAB40C,2,4,1,8,2,6,2,1,6,7
POLD4,1,5,5,7,4,7,13,9,6,8
CCAR2,21,29,39,81,23,23,41,30,37,11
LSM2,9,15,16,23,10,15,10,22,13,14
CCNB1IP1,1,3,5,5,6,7,13,8,6,7
RAP2C,23,34,38,57,33,26,46,32,32,26
C6orf47,2,8,3,16,10,7,6,10,13,9
SLC4A5,0,0,0,0,0,0,0,0,0,0
ZNF410,44,27,49,96,47,46,42,34,49,32
SLC46A2,0,0,0,0,0,0,0,0,0,0
PTBP2,24,28,18,75,18,29,32,24,35,15
NFE4,1,2,1,3,1,4,0,0,1,0
CTDSP1,10,11,23,22,25,30,39,22,32,20
CXCL16,0,0,0,0,0,0,0,0,0,0
SQOR,0,4,3,12,1,3,5,12,4,2
MS4A7,9,25,18,73,27,42,63,37,43,34
TP53INP2,2,1,2,6,2,4,7,5,7,8
SRPRB,21,36,46,80,61,51,46,50,58,40
ENOPH1,10,20,18,39,16,13,16,18,19,11
RHOU,12,23,12,19,22,15,22,12,28,15
NLRC4,0,0,0,0,0,0,0,0,0,0
TRAPPC1,5,7,13,33,15,10,20,13,14,9
ZBED5,1,0,0,4,1,3,1,3,2,0
CREBZF,123,141,124,306,168,154,173,147,199,106
PCTP,5,9,10,31,5,9,4,5,5,1
ABHD17C,2,4,2,2,2,3,1,3,1,2
RPRD1B,24,35,41,87,35,32,35,35,41,28
ZNF71,0,0,0,0,1,1,0,0,0,1
ZNF77,2,1,0,16,6,2,6,3,4,3
INIP,23,19,22,75,15,12,27,26,38,13
JAM2,1,0,1,0,0,0,0,0,0,0
LY6G5B,5,2,3,8,4,5,6,8,9,1
PRUNE1,15,9,10,36,11,17,17,17,26,6
ZNF250,5,7,6,21,8,5,10,3,8,3
OSTC,25,30,21,85,22,31,38,17,32,12
SCAF1,1,1,2,1,2,1,0,0,0,0
KMT2C,18,14,5,22,18,16,19,17,33,12
CACTIN,2,11,16,11,4,5,9,16,8,9
DLGAP3,0,0,0,0,0,0,1,0,0,0
EPS15L1,12,25,21,43,23,12,24,17,34,10
SELENOK,5,7,13,18,14,18,9,13,13,11
SINHCAF,138,144,138,379,168,169,229,182,223,133
RBM25,71,71,40,173,63,89,83,80,108,50
WIZ,7,12,11,31,13,10,17,13,14,7
MID1IP1,19,16,29,63,33,15,28,13,24,20
ABRACL,7,15,9,34,6,12,14,11,8,13
RRAGD,1,2,6,6,0,1,2,3,3,4
MYOZ1,0,0,0,1,1,0,0,0,0,0
SNX6,9,27,12,38,27,18,17,14,22,9
PGAP6,1,0,1,3,0,0,1,0,1,0
HIVEP3,4,6,9,7,4,5,9,8,5,12
TLNRD1,1,2,3,8,6,6,3,11,4,0
UBL5,4,8,12,14,21,11,15,14,16,8
SIGIRR,0,1,2,1,3,2,0,1,0,0
PRDM12,0,1,0,3,1,1,5,1,1,1
PLEKHA1,1,0,0,2,0,0,0,0,0,0
PLEKHA2,18,27,17,60,27,27,48,37,53,20
