,mr349-MV411-YLK-r3_tcount,mr343-MV411-DMSO-r1_tcount,mr345-MV411-DMSO-r3_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr344-MV411-DMSO-r2_tcount,mr346-MV411-DMSO-r4_tcount,mr350-MV411-YLK-r4_tcount
STYK1,2,3,0,1,3,3,2,4
PI4K2A,26,38,48,34,29,31,38,41
TMEM63B,1,1,0,0,3,1,1,1
IMPACT,20,31,35,15,30,43,38,42
TMEM176A,0,0,0,0,0,0,0,0
LGR4,42,44,42,11,22,68,39,49
PIDD1,0,0,1,1,3,0,0,1
PPP4R1L,0,8,1,0,2,2,6,0
TMCO6,0,7,4,1,0,1,2,5
LRRC59,226,320,332,174,272,418,359,379
MCM10,40,55,40,22,35,50,47,57
NCBP3,55,98,79,27,41,86,100,85
ZNF331,2,0,4,0,0,0,5,2
SIRPG,0,0,0,2,0,0,2,0
GPALPP1,5,8,9,2,6,9,11,6
YOD1,92,138,110,34,91,245,152,146
AP1AR,10,14,15,2,10,27,12,11
STRADB,3,3,1,1,0,3,2,2
DHRS4-AS1,22,25,27,21,32,44,24,37
CSGALNACT2,66,91,95,30,63,123,90,84
DNAJA4,36,29,34,12,20,28,26,39
NDUFAF7,3,5,3,5,7,0,6,1
PARL,10,19,15,6,8,19,11,19
ETNK1,64,64,50,25,54,78,71,80
CHST12,0,0,0,0,0,0,0,1
HES6,24,71,72,37,39,70,56,82
NOP10,48,69,71,44,63,94,58,98
MACROH2A2,0,1,2,1,3,2,1,4
SLC35E3,3,2,0,3,4,4,2,0
BATF3,1,4,1,2,0,0,0,0
DDX43,0,0,0,0,0,0,0,0
SMPD3,0,1,2,2,1,2,0,1
ELAC1,3,4,9,2,6,10,8,11
TRIM36,3,2,8,1,0,6,5,9
DHTKD1,30,42,41,17,22,55,41,56
FEM1A,298,492,530,262,374,634,481,507
PIP4P2,1,1,4,2,3,7,3,1
MAML3,10,11,19,6,7,21,9,15
CDCA7L,33,49,46,29,48,68,51,53
IL17RB,0,0,0,0,0,0,0,0
RBM38,73,117,127,65,84,171,110,113
ENOSF1,51,62,56,34,62,61,61,68
PLXNA3,0,1,1,0,0,0,1,0
HAUS7,4,5,9,2,12,8,9,13
CDC42BPG,0,0,1,0,0,0,0,1
ZNF821,4,4,6,0,0,4,6,3
GALNT10,18,26,25,9,19,23,15,22
CNOT11,25,41,29,13,27,56,34,47
FOXRED1,2,8,2,6,1,4,3,8
CDV3,581,708,795,349,528,1040,766,825
NAGK,0,0,0,0,1,0,0,0
SUPT20H,2,2,4,1,3,3,4,3
KIF27,0,0,0,0,1,0,0,0
UBE2Q1,46,84,88,55,79,113,78,103
MED29,94,117,131,83,86,144,135,158
BMP2K,4,2,3,1,4,2,6,4
VEZT,2,6,3,1,1,13,6,7
GOLGA2P5,2,5,4,2,1,3,3,4
OTUD5,15,17,21,14,9,23,23,19
ZCCHC8,14,22,19,4,13,30,24,19
RNPC3,6,3,5,0,6,4,3,2
DDX60,0,0,1,0,0,0,0,0
CDKN2AIP,204,264,278,105,192,397,270,283
TENT5A,69,138,126,52,65,242,169,105
CARMIL1,0,0,0,1,0,0,0,0
KIF21A,1,0,0,0,0,0,1,0
ANKRD10,54,57,65,30,65,73,67,113
ZNF280C,16,28,24,8,19,29,22,20
VPS50,1,3,6,2,2,6,2,3
OTUB1,11,7,20,10,15,7,8,14
FERMT1,1,4,3,1,3,4,0,5
MTMR8,0,0,3,0,0,0,0,0
KIF16B,2,5,7,0,2,3,3,5
PRR5,4,3,8,2,4,6,5,10
TASP1,4,6,2,1,5,9,6,3
DOCK10,9,17,18,10,14,16,15,8
TRMT1,0,0,1,0,0,1,0,0
TTC27,1,0,1,0,1,1,0,0
THUMPD1,184,187,203,93,174,341,218,267
POMGNT1,3,2,4,0,1,0,2,1
ZDHHC7,63,84,82,54,68,90,61,100
AMBRA1,30,45,47,23,32,36,42,43
SMPD4,51,79,78,37,57,82,69,102
ZNF407,10,23,19,3,15,30,22,20
PNRC2,240,282,283,114,203,493,300,300
SLC39A4,12,12,12,8,7,14,7,7
LRRC40,3,4,4,0,5,14,0,6
G2E3,24,22,18,12,14,43,26,28
TBC1D22B,7,42,36,9,12,34,32,35
KRBOX4,5,2,12,1,6,7,3,13
DEPDC1,38,38,44,20,27,83,57,44
CHD7,19,31,24,9,12,34,26,22
FLVCR2,9,7,14,2,8,11,5,6
BTBD2,20,32,55,30,19,44,35,47
OSGEP,4,4,3,1,1,5,6,2
LYAR,4,1,2,2,4,1,3,1
RAB20,73,36,32,67,63,39,32,125
PIGV,2,13,11,8,5,17,10,10
NHP2,10,14,17,9,17,29,11,12
SLC48A1,9,37,36,12,12,23,32,21
TMEM127,136,211,215,101,134,280,222,236
INTS8,3,2,0,1,2,1,1,2
ZNF692,1,5,6,1,1,4,4,8
RNF126,30,40,52,22,26,53,34,52
ZNF416,12,23,26,12,18,50,23,25
PRPF40A,77,92,116,26,73,134,116,116
DDX27,6,7,5,2,11,6,11,9
HIF1AN,42,94,65,16,46,93,72,97
ZNF446,0,4,4,5,0,3,4,3
CDC37L1,22,42,30,17,27,37,36,24
URGCP,13,20,17,18,23,28,27,32
NPLOC4,29,70,93,25,37,104,87,95
DENND4C,11,8,15,3,9,11,10,9
GPATCH2L,104,153,143,56,136,184,153,173
MFN1,8,8,12,2,5,11,4,9
PEX26,43,70,82,33,51,80,84,69
PPP4R3A,92,139,153,69,125,187,114,155
SLC30A6,26,18,25,12,26,43,30,32
IWS1,3,13,10,5,3,15,3,9
RUFY2,22,14,10,5,10,29,17,12
SCYL2,22,34,19,10,20,42,41,37
KANSL3,84,99,121,47,109,99,110,135
RABL6,9,19,16,7,10,9,15,21
MREG,0,0,1,2,3,0,1,3
TRMU,3,7,5,1,5,8,5,2
YEATS2,29,42,40,22,28,42,47,60
PACS1,0,0,1,0,0,3,2,2
FRMD4A,2,0,4,1,2,3,3,2
LUC7L,8,5,21,4,8,9,14,20
KDM4D,1,2,0,0,4,0,1,0
NSUN5,5,8,13,3,10,7,10,14
RBM22,98,108,87,55,91,134,117,108
VAC14,4,0,5,1,2,5,6,5
RADIL,0,0,2,0,0,0,2,1
IARS2,17,11,14,7,8,11,13,20
MAP7D1,27,53,47,26,25,67,49,32
ARHGEF40,0,3,6,1,1,3,2,4
YJU2,14,26,29,18,18,34,25,29
POLR3B,8,13,8,3,7,10,9,12
CCDC88A,36,32,34,11,36,46,39,57
IPO9,45,54,70,28,36,57,50,92
NDC1,76,95,93,51,89,140,104,128
NECAP2,32,44,52,18,21,57,47,46
KBTBD4,24,36,35,8,16,35,22,18
FAR2,0,1,5,0,0,1,3,0
ZNF334,20,18,13,5,20,26,21,24
DOK4,0,0,1,2,2,1,0,3
LMBR1L,1,7,2,0,2,0,4,5
WDR11,3,6,7,2,4,7,4,7
POLR3E,37,27,30,15,23,24,29,42
SLF2,40,55,40,18,23,47,67,53
TSR1,115,147,154,75,137,219,179,172
IQCC,9,10,9,5,7,13,5,11
CEP72,0,0,10,1,3,2,8,2
ASF1B,45,95,122,48,72,116,109,132
INTS13,3,2,1,6,9,5,4,7
N4BP2,40,24,29,7,35,39,30,40
ATF7IP,85,146,104,40,92,246,174,130
FAM222B,41,76,67,38,49,87,90,83
C1orf112,1,0,0,0,0,1,0,1
HHAT,0,2,0,0,0,1,1,1
ZFP64,10,15,16,6,9,16,11,16
DNAJC11,18,26,38,26,29,34,57,40
VPS35,30,31,26,16,33,39,28,43
ARFGAP1,18,30,43,22,19,34,40,45
NAXD,52,62,87,39,78,104,87,116
ENAH,0,0,0,0,0,1,0,0
EDEM2,12,26,30,20,22,26,37,32
CHFR,12,22,12,8,14,10,16,32
COA1,14,24,22,8,22,21,16,30
AP5M1,8,15,20,8,9,41,12,18
NUP133,9,2,13,4,8,9,8,9
CNDP2,48,41,59,35,45,64,68,73
CCAR1,8,11,9,4,4,9,11,7
TMEM184C,27,25,25,16,14,31,31,34
SEPTIN11,27,51,37,12,39,58,33,33
OGDHL,0,0,0,0,0,0,0,0
TMEM30A,113,146,160,54,114,234,167,158
CDK5RAP2,20,33,26,13,29,32,26,32
INTS9,20,34,50,22,17,35,34,61
RCOR3,8,14,20,4,11,27,20,28
WDR12,13,9,2,12,11,12,5,11
DHX32,7,5,11,6,5,3,11,9
TTC17,26,34,36,8,20,29,37,46
ZNF701,14,34,30,6,16,32,28,11
EXOC1,11,10,17,4,5,9,12,12
IFT122,0,0,0,0,0,0,0,0
INAVA,2,9,10,1,4,9,12,2
H2AJ,12,14,17,4,10,19,11,14
NGLY1,10,14,12,2,10,12,13,19
ZNF83,7,0,2,0,1,3,2,4
EXOC2,17,18,12,8,14,29,10,21
PRR11,68,106,106,42,59,137,107,130
TBC1D23,18,14,15,11,13,31,17,38
TDP1,22,30,34,11,27,34,20,26
SAYSD1,2,6,6,5,11,17,13,10
MBD5,0,0,0,0,0,0,0,0
ZNF839,0,2,1,2,1,1,0,3
CFAP44,7,5,9,4,12,9,7,8
RIOK2,20,20,25,11,21,49,33,28
CMTR2,41,35,36,18,46,87,63,37
FGD6,0,1,1,3,0,0,1,1
TXLNG,78,98,90,38,98,122,106,94
LMBRD1,0,4,5,1,2,4,1,2
DEPDC1B,7,2,9,3,6,19,5,10
CSGALNACT1,7,6,9,3,6,7,12,4
LRIF1,33,32,28,13,28,50,33,32
MINDY1,0,0,0,0,1,2,2,1
DDX28,38,45,61,17,31,64,47,41
PCID2,6,10,28,6,7,9,13,24
MBNL3,20,26,22,4,23,42,23,28
METTL2B,13,18,17,8,26,22,14,16
CACNA2D3,0,3,2,2,1,3,5,2
DCP1A,73,91,132,61,77,166,148,138
ADAP2,0,0,0,0,0,1,0,1
TRERF1,39,46,59,30,38,67,27,73
FOXJ2,70,57,58,49,71,66,72,118
UTP6,7,11,14,6,11,13,8,11
KDM3A,22,34,33,12,15,44,26,41
RNF130,0,1,1,1,2,0,0,0
VPS11,3,12,12,4,12,15,17,14
PAG1,190,256,270,110,204,378,291,283
PECR,0,0,2,0,2,0,0,1
DCAF6,5,1,4,4,4,8,3,2
SELENOS,16,29,30,13,27,42,28,42
GLT8D1,5,5,12,5,13,9,12,10
EMC3,1,6,2,1,3,2,2,11
CAND1,19,32,23,12,22,44,30,37
UBAP2,14,24,25,12,11,39,28,24
CENPJ,59,49,45,21,46,36,56,53
EAPP,18,47,47,16,28,71,51,55
CENPN,62,62,77,41,64,93,61,92
EAF2,0,2,1,0,1,1,1,2
WWC3,5,6,5,3,5,7,10,11
ARHGAP15,3,4,5,2,6,5,1,4
PPP2R2D,31,39,29,20,21,35,34,39
BRK1,40,63,50,38,41,87,71,57
ITFG2,8,17,7,6,6,8,10,16
CISD1,8,7,12,7,11,11,11,11
PLGRKT,1,0,0,0,1,0,1,0
USE1,0,0,1,3,0,2,5,0
PSENEN,6,12,8,6,11,9,10,19
TEX2,57,60,83,38,60,78,67,85
IDI2-AS1,0,2,0,1,2,0,2,1
ZC3H15,63,45,62,20,52,110,73,70
ACOT13,4,6,7,3,1,9,11,6
KIZ,0,0,0,0,0,0,0,0
TMEM165,9,12,5,8,19,13,11,17
BEX1,13,11,12,4,17,16,16,17
ACTR10,2,0,3,2,0,4,4,6
DBNDD2,3,9,7,3,12,9,5,6
ECHDC1,65,78,94,29,73,105,65,96
TMEM126B,4,2,0,1,2,5,4,6
HDAC8,6,9,11,1,10,13,9,9
ASH1L,53,90,102,27,61,131,100,99
CBWD1,1,0,4,0,1,2,1,1
PBK,12,14,17,7,4,20,12,16
GSDMB,0,0,0,0,1,0,0,0
WSB2,8,21,14,8,16,37,20,14
GPRC5C,3,0,3,0,2,0,0,2
MYNN,16,21,17,11,9,48,23,27
ZNF395,58,110,114,36,57,112,114,91
UNC45A,4,9,4,2,1,7,2,9
ZNF302,28,47,60,30,54,64,65,54
ACSS2,0,7,4,2,5,3,10,7
KMT2E,15,15,16,7,7,18,23,23
RNF114,95,125,118,83,114,147,140,171
CMAS,6,8,5,5,5,4,5,6
BIN3,25,36,46,33,38,35,40,75
APOBR,2,5,3,3,11,3,3,10
ERBIN,49,53,55,30,52,99,82,61
LANCL2,13,30,29,10,23,41,25,34
NXT2,15,11,18,8,11,24,20,16
CTTNBP2NL,5,12,6,1,8,14,9,6
RCC2,159,273,330,148,182,320,301,320
NKRF,22,33,28,17,27,62,24,52
INKA2,8,15,8,5,13,16,16,7
DMAP1,0,1,0,0,0,0,0,0
ZMAT5,0,2,0,1,0,0,1,5
LIN37,0,1,1,0,0,1,0,0
KLHL9,80,94,103,40,87,179,121,102
SULF2,0,0,0,0,0,0,0,0
SEPTIN3,2,2,4,2,0,1,1,1
NDUFA12,13,12,19,11,10,15,15,24
NSFL1C,51,77,76,34,54,101,77,61
RAB5IF,87,122,126,77,102,173,130,138
BAIAP2L1,0,0,0,0,0,0,0,0
SLC25A40,18,34,26,9,9,26,18,25
BCAP29,13,9,12,1,14,13,17,17
SLC50A1,3,7,9,6,7,7,6,10
KLHL7,3,2,6,2,1,5,5,7
NXF3,3,9,13,3,8,7,7,9
MYDGF,32,39,66,16,24,56,43,45
SMG9,11,34,30,16,28,24,18,43
BARX1,1,1,3,2,1,0,0,3
PDGFC,2,3,6,1,7,6,5,3
ALG1,3,18,13,9,4,14,11,16
UBFD1,24,32,34,11,26,38,46,43
TMEM234,3,2,5,1,6,2,1,9
PCDHGC5,47,84,90,27,40,84,75,55
PCDHGC4,47,84,90,27,40,84,75,55
PCDHGB7,47,84,90,27,40,84,75,55
PCDHGB6,47,84,90,27,40,84,75,55
PCDHGB5,47,84,90,27,40,84,75,55
PCDHGB3,47,84,90,27,40,84,75,55
PCDHGB2,47,84,90,27,40,84,75,55
PCDHGB1,47,84,90,27,40,84,75,55
PCDHGA11,47,84,90,27,40,84,75,55
PCDHGA10,47,84,90,27,40,84,75,55
PCDHGA9,47,84,90,27,40,84,75,55
PCDHGA7,47,84,90,27,40,84,75,55
PCDHGA6,47,84,90,27,40,84,75,55
PCDHGA5,47,84,90,27,40,84,75,55
PCDHGA4,47,84,90,27,40,84,75,55
PCDHGA3,47,84,90,27,40,84,75,55
PCDHGA2,47,84,90,27,40,84,75,55
PCDHGA1,47,84,90,27,40,84,75,55
PCDHGB8P,0,0,0,0,2,0,0,0
PCDHB9,1,0,0,1,0,3,0,0
TEX15,5,5,4,4,1,9,8,5
TEX12,0,0,0,0,0,0,0,0
ANKH,2,3,4,0,0,0,0,4
MOSPD1,5,8,3,4,5,10,7,8
MTFR1L,17,33,35,16,31,47,42,44
FAM214A,11,13,12,7,12,8,13,13
ZNF253,43,51,46,18,23,76,32,44
MRAP,0,0,0,0,0,0,0,0
YLPM1,9,12,10,4,7,10,14,8
CRTAM,0,0,0,0,1,1,0,1
RNF20,13,13,19,7,11,17,16,14
TMX4,33,71,49,11,38,75,51,57
MEPCE,94,148,168,99,85,186,170,179
CTNNBL1,0,0,2,1,4,3,1,1
C8orf44,1,5,5,4,8,14,10,13
GPCPD1,112,95,76,53,108,109,108,131
LRRC8A,43,59,52,38,51,60,58,45
CPXM1,0,0,0,0,0,0,0,0
KYAT3,4,13,5,5,1,5,10,5
WDR45B,87,115,136,53,104,156,116,164
SLC7A10,0,0,0,0,0,0,0,0
METTL3,0,0,3,1,2,2,0,4
PPAN,6,19,24,11,16,14,23,18
LTB4R2,3,7,6,0,6,9,4,6
CTPS2,7,4,4,3,4,10,1,9
EIF4ENIF1,6,4,17,3,4,11,13,6
KCNQ5,17,18,24,4,10,32,20,16
DNAJC12,1,1,1,0,0,2,1,0
CHST7,2,0,2,2,0,0,2,2
ERO1B,1,3,1,0,4,2,1,3
SLC2A9,3,1,1,1,0,2,1,1
DIABLO,22,26,54,26,35,38,35,70
INPP5E,8,12,17,8,13,6,12,17
BCCIP,26,31,37,26,47,51,33,57
EIF5A2,6,7,7,3,5,14,6,9
CLDND1,65,71,75,30,71,83,62,86
TWNK,97,162,199,98,116,180,164,154
NPDC1,0,0,1,0,0,0,0,0
POLE4,4,2,1,5,4,1,8,13
KCNK13,0,0,2,0,0,0,2,1
VTRNA1-3,1,1,4,1,1,3,2,1
VTRNA1-1,0,0,0,0,1,0,0,1
PANX2,0,1,0,0,2,0,0,0
SUCNR1,1,1,1,0,2,1,1,0
AKIP1,5,9,7,3,8,6,2,5
C11orf16,0,0,0,0,0,0,0,0
TMEM9B,33,43,35,14,30,34,36,38
NRIP3,26,42,42,15,31,48,21,45
SAR1A,138,151,166,71,138,192,160,244
CFAP298,24,31,42,23,35,38,38,53
JPH1,0,0,0,0,0,1,0,0
SLC2A4RG,20,37,48,20,22,39,39,48
ZC3HAV1,286,335,280,171,298,378,317,458
SLAMF8,3,9,3,4,8,12,7,11
GPR137,0,0,0,2,1,0,1,2
SPHK2,3,10,10,7,7,5,10,11
GRIPAP1,0,6,2,5,0,1,1,8
EMC7,25,16,27,5,16,32,25,21
RAD18,46,31,35,19,29,47,35,63
CDC42SE1,176,250,267,127,205,284,293,299
UGGT1,63,101,81,43,59,115,77,103
KCMF1,34,41,37,14,33,55,37,43
TM9SF3,131,135,138,46,136,182,160,158
MDM1,14,10,17,6,7,26,15,14
UBQLN4,23,31,40,22,17,33,33,47
AGPAT3,39,64,66,35,60,95,80,73
AGPAT4,10,5,16,4,5,8,5,16
WRNIP1,11,21,18,6,9,22,16,19
BDH2,2,2,4,1,2,5,3,3
ANKS1B,0,2,2,4,0,0,0,3
TMEM167B,77,124,142,58,80,200,155,153
NDUFA4L2,0,0,0,0,0,0,0,1
PNO1,45,55,58,28,48,77,45,59
SH3GLB2,0,1,0,1,0,1,1,3
C15orf39,103,145,172,122,97,192,142,168
THAP10,4,0,1,1,1,4,2,2
SPIRE1,8,2,3,6,7,9,5,4
STARD7,249,366,401,181,275,493,419,425
MAP3K7CL,3,3,0,2,3,2,4,3
IFT46,1,3,4,3,3,2,1,0
C1GALT1,30,45,38,6,24,59,63,28
EXOSC5,1,3,10,5,3,2,6,3
SMARCAD1,29,53,38,7,26,64,54,43
DHX33,51,102,106,41,76,113,114,129
SEMA3G,2,1,6,1,2,8,1,3
MCCC1,17,14,21,13,14,14,23,25
PAK6,0,2,2,1,0,0,3,3
LXN,0,0,1,0,0,2,0,0
NCLN,35,62,67,36,29,57,53,67
GPR108,1,6,4,2,8,4,4,7
SPPL2B,9,10,14,7,8,14,9,9
FEM1C,64,69,54,13,33,136,68,51
DUS3L,1,3,3,2,5,1,2,4
SMCO4,5,5,6,4,2,3,6,6
PMEPA1,5,4,11,3,2,6,4,11
ARNTL2,0,5,1,0,1,1,7,4
DUSP22,5,5,14,3,8,9,12,12
HMCES,1,6,2,5,2,2,6,4
CMC2,19,27,28,11,22,27,28,22
ENY2,21,32,29,15,29,41,47,38
OLFML3,2,0,0,0,0,0,0,0
MRPS22,3,0,0,0,3,1,2,1
EMSY,13,17,20,9,16,17,26,26
MFF,5,9,16,2,5,9,9,15
SDR39U1,0,8,4,1,4,3,3,6
XAB2,0,0,0,0,0,0,1,0
SMYD2,2,3,1,2,0,2,0,1
C5orf15,28,16,15,10,17,21,21,23
NT5M,0,2,2,2,0,1,0,2
NIT2,2,3,2,0,2,4,5,1
OTUD7B,9,25,19,9,11,26,31,22
WDR93,2,0,0,0,0,0,0,1
PARP6,3,9,11,5,6,4,10,9
ATXN7L3,100,172,196,85,97,177,145,162
CEACAM19,2,0,1,0,0,0,1,0
FAM20C,19,28,28,28,29,35,40,41
STOX2,20,31,17,14,27,50,46,36
PRDM8,138,215,228,97,136,301,195,240
PRDM10,25,20,22,14,29,28,30,31
PRDM11,2,2,3,0,1,2,3,3
POGLUT1,19,27,26,14,23,31,32,25
PSMG2,7,8,5,3,8,19,9,11
ADPRM,0,3,6,0,0,2,5,2
DTWD1,8,10,19,4,9,25,19,24
BBX,258,299,308,102,207,436,374,333
CDC42SE2,130,208,215,60,158,361,215,199
KIF15,7,10,13,12,1,17,12,16
TOMM22,76,111,109,51,86,161,113,116
CHPT1,0,0,1,0,0,0,1,0
TULP4,27,27,24,7,17,30,31,35
SLC12A9,1,5,3,1,4,4,9,11
COQ8A,47,53,66,41,30,57,56,60
CTNNBIP1,8,12,5,4,5,10,7,14
GSN-AS1,1,0,0,0,1,0,0,1
SDHAF3,4,3,6,1,5,7,3,7
YAE1,1,8,2,0,0,5,8,3
CCDC47,37,65,53,21,33,86,74,63
ACKR3,0,0,1,0,0,1,1,0
COQ9,19,19,15,12,11,18,16,18
CCNL1,53,68,58,25,47,68,64,85
CIAPIN1,31,34,31,30,20,41,48,39
VPS35L,0,5,0,1,1,1,1,3
PDXP,140,256,307,143,169,317,275,269
SLC17A7,1,0,1,0,1,0,2,1
RSRP1,234,334,407,179,264,372,327,390
ANKMY2,8,9,14,5,9,16,13,17
RARS2,9,13,20,4,3,7,7,17
TWSG1,28,30,19,8,29,37,24,27
PLSCR3,1,3,2,0,0,1,1,2
UTP3,14,23,19,0,16,26,24,15
CHRNA10,1,4,4,4,0,2,1,8
PCBP4,1,0,1,1,0,0,0,1
HYMAI,3,0,2,0,1,0,2,1
KNL1,5,15,6,3,5,21,9,9
AGTRAP,3,9,13,1,1,9,5,7
ENTPD7,20,37,36,9,16,61,50,24
CASS4,0,2,2,0,2,1,3,4
PCNP,29,24,35,18,24,41,52,43
PITHD1,55,46,62,24,39,51,48,55
RPGRIP1,0,0,0,0,0,0,0,0
PARP11,24,29,34,6,16,44,22,25
AVEN,2,5,7,2,3,7,9,4
C12orf4,33,43,43,14,27,62,30,41
TIGAR,37,59,57,20,47,78,62,59
PNPLA2,4,8,8,4,1,9,8,11
CYSLTR2,5,0,0,3,2,1,1,6
NAT14,15,15,16,14,21,23,10,27
PDSS2,18,23,31,9,21,32,21,13
REXO4,63,113,127,68,103,133,107,115
INTS12,1,3,0,1,1,3,3,2
CAMK1D,8,7,3,7,5,10,11,13
GOPC,67,79,81,28,67,127,91,83
LPAR5,8,8,13,12,15,12,9,21
NUP107,1,1,2,2,1,3,2,1
PLXDC1,0,0,0,0,0,0,0,0
LYRM4,6,7,14,12,6,19,13,15
MRPL47,4,1,0,2,2,5,3,3
ATP13A1,6,9,5,4,5,3,3,6
CHMP1B,116,97,130,57,78,184,118,124
MAN1C1,2,2,2,0,1,0,0,0
APMAP,15,13,20,8,17,17,18,43
RNPEPL1,6,14,14,4,8,9,16,15
RTN4,73,59,82,31,68,86,95,91
ADCK1,2,3,10,1,0,6,5,3
PAK5,0,2,2,0,3,1,0,1
TMEM159,7,11,7,2,3,13,12,5
SCYL3,13,11,9,7,9,8,6,12
RALGAPB,34,36,58,21,35,43,49,55
LYRM1,5,8,16,3,5,4,9,12
SMIM8,1,7,10,3,4,12,4,8
SLC44A2,0,1,0,2,0,2,3,2
SMURF1,95,174,205,49,115,205,192,152
PHTF2,17,9,13,5,16,21,16,18
PELI2,34,56,53,15,40,98,55,64
PELI1,13,12,14,3,10,13,9,11
GJC2,0,0,0,1,0,0,0,0
SALL4,0,1,1,0,0,0,0,3
ASPHD2,11,3,4,3,7,11,8,6
ZNFX1,70,117,112,61,93,117,106,106
DOLPP1,40,63,73,37,34,68,73,76
CORO1B,3,7,3,3,0,4,2,1
VARS2,0,0,0,0,0,0,0,0
ZMIZ1,287,384,410,176,321,514,421,523
KIAA1191,51,66,74,17,31,76,77,74
ACTR3B,4,6,1,2,1,5,3,1
SLC39A10,17,17,17,8,14,29,15,23
ANKRD50,8,9,16,2,1,21,14,10
FAM219B,22,43,63,27,32,52,42,61
NIPAL3,1,16,9,3,8,12,14,11
RALGAPA2,26,34,29,17,16,43,52,33
THOC2,3,6,5,7,3,7,7,6
DENND11,0,0,0,0,0,0,0,0
SELENON,3,9,20,5,6,15,19,18
VN1R1,1,0,0,0,0,0,0,0
MCOLN1,0,0,0,0,1,0,1,0
ATP10A,21,11,20,2,8,15,26,20
ATP8B2,0,0,2,0,1,0,0,0
ATP10D,4,0,1,2,1,1,3,0
ZNF248,1,3,8,3,3,2,9,8
SLC45A4,30,44,58,25,29,66,40,56
TP73-AS1,1,0,0,0,0,0,2,0
SPRYD7,11,14,16,3,9,12,6,14
THAP11,40,57,82,41,52,82,72,85
VANGL2,0,0,0,0,0,0,0,0
TTC7A,85,205,221,84,90,239,215,163
ERGIC1,9,23,14,9,13,33,22,33
PPP4R3B,79,71,70,47,69,119,72,82
NHSL1,11,7,2,1,5,11,4,6
LYRM2,142,201,187,74,159,276,170,186
SMAGP,0,0,0,0,0,0,0,0
SNX14,5,2,0,1,1,0,0,6
LINC00869,22,25,37,7,16,26,27,26
DANCR,98,138,196,87,111,205,168,169
KAT14,5,16,17,6,10,15,17,10
PBXIP1,4,4,8,4,5,6,6,9
CBX8,3,7,6,5,12,6,5,10
RCN3,0,0,0,0,1,2,1,2
ZNF286A,28,53,79,21,49,89,61,72
SENP7,4,9,6,4,1,3,4,6
JPH3,0,0,0,0,0,0,0,0
ZNF304,51,80,88,26,63,102,91,105
MRS2,16,28,29,16,19,33,26,26
CLK4,18,19,17,9,12,26,22,21
RAB22A,56,73,66,21,68,85,86,69
CYP20A1,33,50,43,20,27,60,59,62
SPC25,0,0,0,0,1,0,0,0
ABHD6,3,0,0,0,1,1,3,3
MIF4GD,11,21,17,11,11,19,5,12
SCYL1,1,4,4,2,2,3,2,3
TMIGD3,0,0,0,0,0,1,0,0
RHBDD2,12,10,9,3,12,10,12,9
C3orf14,14,5,10,12,10,14,14,20
WDR18,2,2,2,3,1,6,2,6
NDRG3,4,5,6,1,3,4,6,3
NDRG2,0,0,0,0,0,0,2,0
BIRC6,15,19,25,14,10,29,17,24
REXO1,14,27,33,14,15,38,27,45
KIAA1143,59,89,99,35,73,139,93,101
GATAD2B,1,5,3,1,1,1,0,2
PPM1H,1,1,4,1,1,1,4,3
ISY1,19,24,27,17,19,35,35,34
MYORG,3,2,5,1,2,4,5,2
STRIP2,2,7,6,2,3,4,7,8
TBC1D24,25,38,43,12,37,53,40,39
SCAF4,24,24,23,7,13,25,26,25
SLC12A5,0,0,0,2,0,1,2,0
LRRC47,29,36,44,30,18,56,46,41
ERMN,1,0,3,1,2,0,3,1
CNOT6,74,88,97,32,65,142,108,89
ZNF512B,8,19,23,8,9,13,18,25
ZNF490,51,70,82,27,45,100,80,72
PLEKHH1,2,1,2,0,3,1,3,3
GRAMD1B,18,36,34,6,19,45,37,43
USP31,209,182,233,85,177,256,211,279
PRR12,11,27,28,10,13,26,34,27
PLEKHG1,0,0,0,0,0,0,0,0
CRACD,0,0,0,1,0,0,2,0
RNF150,0,1,0,0,0,1,0,2
NLN,37,65,61,34,37,71,68,59
ESYT2,141,172,144,62,133,222,174,168
ODF2L,6,5,4,0,6,2,5,5
AHRR,34,48,53,24,43,61,34,61
ARID1B,37,44,50,16,30,59,47,55
HEG1,25,25,24,22,22,25,28,35
RIMKLB,2,4,12,1,0,6,1,3
MRTFB,8,6,5,4,4,9,9,9
KIDINS220,16,26,15,14,18,29,28,29
MTA3,0,1,2,0,0,0,2,0
AARS2,7,5,12,8,10,12,13,16
MAVS,95,170,188,73,106,155,199,175
INTS2,27,38,33,18,36,33,51,39
XPO5,26,29,51,21,21,45,59,57
COG6,5,5,7,1,1,6,5,4
CASKIN2,0,0,0,1,0,0,0,1
ARHGAP31,0,0,0,0,0,0,0,0
SERINC1,88,130,121,57,98,173,122,117
STARD9,0,4,3,0,1,1,1,2
HECW2,0,0,0,0,2,0,0,0
RPTOR,16,38,27,18,23,41,39,55
SRGAP1,1,0,1,0,0,0,0,1
CASKIN1,1,0,0,0,1,0,0,0
HACE1,5,5,10,1,7,3,5,4
NUFIP2,522,732,637,200,447,1034,819,638
TBC1D14,143,185,206,117,148,208,229,258
MIB1,41,71,52,14,41,103,58,48
KIAA1324,0,0,0,0,0,0,0,0
