PeakID (cmd=annotatePeaks.pl OCIAML3_1_195_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML3_1_195_R1_peak_4112	chr10	73911134	73911715	+	78	NA	exon (C10orf55, exon 5 of 5)	NA	320	PLAU								
OCIAML3_1_195_R1_peak_21366	chr3	53170462	53170833	+	78	NA	intron (PRKCD, intron 1 of 17)	NA	9430	PRKCD								
OCIAML3_1_195_R1_peak_32623	chrX	154490273	154490593	+	78	NA	promoter-TSS (SLC10A3)	NA	-158	SLC10A3								
OCIAML3_1_195_R1_peak_28951	chr7	151632194	151632718	+	78	NA	promoter-TSS (PRKAG2)	NA	-198	PRKAG2								
OCIAML3_1_195_R1_peak_12837	chr17	44015140	44015394	+	78	NA	promoter-TSS (TMEM101)	NA	-290	TMEM101								
OCIAML3_1_195_R1_peak_6446	chr12	6872662	6873365	+	78	NA	intron (SPSB2, intron 1 of 1)	NA	348	SPSB2								
OCIAML3_1_195_R1_peak_29700	chr8	70245027	70245451	+	78	NA	exon (NCOA2, exon 1 of 22)	NA	-28112	NCOA2								
OCIAML3_1_195_R1_peak_12431	chr17	27293621	27293965	+	78	NA	promoter-TSS (WSB1)	NA	203	MIR4522								
OCIAML3_1_195_R1_peak_17577	chr2	157183306	157183638	+	78	NA	Intergenic	NA	-74356	GALNT5								
OCIAML3_1_195_R1_peak_21269	chr3	50243058	50243476	+	78	NA	intron (GNAI2, intron 1 of 7)	NA	15831	MIR5787								
OCIAML3_1_195_R1_peak_24401	chr5	74766030	74766330	+	78	NA	promoter-TSS (NSA2)	NA	-811	NSA2								
OCIAML3_1_195_R1_peak_29057	chr8	6707725	6708197	+	78	NA	promoter-TSS (AGPAT5)	NA	266	LOC102723801								
OCIAML3_1_195_R1_peak_31624	chr9	132355361	132355600	+	78	NA	promoter-TSS (SETX)	NA	1246	SETX								
OCIAML3_1_195_R1_peak_6682	chr12	22642064	22642641	+	78	NA	intron (ETNK1, intron 1 of 2)	NA	17210	ETNK1								
OCIAML3_1_195_R1_peak_13730	chr18	3177677	3178019	+	78	NA	intron (MYOM1, intron 5 of 37)	NA	42260	MYOM1								
OCIAML3_1_195_R1_peak_3660	chr10	28087596	28087856	+	78	NA	intron (MPP7, intron 14 of 18)	NA	-92546	ARMC4								
OCIAML3_1_195_R1_peak_29274	chr8	26449323	26450080	+	78	NA	Intergenic	NA	64266	PNMA2								
OCIAML3_1_195_R1_peak_30643	chr9	19103098	19103473	+	78	NA	promoter-TSS (HAUS6)	NA	-343	HAUS6								
OCIAML3_1_195_R1_peak_24772	chr5	123423696	123424078	+	78	NA	promoter-TSS (CEP120)	NA	-295	CEP120								
OCIAML3_1_195_R1_peak_25577	chr6	6916635	6917104	+	78	NA	Intergenic	NA	192047	LOC101928047								
OCIAML3_1_195_R1_peak_31138	chr9	99041551	99041837	+	78	NA	intron (COL15A1, intron 23 of 41)	NA	-63436	TGFBR1								
OCIAML3_1_195_R1_peak_4136	chr10	75112034	75112347	+	78	NA	intron (SAMD8, intron 1 of 4)	NA	555	SAMD8								
OCIAML3_1_195_R1_peak_19902	chr21	45540449	45541068	+	78	NA	intron (SLC19A1, intron 1 of 5)	NA	1713	SLC19A1								
OCIAML3_1_195_R1_peak_28090	chr7	66493653	66494455	+	78	NA	exon (LOC100289098, exon 1 of 2)	NA	370	LOC100289098								
OCIAML3_1_195_R1_peak_18670	chr20	13221277	13221682	+	78	NA	promoter-TSS (ISM1)	NA	-292	ISM1								
OCIAML3_1_195_R1_peak_23989	chr5	18697865	18698696	+	78	NA	Intergenic	NA	890974	RP11-454P21.1								
OCIAML3_1_195_R1_peak_4430	chr10	101986160	101986403	+	78	NA	intron (C10orf76, intron 19 of 23)	NA	69894	C10orf76								
OCIAML3_1_195_R1_peak_25840	chr6	26215916	26216449	+	78	NA	promoter-TSS (HIST1H2AE)	NA	462	HIST1H2BG								
OCIAML3_1_195_R1_peak_31681	chr9	134443642	134443910	+	78	NA	Intergenic	NA	64327	MIR4669								
OCIAML3_1_195_R1_peak_10552	chr15	90031115	90031846	+	78	NA	intron (ZNF710, intron 1 of 3)	NA	24716	MIR3174								
OCIAML3_1_195_R1_peak_5313	chr11	60185621	60186032	+	78	NA	Intergenic	NA	-1160	MS4A6A								
OCIAML3_1_195_R1_peak_21160	chr3	47474777	47475355	+	78	NA	intron (SCAP, intron 1 of 19)	NA	1047	SCAP								
OCIAML3_1_195_R1_peak_1514	chr1	113389726	113390263	+	78	NA	promoter-TSS (MAGI3)	NA	-859	MAGI3								
OCIAML3_1_195_R1_peak_16252	chr2	32011083	32011549	+	78	NA	promoter-TSS (MEMO1)	NA	-687	MEMO1								
OCIAML3_1_195_R1_peak_7855	chr12	123434012	123434635	+	78	NA	intron (RILPL2, intron 1 of 3)	NA	2354	RILPL2								
OCIAML3_1_195_R1_peak_25936	chr6	28267094	28267528	+	78	NA	promoter-TSS (ZSCAN26)	NA	301	ZSCAN26								
OCIAML3_1_195_R1_peak_10427	chr15	76341698	76343058	+	78	NA	TTS (ISL2)	NA	5572	ISL2								
OCIAML3_1_195_R1_peak_2269	chr1	180163446	180164048	+	78	NA	intron (QSOX1, intron 1 of 11)	NA	8914	QSOX1								
OCIAML3_1_195_R1_peak_7939	chr12	131928711	131929013	+	78	NA	promoter-TSS (PUS1)	NA	-338	PUS1								
OCIAML3_1_195_R1_peak_742	chr1	39206104	39206649	+	78	NA	intron (MACF1, intron 1 of 100)	NA	1549	MACF1								
OCIAML3_1_195_R1_peak_17726	chr2	171893950	171894194	+	78	NA	intron (SLC25A12, intron 1 of 17)	NA	-22299	SLC25A12								
OCIAML3_1_195_R1_peak_26066	chr6	32195260	32195569	+	78	NA	exon (NOTCH4, exon 30 of 30)	NA	109	GPSM3								
OCIAML3_1_195_R1_peak_4844	chr11	6205082	6205659	+	78	NA	promoter-TSS (C11orf42)	NA	-198	C11orf42								
OCIAML3_1_195_R1_peak_11985	chr17	536818	537641	+	78	NA	intron (VPS53, intron 16 of 20)	NA	-91289	FAM101B								
OCIAML3_1_195_R1_peak_9944	chr15	49063937	49064207	+	78	NA	Intergenic	NA	-17509	SECISBP2L								
OCIAML3_1_195_R1_peak_25407	chr5	178493135	178493394	+	78	NA	intron (COL23A1, intron 2 of 28)	NA	97308	COL23A1								
OCIAML3_1_195_R1_peak_2868	chr1	227542255	227542702	+	78	NA	Intergenic	NA	-21041	ZNF678								
OCIAML3_1_195_R1_peak_21067	chr3	43015970	43016564	+	78	NA	intron (FAM198A, intron 1 of 4)	NA	37000	FAM198A								
OCIAML3_1_195_R1_peak_9574	chr14	100535354	100535677	+	78	NA	Intergenic	NA	33415	BEGAIN								
OCIAML3_1_195_R1_peak_15413	chr19	43675036	43675717	+	78	NA	Intergenic	NA	-5030	PLAUR								
OCIAML3_1_195_R1_peak_9362	chr14	85934631	85934887	+	78	NA	promoter-TSS (LOC101928767)	NA	81	LOC101928767								
OCIAML3_1_195_R1_peak_17363	chr2	131682051	131682432	+	78	NA	Intergenic	NA	-2656	LOC100507460								
OCIAML3_1_195_R1_peak_27348	chr6	164377894	164378493	+	78	NA	Intergenic	NA	-706709	LOC102724152								
OCIAML3_1_195_R1_peak_5524	chr11	65471739	65472035	+	78	NA	Intergenic	NA	17049	LOC101927789								
OCIAML3_1_195_R1_peak_7126	chr12	56646329	56646641	+	78	NA	promoter-TSS (ATP5B)	NA	-417	ATP5B								
OCIAML3_1_195_R1_peak_5899	chr11	85270319	85270787	+	78	NA	intron (DLG2, intron 4 of 27)	NA	-358020	TMEM126B								
OCIAML3_1_195_R1_peak_22174	chr3	161488875	161489468	+	78	NA	intron (OTOL1, intron 1 of 4)	NA	59570	OTOL1								
OCIAML3_1_195_R1_peak_18450	chr20	373707	373947	+	78	NA	Intergenic	NA	-7473	TRIB3								
OCIAML3_1_195_R1_peak_17729	chr2	171999388	171999830	+	78	NA	promoter-TSS (METAP1D)	NA	-288	METAP1D								
OCIAML3_1_195_R1_peak_11719	chr16	74701318	74701543	+	78	NA	promoter-TSS (MLKL)	NA	-539	MLKL								
OCIAML3_1_195_R1_peak_22001	chr3	142724709	142725031	+	78	NA	intron (TRPC1, intron 1 of 10)	NA	351	TRPC1								
OCIAML3_1_195_R1_peak_17344	chr2	128233326	128233632	+	78	NA	intron (LOC102723551, intron 1 of 2)	NA	7309	LOC102723551								
OCIAML3_1_195_R1_peak_19006	chr20	36092806	36093129	+	78	NA	intron (EPB41L1, intron 1 of 21)	NA	253	EPB41L1								
OCIAML3_1_195_R1_peak_285	chr1	16364704	16365154	+	78	NA	Intergenic	NA	-2101	SZRD1								
OCIAML3_1_195_R1_peak_12983	chr17	50147399	50148270	+	78	NA	intron (PPP1R9B, intron 1 of 9)	NA	2682	PPP1R9B								
OCIAML3_1_195_R1_peak_9127	chr14	68693732	68694114	+	78	NA	Intergenic	NA	-65136	LOC100996664								
OCIAML3_1_195_R1_peak_26914	chr6	129490652	129491068	+	78	NA	intron (LAMA2, intron 57 of 65)	NA	67477	LOC102723409								
OCIAML3_1_195_R1_peak_23190	chr4	83536322	83536566	+	78	NA	exon (AGPAT9, exon 1 of 12)	NA	711	AGPAT9								
OCIAML3_1_195_R1_peak_3171	chr1	236603482	236604912	+	78	NA	intron (HEATR1, intron 1 of 44)	NA	341	HEATR1								
OCIAML3_1_195_R1_peak_2643	chr1	206575640	206576131	+	78	NA	intron (RASSF5, intron 1 of 4)	NA	36666	EIF2D								
OCIAML3_1_195_R1_peak_21145	chr3	46354335	46354656	+	78	NA	intron (CCR2, intron 1 of 1)	NA	751	CCR2								
OCIAML3_1_195_R1_peak_14058	chr18	56651327	56651908	+	78	NA	promoter-TSS (WDR7)	NA	232	WDR7								
OCIAML3_1_195_R1_peak_22039	chr3	149224657	149225111	+	78	NA	intron (LOC101927942, intron 1 of 3)	NA	607	LOC101927942								
OCIAML3_1_195_R1_peak_31132	chr9	98796617	98796962	+	78	NA	promoter-TSS (ANKS6)	NA	-282	ANKS6								
OCIAML3_1_195_R1_peak_24870	chr5	133469379	133469903	+	78	NA	intron (FSTL4, intron 3 of 15)	NA	-41935	MIR1289-2								
OCIAML3_1_195_R1_peak_12740	chr17	40319553	40319969	+	78	NA	intron (RARA, intron 1 of 6)	NA	1540	RARA								
OCIAML3_1_195_R1_peak_1246	chr1	86430123	86430659	+	78	NA	intron (CLCA2, intron 3 of 13)	NA	6305	CLCA2								
OCIAML3_1_195_R1_peak_2425	chr1	193103899	193104205	+	78	NA	intron (GLRX2, intron 1 of 3)	NA	2005	GLRX2								
OCIAML3_1_195_R1_peak_14892	chr19	16141134	16141789	+	78	NA	intron (HSH2D, intron 1 of 7)	NA	7433	HSH2D								
OCIAML3_1_195_R1_peak_2560	chr1	202953211	202953513	+	78	NA	intron (ADIPOR1, intron 1 of 7)	NA	4918	ADIPOR1								
OCIAML3_1_195_R1_peak_28353	chr7	95609059	95609683	+	78	NA	Intergenic	NA	-12758	PDK4								
OCIAML3_1_195_R1_peak_9298	chr14	77556637	77557012	+	78	NA	intron (SPTLC2, intron 7 of 11)	NA	-57957	ISM2								
OCIAML3_1_195_R1_peak_18821	chr20	23223936	23224338	+	78	NA	Intergenic	NA	36515	LOC100505664								
OCIAML3_1_195_R1_peak_11802	chr16	84507161	84507388	+	78	NA	Intergenic	NA	-2584	TLDC1								
OCIAML3_1_195_R1_peak_9433	chr14	91243929	91244178	+	78	NA	intron (LOC102724476, intron 2 of 3)	NA	2266	LOC102724476								
OCIAML3_1_195_R1_peak_19729	chr21	35026555	35026855	+	78	NA	intron (RUNX1, intron 2 of 8)	NA	12721	RUNX1-IT1								
OCIAML3_1_195_R1_peak_24209	chr5	53053365	53053768	+	78	NA	intron (ITGA2, intron 7 of 28)	NA	56206	MOCS2								
OCIAML3_1_195_R1_peak_9272	chr14	76721737	76722014	+	78	NA	Intergenic	NA	-40060	VASH1								
OCIAML3_1_195_R1_peak_226	chr1	11806156	11806893	+	78	NA	promoter-TSS (MTHFR)	NA	-421	MTHFR								
OCIAML3_1_195_R1_peak_29054	chr8	6291063	6291432	+	78	NA	Intergenic	NA	115301	LOC100287015								
OCIAML3_1_195_R1_peak_9832	chr15	40906639	40907082	+	78	NA	Intergenic	NA	12430	VPS18								
OCIAML3_1_195_R1_peak_7859	chr12	123449194	123449549	+	78	NA	Intergenic	NA	-8733	SNRNP35								
OCIAML3_1_195_R1_peak_26489	chr6	67897278	67898047	+	78	NA	Intergenic	NA	-143261	LOC102723883								
OCIAML3_1_195_R1_peak_20726	chr3	11096738	11096963	+	78	NA	Intergenic	NA	34556	LOC101927467								
OCIAML3_1_195_R1_peak_19874	chr21	44849220	44849532	+	78	NA	TTS (PTTG1IP)	NA	24527	PTTG1IP								
OCIAML3_1_195_R1_peak_19426	chr20	62776243	62776827	+	78	NA	intron (LINC00659, intron 1 of 2)	NA	321	LINC00659								
OCIAML3_1_195_R1_peak_29497	chr8	46409556	46410109	+	78	NA	Intergenic	NA	424046	LOC102724241								
OCIAML3_1_195_R1_peak_12263	chr17	10013804	10014545	+	78	NA	intron (GAS7, intron 2 of 13)	NA	22573	GAS7								
OCIAML3_1_195_R1_peak_7253	chr12	68365876	68366129	+	78	NA	Intergenic	NA	-17355	LOC100507195								
OCIAML3_1_195_R1_peak_19191	chr20	47729011	47729960	+	78	NA	intron (SULF2, intron 3 of 21)	NA	56002	SULF2								
OCIAML3_1_195_R1_peak_10636	chr15	96047183	96047678	+	78	NA	Intergenic	NA	87181	LOC101927192								
OCIAML3_1_195_R1_peak_28830	chr7	139680091	139680649	+	78	NA	intron (HIPK2, intron 2 of 14)	NA	38708	LOC101928984								
OCIAML3_1_195_R1_peak_642	chr1	33472645	33473158	+	78	NA	intron (ZSCAN20, intron 1 of 7)	NA	250	ZSCAN20								
OCIAML3_1_195_R1_peak_24383	chr5	72556708	72556979	+	78	NA	promoter-TSS (LOC102503427)	NA	-234	LOC102503427								
OCIAML3_1_195_R1_peak_740	chr1	39204568	39205099	+	78	NA	promoter-TSS (MACF1)	NA	6	MACF1								
OCIAML3_1_195_R1_peak_603	chr1	32072802	32073247	+	78	NA	promoter-TSS (TMEM39B)	NA	125	TMEM39B								
OCIAML3_1_195_R1_peak_13155	chr17	60864417	60865539	+	78	NA	intron (BCAS3, intron 7 of 26)	NA	78746	TRNASUP1								
OCIAML3_1_195_R1_peak_12851	chr17	44221788	44222070	+	78	NA	promoter-TSS (UBTF)	NA	-1047	UBTF								
OCIAML3_1_195_R1_peak_22612	chr4	6777726	6778362	+	78	NA	Intergenic	NA	61929	BLOC1S4								
OCIAML3_1_195_R1_peak_2709	chr1	212414339	212414855	+	78	NA	intron (TMEM206, intron 1 of 8)	NA	328	TMEM206								
OCIAML3_1_195_R1_peak_27824	chr7	30771399	30771825	+	78	NA	intron (FAM188B, intron 1 of 17)	NA	195	FAM188B								
OCIAML3_1_195_R1_peak_28681	chr7	128222849	128223590	+	77	NA	intron (LOC101928423, intron 1 of 1)	NA	15299	MIR129-1								
OCIAML3_1_195_R1_peak_15763	chr19	54572991	54573694	+	77	NA	promoter-TSS (LILRA2)	NA	-295	LILRA2								
OCIAML3_1_195_R1_peak_29878	chr8	93700206	93701057	+	77	NA	promoter-TSS (FAM92A1)	NA	124	FAM92A1								
OCIAML3_1_195_R1_peak_18501	chr20	2314714	2315061	+	77	NA	intron (TGM3, intron 5 of 12)	NA	6429	TGM3								
OCIAML3_1_195_R1_peak_4047	chr10	72223119	72223724	+	77	NA	intron (ANAPC16, intron 2 of 4)	NA	-6980	ASCC1								
OCIAML3_1_195_R1_peak_5585	chr11	66466431	66466737	+	77	NA	promoter-TSS (PELI3)	NA	-145	LOC101928090								
OCIAML3_1_195_R1_peak_26819	chr6	112086931	112087467	+	77	NA	promoter-TSS (FAM229B)	NA	-272	FAM229B								
OCIAML3_1_195_R1_peak_21236	chr3	49350616	49350969	+	77	NA	Intergenic	NA	7566	GPX1								
OCIAML3_1_195_R1_peak_3756	chr10	34998075	34998735	+	77	NA	Intergenic	NA	75925	CUL2								
OCIAML3_1_195_R1_peak_8904	chr14	45136028	45136622	+	77	NA	exon (FANCM, exon 1 of 23)	NA	385	FANCM								
OCIAML3_1_195_R1_peak_19222	chr20	48872946	48873384	+	77	NA	Intergenic	NA	-45282	PREX1								
OCIAML3_1_195_R1_peak_14594	chr19	6997721	6998212	+	77	NA	Intergenic	NA	-7120	EMR4P								
OCIAML3_1_195_R1_peak_22566	chr4	2770271	2771856	+	77	NA	intron (LOC102723763, intron 2 of 2)	NA	9119	LOC102723763								
OCIAML3_1_195_R1_peak_7267	chr12	68809199	68809438	+	77	NA	intron (MDM2, intron 2 of 9)	NA	1146	MDM2								
OCIAML3_1_195_R1_peak_4589	chr10	119597286	119597716	+	77	NA	promoter-TSS (TIAL1)	NA	-472	TIAL1								
OCIAML3_1_195_R1_peak_7376	chr12	89757272	89757644	+	77	NA	Intergenic	NA	48503	LINC00936								
OCIAML3_1_195_R1_peak_4836	chr11	6129049	6129659	+	77	NA	Intergenic	NA	21575	OR56B4								
OCIAML3_1_195_R1_peak_16486	chr2	43483144	43483746	+	77	NA	intron (THADA, intron 25 of 29)	NA	112601	THADA								
OCIAML3_1_195_R1_peak_30629	chr9	15422883	15423145	+	77	NA	exon (SNAPC3, exon 1 of 9)	NA	230	SNAPC3								
OCIAML3_1_195_R1_peak_30698	chr9	27574066	27574431	+	77	NA	promoter-TSS (C9orf72)	NA	-755	C9orf72								
OCIAML3_1_195_R1_peak_13137	chr17	60078314	60079119	+	77	NA	exon (HEATR6, exon 1 of 20)	NA	205	HEATR6								
OCIAML3_1_195_R1_peak_10011	chr15	51560431	51560755	+	77	NA	intron (DMXL2, intron 6 of 36)	NA	62240	DMXL2								
OCIAML3_1_195_R1_peak_31668	chr9	134328232	134328503	+	77	NA	intron (RXRA, intron 1 of 9)	NA	-50928	RXRA								
OCIAML3_1_195_R1_peak_20781	chr3	13414671	13414976	+	77	NA	intron (NUP210, intron 1 of 20)	NA	5496	NUP210								
OCIAML3_1_195_R1_peak_22367	chr3	187138984	187139877	+	77	NA	promoter-TSS (RPL39L)	NA	45	RPL39L								
OCIAML3_1_195_R1_peak_20505	chr22	45226915	45227644	+	77	NA	intron (KIAA0930, intron 1 of 9)	NA	-14813	KIAA0930								
OCIAML3_1_195_R1_peak_28813	chr7	138564695	138565067	+	77	NA	intron (TRIM24, intron 9 of 18)	NA	104547	TRIM24								
OCIAML3_1_195_R1_peak_23537	chr4	142961463	142961839	+	77	NA	Intergenic	NA	-223266	USP38								
OCIAML3_1_195_R1_peak_14936	chr19	17126235	17126637	+	77	NA	intron (MYO9B, intron 2 of 39)	NA	24793	MYO9B								
OCIAML3_1_195_R1_peak_9779	chr15	37100132	37100775	+	77	NA	promoter-TSS (MEIS2)	NA	-313	MEIS2								
OCIAML3_1_195_R1_peak_5182	chr11	47214977	47215546	+	77	NA	exon (DDB2, exon 1 of 6)	NA	292	DDB2								
OCIAML3_1_195_R1_peak_19879	chr21	44881094	44881737	+	77	NA	Intergenic	NA	-7512	PTTG1IP								
OCIAML3_1_195_R1_peak_5736	chr11	72812066	72812999	+	77	NA	Intergenic	NA	-1875	ATG16L2								
OCIAML3_1_195_R1_peak_6778	chr12	32485256	32485729	+	77	NA	promoter-TSS (FGD4)	NA	-16615	FGD4								
OCIAML3_1_195_R1_peak_30848	chr9	71911535	71912876	+	77	NA	promoter-TSS (ABHD17B)	NA	698	C9orf85								
OCIAML3_1_195_R1_peak_7329	chr12	78008259	78008647	+	77	NA	intron (NAV3, intron 8 of 38)	NA	177548	NAV3								
OCIAML3_1_195_R1_peak_20688	chr3	5270212	5270607	+	77	NA	Intergenic	NA	-20208	MIR4790								
OCIAML3_1_195_R1_peak_16214	chr2	27959760	27960336	+	77	NA	intron (BRE, intron 3 of 12)	NA	-36319	MIR4263								
OCIAML3_1_195_R1_peak_6833	chr12	42326896	42327344	+	77	NA	promoter-TSS (ZCRB1)	NA	975	PPHLN1								
OCIAML3_1_195_R1_peak_9479	chr14	93207337	93207875	+	77	NA	promoter-TSS (C14orf142)	NA	-492	C14orf142								
OCIAML3_1_195_R1_peak_10328	chr15	72685885	72686840	+	77	NA	promoter-TSS (HIGD2B)	NA	142	BBS4								
OCIAML3_1_195_R1_peak_29796	chr8	81154579	81154848	+	77	NA	Intergenic	NA	-42668	PAG1								
OCIAML3_1_195_R1_peak_28506	chr7	105016239	105016755	+	77	NA	intron (KMT2E, intron 1 of 25)	NA	2307	KMT2E								
OCIAML3_1_195_R1_peak_16144	chr2	26273451	26274189	+	77	NA	intron (HADHB, intron 5 of 14)	NA	29072	HADHB								
OCIAML3_1_195_R1_peak_18968	chr20	34662529	34663614	+	77	NA	intron (PIGU, intron 1 of 11)	NA	14214	PIGU								
OCIAML3_1_195_R1_peak_23631	chr4	154549628	154550318	+	77	NA	intron (PLRG1, intron 1 of 14)	NA	460	PLRG1								
OCIAML3_1_195_R1_peak_5097	chr11	39772236	39772673	+	77	NA	Intergenic	NA	520676	LRRC4C								
OCIAML3_1_195_R1_peak_30285	chr8	129580722	129581226	+	77	NA	Intergenic	NA	-96832	MIR3686								
OCIAML3_1_195_R1_peak_21090	chr3	44761799	44762652	+	77	NA	promoter-TSS (KIAA1143)	NA	510	KIF15								
OCIAML3_1_195_R1_peak_24733	chr5	116381351	116381758	+	77	NA	promoter-TSS (LOC101927212)	NA	-661	LOC101927212								
OCIAML3_1_195_R1_peak_21531	chr3	97764193	97764571	+	77	NA	promoter-TSS (ARL6)	NA	-151	ARL6								
OCIAML3_1_195_R1_peak_5749	chr11	73189008	73189479	+	77	NA	Intergenic	NA	-11237	LOC102724472								
OCIAML3_1_195_R1_peak_7463	chr12	99984621	99985240	+	77	NA	promoter-TSS (ANKS1B)	NA	157894	UHRF1BP1L								
OCIAML3_1_195_R1_peak_16824	chr2	70095544	70095998	+	77	NA	Intergenic	NA	8318	PCBP1								
OCIAML3_1_195_R1_peak_25634	chr6	11381335	11382684	+	77	NA	intron (NEDD9, intron 1 of 7)	NA	-129996	LOC102724361								
OCIAML3_1_195_R1_peak_21113	chr3	45225451	45226118	+	77	NA	exon (TMEM158, exon 1 of 1)	NA	538	TMEM158								
OCIAML3_1_195_R1_peak_20866	chr3	18223726	18224690	+	77	NA	intron (LOC339862, intron 4 of 4)	NA	199919	SATB1								
OCIAML3_1_195_R1_peak_3419	chr10	7437717	7438986	+	77	NA	Intergenic	NA	-29010	SFMBT2								
OCIAML3_1_195_R1_peak_16962	chr2	85705932	85706485	+	77	NA	Intergenic	NA	11850	GNLY								
OCIAML3_1_195_R1_peak_13528	chr17	78385640	78386249	+	77	NA	intron (PGS1, intron 1 of 9)	NA	7320	PGS1								
OCIAML3_1_195_R1_peak_13503	chr17	77690850	77692111	+	77	NA	Intergenic	NA	37079	LOC100132174								
OCIAML3_1_195_R1_peak_25464	chr5	179923872	179924284	+	77	NA	Intergenic	NA	-16222	TBC1D9B								
OCIAML3_1_195_R1_peak_2846	chr1	226083036	226083385	+	77	NA	Intergenic	NA	20503	H3F3A								
OCIAML3_1_195_R1_peak_14793	chr19	13097505	13097812	+	77	NA	exon (LYL1, exon 4 of 4)	NA	4260	LYL1								
OCIAML3_1_195_R1_peak_26139	chr6	34696989	34697432	+	77	NA	promoter-TSS (C6orf106)	NA	266	LOC101929243								
OCIAML3_1_195_R1_peak_15269	chr19	38684892	38685757	+	77	NA	intron (ACTN4, intron 1 of 20)	NA	37697	ACTN4								
OCIAML3_1_195_R1_peak_6203	chr11	121292905	121293307	+	77	NA	intron (SC5D, intron 1 of 4)	NA	427	SC5D								
OCIAML3_1_195_R1_peak_30662	chr9	21974489	21975266	+	77	NA	promoter-TSS (CDKN2A)	NA	256	CDKN2A								
OCIAML3_1_195_R1_peak_31359	chr9	122346882	122347299	+	77	NA	Intergenic	NA	-23962	PTGS1								
OCIAML3_1_195_R1_peak_22835	chr4	40205027	40205429	+	77	NA	intron (RHOH, intron 2 of 3)	NA	5345	RHOH								
OCIAML3_1_195_R1_peak_9322	chr14	81127330	81127867	+	77	NA	intron (TSHR, intron 8 of 9)	NA	-32140	LOC101928462								
OCIAML3_1_195_R1_peak_17137	chr2	105799306	105799710	+	77	NA	intron (NCK2, intron 1 of 4)	NA	54445	NCK2								
OCIAML3_1_195_R1_peak_18842	chr20	23655663	23655909	+	77	NA	Intergenic	NA	-17738	CST3								
OCIAML3_1_195_R1_peak_8703	chr14	21308994	21309371	+	77	NA	intron (RPGRIP1, intron 6 of 23)	NA	-8371	RPGRIP1								
OCIAML3_1_195_R1_peak_635	chr1	33127628	33127991	+	77	NA	Intergenic	NA	46653	ADC								
OCIAML3_1_195_R1_peak_13200	chr17	63498459	63499333	+	77	NA	TTS (ACE)	NA	14044	ACE								
OCIAML3_1_195_R1_peak_28886	chr7	148193162	148193489	+	77	NA	intron (CNTNAP2, intron 18 of 23)	NA	-397240	C7orf33								
OCIAML3_1_195_R1_peak_30274	chr8	129534167	129535566	+	77	NA	Intergenic	NA	-50724	MIR3686								
OCIAML3_1_195_R1_peak_10888	chr16	4615868	4616126	+	77	NA	Intergenic	NA	-1071	UBALD1								
OCIAML3_1_195_R1_peak_21121	chr3	45841425	45842086	+	77	NA	intron (LZTFL1, intron 3 of 11)	NA	403	LZTFL1								
OCIAML3_1_195_R1_peak_31265	chr9	112858720	112858978	+	77	NA	intron (SNX30, intron 7 of 8)	NA	32064	SLC46A2								
OCIAML3_1_195_R1_peak_2470	chr1	198684817	198685350	+	77	NA	intron (PTPRC, intron 2 of 31)	NA	46076	PTPRC								
OCIAML3_1_195_R1_peak_1858	chr1	155005367	155006554	+	77	NA	exon (ZBTB7B, exon 1 of 4)	NA	-2697	ZBTB7B								
OCIAML3_1_195_R1_peak_10156	chr15	63210527	63210777	+	77	NA	intron (RAB8B, intron 1 of 7)	NA	21123	RAB8B								
OCIAML3_1_195_R1_peak_12466	chr17	28710697	28711370	+	77	NA	promoter-TSS (PROCA1)	NA	52	PROCA1								
OCIAML3_1_195_R1_peak_27422	chr7	361759	362203	+	77	NA	Intergenic	NA	-17444	AC226118.1								
OCIAML3_1_195_R1_peak_24960	chr5	139482449	139482757	+	77	NA	exon (TMEM173, exon 1 of 8)	NA	155	TMEM173								
OCIAML3_1_195_R1_peak_21559	chr3	100260453	100260739	+	77	NA	promoter-TSS (TBC1D23)	NA	-221	TBC1D23								
OCIAML3_1_195_R1_peak_18775	chr20	20778810	20779473	+	77	NA	Intergenic	NA	-66518	RALGAPA2								
OCIAML3_1_195_R1_peak_3948	chr10	67433648	67434245	+	77	NA	intron (CTNNA3, intron 6 of 18)	NA	-30536	MIR7151								
OCIAML3_1_195_R1_peak_20458	chr22	42994366	42995172	+	77	NA	intron (PACSIN2, intron 1 of 10)	NA	-34888	PACSIN2								
OCIAML3_1_195_R1_peak_19719	chr21	34807248	34807488	+	77	NA	intron (RUNX1, intron 6 of 7)	NA	-29516	LOC102724584								
OCIAML3_1_195_R1_peak_2224	chr1	175192216	175192870	+	77	NA	intron (KIAA0040, intron 1 of 3)	NA	270	KIAA0040								
OCIAML3_1_195_R1_peak_14954	chr19	17404809	17405584	+	77	NA	promoter-TSS (SLC27A1)	NA	452	BST2								
OCIAML3_1_195_R1_peak_1554	chr1	116571154	116571575	+	77	NA	promoter-TSS (CD58)	NA	-271	CD58								
OCIAML3_1_195_R1_peak_9498	chr14	93533300	93533809	+	77	NA	intron (UNC79, intron 11 of 49)	NA	186363	COX8C								
