PeakID (cmd=annotatePeaks.pl D9_1_155_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
D9_1_155_R1_peak_9983	chr17	51152844	51153096	+	127	NA	promoter-TSS (NME1)	NA	-566	NME1-NME2								
D9_1_155_R1_peak_8560	chr16	4616094	4616695	+	127	NA	Intergenic	NA	-1468	UBALD1								
D9_1_155_R1_peak_11891	chr19	51586110	51586355	+	127	NA	intron (ZNF175, intron 4 of 4)	NA	8148	FLJ30403								
D9_1_155_R1_peak_19929	chr6	14836914	14837239	+	127	NA	Intergenic	NA	175623	LOC102724463								
D9_1_155_R1_peak_1875	chr1	197975053	197975418	+	127	NA	Intergenic	NA	58008	LHX9								
D9_1_155_R1_peak_23978	chr9	89485755	89486018	+	127	NA	intron (SEMA4D, intron 1 of 16)	NA	-6294	SEMA4D								
D9_1_155_R1_peak_5907	chr12	116594280	116594702	+	127	NA	Intergenic	NA	35110	MAP1LC3B2								
D9_1_155_R1_peak_2930	chr10	63132963	63133424	+	127	NA	promoter-TSS (NRBF2)	NA	-54	NRBF2								
D9_1_155_R1_peak_5448	chr12	62602398	62603394	+	127	NA	promoter-TSS (MIRLET7I)	NA	538	C12orf61								
D9_1_155_R1_peak_4282	chr11	71066457	71066749	+	127	NA	intron (SHANK2, intron 8 of 24)	NA	-142998	LOC102724403								
D9_1_155_R1_peak_11214	chr19	10565877	10566440	+	127	NA	promoter-TSS (KRI1)	NA	-132	KRI1								
D9_1_155_R1_peak_116	chr1	9196660	9197101	+	127	NA	Intergenic	NA	14676	LOC102724571								
D9_1_155_R1_peak_2355	chr1	243284562	243284808	+	127	NA	intron (SDCCAG8, intron 4 of 17)	NA	28635	SDCCAG8								
D9_1_155_R1_peak_13591	chr2	186439877	186440141	+	127	NA	Intergenic	NA	-46149	ZC3H15								
D9_1_155_R1_peak_24601	chrX	378515	378875	+	127	NA	intron (PPP2R3B, intron 1 of 13)	NA	8260	PPP2R3B								
D9_1_155_R1_peak_6517	chr13	69508010	69508226	+	127	NA	Intergenic	NA	-599095	ATXN8OS								
D9_1_155_R1_peak_22061	chr7	103149000	103149305	+	127	NA	promoter-TSS (NAPEPLD)	NA	-53	NAPEPLD								
D9_1_155_R1_peak_1383	chr1	151399381	151399694	+	127	NA	promoter-TSS (PSMB4)	NA	-28	PSMB4								
D9_1_155_R1_peak_15655	chr3	11455971	11456255	+	127	NA	intron (ATG7, intron 17 of 17)	NA	183732	ATG7								
D9_1_155_R1_peak_24835	chrX	39869926	39870418	+	127	NA	Intergenic	NA	32611	MIR1587								
D9_1_155_R1_peak_4925	chr12	9950930	9951348	+	127	NA	promoter-TSS (CLEC12A)	NA	2198	FLJ46363								
D9_1_155_R1_peak_24195	chr9	111849995	111850293	+	127	NA	Intergenic	NA	-46978	UGCG								
D9_1_155_R1_peak_23352	chr8	129787020	129787299	+	127	NA	promoter-TSS (GSDMC)	NA	-271	GSDMC								
D9_1_155_R1_peak_11863	chr19	50431424	50431715	+	127	NA	TTS (SPIB)	NA	-1334	MYBPC2								
D9_1_155_R1_peak_14845	chr21	29019137	29019532	+	127	NA	promoter-TSS (RWDD2B)	NA	30	RWDD2B								
D9_1_155_R1_peak_1573	chr1	161440324	161440608	+	127	NA	promoter-TSS (TRNAG7)	NA	-224	TRNAG7								
D9_1_155_R1_peak_23785	chr9	70357174	70357455	+	127	NA	Intergenic	NA	57343	KLF9								
D9_1_155_R1_peak_11644	chr19	41638968	41639289	+	127	NA	Intergenic	NA	-12054	CEACAM4								
D9_1_155_R1_peak_14939	chr21	37378667	37378951	+	127	NA	intron (DYRK1A, intron 1 of 11)	NA	-41490	DYRK1A								
D9_1_155_R1_peak_10247	chr17	74641767	74642023	+	127	NA	Intergenic	NA	-18137	CD300E								
D9_1_155_R1_peak_16139	chr3	53708094	53708290	+	127	NA	intron (CACNA1D, intron 9 of 48)	NA	28907	LOC101929138								
D9_1_155_R1_peak_24932	chrX	49237345	49237587	+	127	NA	intron (CCDC22, intron 2 of 16)	NA	1931	CCDC22								
D9_1_155_R1_peak_24004	chr9	91193623	91193896	+	127	NA	Intergenic	NA	-74731	LOC100507103								
D9_1_155_R1_peak_22565	chr8	23068987	23069336	+	127	NA	promoter-TSS (TNFRSF10B)	NA	26	TNFRSF10B								
D9_1_155_R1_peak_1651	chr1	169893902	169894609	+	127	NA	promoter-TSS (SCYL3)	NA	-373	SCYL3								
D9_1_155_R1_peak_25167	chrX	129990609	129990908	+	127	NA	intron (BCORL1, intron 1 of 13)	NA	-14430	BCORL1								
D9_1_155_R1_peak_18026	chr4	123477954	123478249	+	127	NA	Intergenic	NA	30820	TRNAC16								
D9_1_155_R1_peak_10233	chr17	73135782	73136066	+	127	NA	Intergenic	NA	-29097	SSTR2								
D9_1_155_R1_peak_748	chr1	53838346	53838825	+	127	NA	promoter-TSS (NDC1)	NA	-516	NDC1								
D9_1_155_R1_peak_23727	chr9	35728230	35728505	+	127	NA	exon (TLN1, exon 1 of 59)	NA	-3953	CREB3								
D9_1_155_R1_peak_17796	chr4	83012837	83013293	+	127	NA	promoter-TSS (LIN54)	NA	-2231	LIN54								
D9_1_155_R1_peak_12325	chr2	38388650	38388900	+	127	NA	Intergenic	NA	-10602	ATL2								
D9_1_155_R1_peak_18446	chr5	17255462	17255708	+	127	NA	intron (BASP1, intron 1 of 1)	NA	38024	BASP1								
D9_1_155_R1_peak_8586	chr16	10626091	10626335	+	127	NA	Intergenic	NA	64532	TEKT5								
D9_1_155_R1_peak_16331	chr3	98048618	98048902	+	127	NA	Intergenic	NA	-13456	GABRR3								
D9_1_155_R1_peak_23953	chr9	86337538	86337812	+	127	NA	intron (ZCCHC6, intron 9 of 28)	NA	16764	ZCCHC6								
D9_1_155_R1_peak_24602	chrX	1026627	1026986	+	127	NA	Intergenic	NA	185828	CRLF2								
D9_1_155_R1_peak_20759	chr6	110180414	110180699	+	127	NA	promoter-TSS (WASF1)	NA	135	CDC40								
D9_1_155_R1_peak_7827	chr15	55327354	55327700	+	127	NA	intron (PIGB, intron 2 of 10)	NA	6202	PIGB								
D9_1_155_R1_peak_16997	chr3	177358406	177358874	+	127	NA	Intergenic	NA	64198	LINC00501								
D9_1_155_R1_peak_19723	chr6	2502748	2503006	+	127	NA	Intergenic	NA	132187	C6orf195								
D9_1_155_R1_peak_20048	chr6	25965190	25965514	+	127	NA	intron (TRIM38, intron 2 of 7)	NA	2515	TRIM38								
D9_1_155_R1_peak_2311	chr1	235367274	235367888	+	127	NA	intron (TBCE, intron 1 of 16)	NA	221	TBCE								
D9_1_155_R1_peak_24347	chr9	125113285	125113564	+	127	NA	intron (SCAI, intron 2 of 18)	NA	30135	SCAI								
D9_1_155_R1_peak_7905	chr15	63503214	63503626	+	127	NA	Intergenic	NA	-38635	USP3								
D9_1_155_R1_peak_18497	chr5	34039958	34040188	+	127	NA	intron (C1QTNF3-AMACR, intron 1 of 8)	NA	3193	C1QTNF3								
D9_1_155_R1_peak_25147	chrX	121755587	121756040	+	127	NA	Intergenic	NA	274571	LOC102723952								
D9_1_155_R1_peak_8987	chr16	66524851	66525117	+	127	NA	intron (TK2, intron 6 of 9)	NA	25428	TK2								
D9_1_155_R1_peak_2279	chr1	234657120	234657540	+	127	NA	intron (RP4-781K5.4, intron 3 of 3)	NA	11041	RP4-781K5.4								
D9_1_155_R1_peak_12615	chr2	65065176	65065616	+	127	NA	promoter-TSS (LOC102724243)	NA	-254	LOC102724243								
D9_1_155_R1_peak_12500	chr2	55112765	55113135	+	127	NA	promoter-TSS (RTN4)	NA	-62352	RTN4								
D9_1_155_R1_peak_21821	chr7	75994602	75994923	+	127	NA	promoter-TSS (TMEM120A)	NA	-88	TMEM120A								
D9_1_155_R1_peak_4439	chr11	93741215	93741624	+	127	NA	promoter-TSS (C11orf54)	NA	118	TAF1D								
D9_1_155_R1_peak_5040	chr12	19434585	19434885	+	127	NA	Intergenic	NA	-5846	AEBP2								
D9_1_155_R1_peak_9343	chr17	2796165	2796525	+	127	NA	promoter-TSS (RAP1GAP2)	NA	30218	LOC102723970								
D9_1_155_R1_peak_20304	chr6	36027511	36027886	+	127	NA	promoter-TSS (MAPK14)	NA	21	MAPK14								
D9_1_155_R1_peak_24686	chrX	13345097	13345426	+	127	NA	Intergenic	NA	10020	RP11-142G7.2								
D9_1_155_R1_peak_11636	chr19	41397588	41397969	+	127	NA	promoter-TSS (EXOSC5)	NA	-11	BCKDHA								
D9_1_155_R1_peak_4721	chr11	128582617	128583090	+	127	NA	intron (ETS1, intron 1 of 9)	NA	56711	RP11-1007G5.2								
D9_1_155_R1_peak_14055	chr2	240565793	240566134	+	127	NA	Intergenic	NA	-2624	RNPEPL1								
D9_1_155_R1_peak_7795	chr15	51909644	51909902	+	127	NA	exon (TMOD3, exon 10 of 10)	NA	14347	LOC100422556								
D9_1_155_R1_peak_16014	chr3	47894017	47894300	+	127	NA	intron (MAP4, intron 10 of 20)	NA	44603	MIR1226								
D9_1_155_R1_peak_22895	chr8	66091893	66092144	+	127	NA	intron (DNAJC5B, intron 5 of 5)	NA	-21269	LOC101060153								
D9_1_155_R1_peak_24743	chrX	19726541	19726835	+	127	NA	intron (SH3KBP1, intron 2 of 16)	NA	73088	SH3KBP1								
D9_1_155_R1_peak_12581	chr2	64383346	64383668	+	127	NA	Intergenic	NA	-42659	MIR4433B								
D9_1_155_R1_peak_16540	chr3	128153229	128153546	+	127	NA	promoter-TSS (EEFSEC)	NA	-72	EEFSEC								
D9_1_155_R1_peak_18213	chr4	159175551	159175871	+	127	NA	intron (RAPGEF2, intron 1 of 29)	NA	-46817	MIR3688-1								
D9_1_155_R1_peak_5638	chr12	92539411	92539679	+	127	NA	Intergenic	NA	72824	LOC100507616								
D9_1_155_R1_peak_14376	chr20	31738796	31739567	+	127	NA	promoter-TSS (TPX2)	NA	80	TPX2								
D9_1_155_R1_peak_5278	chr12	50032968	50033247	+	127	NA	Intergenic	NA	-7624	RACGAP1								
D9_1_155_R1_peak_23923	chr9	83471265	83471605	+	127	NA	intron (FRMD3, intron 1 of 13)	NA	66998	FRMD3								
D9_1_155_R1_peak_302	chr1	23525150	23525413	+	127	NA	intron (E2F2, intron 1 of 6)	NA	3351	LOC101928163								
D9_1_155_R1_peak_8055	chr15	72375930	72376627	+	127	NA	promoter-TSS (HEXA)	NA	-99	HEXA								
D9_1_155_R1_peak_2047	chr1	209650553	209650843	+	127	NA	intron (LAMB3, intron 1 of 21)	NA	1631	LAMB3								
D9_1_155_R1_peak_2101	chr1	220879243	220879669	+	127	NA	promoter-TSS (HLX)	NA	55	HLX								
D9_1_155_R1_peak_11223	chr19	10731650	10731918	+	127	NA	intron (DNM2, intron 1 of 20)	NA	13365	MIR638								
D9_1_155_R1_peak_19177	chr5	132656373	132656645	+	127	NA	Intergenic	NA	-1664	IL13								
D9_1_155_R1_peak_11461	chr19	20166910	20167203	+	127	NA	promoter-TSS (ZNF486)	NA	-158	ZNF486								
D9_1_155_R1_peak_2328	chr1	235971655	235972119	+	127	NA	Intergenic	NA	-88179	LYST								
D9_1_155_R1_peak_21151	chr6	152983023	152983405	+	127	NA	promoter-TSS (FBXO5)	NA	-146	FBXO5								
D9_1_155_R1_peak_16940	chr3	171809311	171809631	+	127	NA	intron (PLD1, intron 1 of 25)	NA	-33878	TMEM212								
D9_1_155_R1_peak_2500	chr10	6267190	6267628	+	127	NA	Intergenic	NA	-59135	RP11-563J2.2								
D9_1_155_R1_peak_1879	chr1	198556929	198557322	+	127	NA	Intergenic	NA	-16180	ATP6V1G3								
D9_1_155_R1_peak_15300	chr22	36331260	36331737	+	127	NA	intron (MYH9, intron 3 of 40)	NA	-44591	MIR6819								
D9_1_155_R1_peak_5380	chr12	56032283	56032529	+	127	NA	intron (IKZF4, intron 5 of 7)	NA	-9496	RPS26								
D9_1_155_R1_peak_25060	chrX	101097735	101098120	+	127	NA	promoter-TSS (CENPI)	NA	-277	CENPI								
D9_1_155_R1_peak_9689	chr17	31936876	31937495	+	127	NA	promoter-TSS (SUZ12)	NA	-291	SUZ12								
D9_1_155_R1_peak_2870	chr10	48801126	48801345	+	127	NA	intron (WDFY4, intron 24 of 35)	NA	108957	WDFY4								
D9_1_155_R1_peak_25283	chrX	155747572	155747884	+	127	NA	intron (SPRY3, intron 1 of 2)	NA	-21995	SPRY3								
D9_1_155_R1_peak_2430	chr1	247906712	247907010	+	127	NA	Intergenic	NA	11274	OR2W3								
D9_1_155_R1_peak_3921	chr11	45045943	45046376	+	127	NA	Intergenic	NA	-47854	PRDM11								
D9_1_155_R1_peak_19214	chr5	135437372	135437617	+	127	NA	Intergenic	NA	9854	C5orf20								
D9_1_155_R1_peak_21308	chr7	4712986	4713448	+	127	NA	intron (FOXK1, intron 1 of 8)	NA	30918	FOXK1								
D9_1_155_R1_peak_2581	chr10	14554583	14554810	+	127	NA	promoter-TSS (FAM107B)	NA	17493	FAM107B								
D9_1_155_R1_peak_21302	chr7	2863777	2864044	+	127	NA	intron (LOC102723871, intron 1 of 1)	NA	2051	LOC102723871								
D9_1_155_R1_peak_17641	chr4	56978628	56979093	+	127	NA	promoter-TSS (POLR2B)	NA	-83	POLR2B								
D9_1_155_R1_peak_15193	chr22	25736450	25736662	+	127	NA	Intergenic	NA	-5597	MYO18B								
D9_1_155_R1_peak_11946	chr19	54859399	54859706	+	127	NA	intron (KIR3DL2, intron 6 of 8)	NA	9109	KIR3DL2								
D9_1_155_R1_peak_8060	chr15	72783620	72784082	+	127	NA	promoter-TSS (ADPGK)	NA	-66	ADPGK								
D9_1_155_R1_peak_2441	chr1	248838614	248839192	+	127	NA	intron (ZNF672, intron 1 of 3)	NA	572	ZNF672								
D9_1_155_R1_peak_15205	chr22	28800627	28800868	+	127	NA	promoter-TSS (XBP1)	NA	-175	XBP1								
D9_1_155_R1_peak_16634	chr3	135471767	135472009	+	127	NA	Intergenic	NA	-324093	LOC102724019								
D9_1_155_R1_peak_20068	chr6	26205933	26206307	+	127	NA	Intergenic	NA	1475	HIST1H4E								
D9_1_155_R1_peak_8927	chr16	54921466	54921744	+	127	NA	intron (CRNDE, intron 3 of 4)	NA	7173	CRNDE								
D9_1_155_R1_peak_24929	chrX	49129433	49129731	+	127	NA	Intergenic	NA	-5781	GPKOW								
D9_1_155_R1_peak_8219	chr15	82540375	82540682	+	127	NA	promoter-TSS (RPS17)	NA	-71	RPS17								
D9_1_155_R1_peak_17350	chr4	8395711	8395986	+	127	NA	intron (ACOX3, intron 9 of 17)	NA	32633	ACOX3								
D9_1_155_R1_peak_23434	chr8	138835272	138835563	+	127	NA	intron (COL22A1, intron 3 of 62)	NA	47788	COL22A1								
D9_1_155_R1_peak_12540	chr2	60527703	60528078	+	127	NA	promoter-TSS (LOC102724155)	NA	-195	LOC102724155								
D9_1_155_R1_peak_20497	chr6	57317321	57317712	+	127	NA	promoter-TSS (PRIM2)	NA	2711	PRIM2								
D9_1_155_R1_peak_1751	chr1	182149416	182149801	+	127	NA	Intergenic	NA	-87896	ZNF648								
D9_1_155_R1_peak_14947	chr21	38258532	38258911	+	127	NA	intron (KCNJ15, intron 1 of 2)	NA	2023	KCNJ15								
D9_1_155_R1_peak_12069	chr2	8896242	8896807	+	127	NA	intron (MBOAT2, intron 4 of 12)	NA	-58899	KIDINS220								
D9_1_155_R1_peak_6297	chr13	40402389	40402687	+	127	NA	intron (LINC00598, intron 5 of 5)	NA	78468	LINC00598								
D9_1_155_R1_peak_21383	chr7	12222965	12223192	+	127	NA	intron (TMEM106B, intron 3 of 7)	NA	11784	TMEM106B								
D9_1_155_R1_peak_21057	chr6	143059741	143060047	+	127	NA	promoter-TSS (AIG1)	NA	-948	AIG1								
D9_1_155_R1_peak_7720	chr15	44784474	44784836	+	127	NA	Intergenic	NA	48293	TRIM69								
D9_1_155_R1_peak_4646	chr11	122242859	122243180	+	127	NA	Intergenic	NA	-39957	MIR100HG								
D9_1_155_R1_peak_14235	chr20	10434130	10434426	+	127	NA	promoter-TSS (MKKS)	NA	-39	MKKS								
D9_1_155_R1_peak_21111	chr6	147117062	147117385	+	127	NA	intron (STXBP5-AS1, intron 4 of 10)	NA	-87173	STXBP5								
D9_1_155_R1_peak_7311	chr14	81122387	81122673	+	127	NA	intron (TSHR, intron 8 of 9)	NA	-22743	LOC101928462								
D9_1_155_R1_peak_22009	chr7	100100627	100100945	+	127	NA	promoter-TSS (AP4M1)	NA	-243	MCM7								
D9_1_155_R1_peak_7595	chr15	30990907	30991235	+	127	NA	intron (MTMR10, intron 1 of 14)	NA	514	MTMR10								
D9_1_155_R1_peak_8440	chr15	101294681	101295460	+	126	NA	intron (SNRPA1, intron 1 of 7)	NA	206	SNRPA1								
D9_1_155_R1_peak_21154	chr6	153121960	153122254	+	126	NA	intron (RGS17, intron 1 of 4)	NA	9149	RGS17								
D9_1_155_R1_peak_515	chr1	33335120	33335383	+	126	NA	promoter-TSS (PHC2)	NA	-2824	MIR3605								
D9_1_155_R1_peak_7389	chr14	90697537	90697879	+	126	NA	intron (TTC7B, intron 1 of 17)	NA	55079	RP11-1078H9.5								
D9_1_155_R1_peak_7446	chr14	93184809	93185062	+	126	NA	promoter-TSS (TMEM251)	NA	-31	MOAP1								
D9_1_155_R1_peak_760	chr1	54547558	54547963	+	126	NA	promoter-TSS (ACOT11)	NA	-374	ACOT11								
D9_1_155_R1_peak_4768	chr12	752251	752533	+	126	NA	promoter-TSS (WNK1)	NA	-201	WNK1								
D9_1_155_R1_peak_10627	chr18	13138092	13138381	+	126	NA	Intergenic	NA	78131	LOC101927582								
D9_1_155_R1_peak_13209	chr2	134918587	134918833	+	126	NA	promoter-TSS (CCNT2)	NA	-104	CCNT2-AS1								
D9_1_155_R1_peak_6341	chr13	43848184	43848456	+	126	NA	intron (CCDC122, intron 6 of 6)	NA	31370	CCDC122								
D9_1_155_R1_peak_6363	chr13	45426535	45426808	+	126	NA	Intergenic	NA	-8216	SLC25A30								
D9_1_155_R1_peak_19075	chr5	116339692	116340008	+	126	NA	Intergenic	NA	34720	LOC101927190								
D9_1_155_R1_peak_6480	chr13	52203933	52204136	+	126	NA	Intergenic	NA	-9567	MRPS31P5								
D9_1_155_R1_peak_9211	chr16	87016293	87016667	+	126	NA	Intergenic	NA	-41304	LOC440390								
D9_1_155_R1_peak_12935	chr2	101040871	101041304	+	126	NA	intron (TBC1D8, intron 5 of 19)	NA	38858	RPL31								
D9_1_155_R1_peak_24026	chr9	92670102	92670461	+	126	NA	promoter-TSS (IPPK)	NA	-22	IPPK								
D9_1_155_R1_peak_893	chr1	68140586	68140848	+	126	NA	intron (GNG12-AS1, intron 9 of 9)	NA	-17194	LOC101929986								
D9_1_155_R1_peak_7614	chr15	34337563	34337997	+	126	NA	promoter-TSS (SLC12A6)	NA	-20	SLC12A6								
D9_1_155_R1_peak_5387	chr12	56150560	56150857	+	126	NA	Intergenic	NA	-1712	MYL6B								
D9_1_155_R1_peak_22485	chr8	8872343	8872562	+	126	NA	intron (MFHAS1, intron 1 of 3)	NA	20950	MFHAS1								
D9_1_155_R1_peak_11200	chr19	10251915	10252338	+	126	NA	exon (MRPL4, exon 1 of 8)	NA	162	MRPL4								
D9_1_155_R1_peak_18865	chr5	80399613	80399925	+	126	NA	Intergenic	NA	-8244	ZFYVE16								
D9_1_155_R1_peak_11433	chr19	18521999	18522591	+	126	NA	promoter-TSS (ELL)	NA	-168	ELL								
D9_1_155_R1_peak_17780	chr4	81320371	81320885	+	126	NA	Intergenic	NA	-105511	PRKG2								
D9_1_155_R1_peak_16239	chr3	71035345	71035787	+	125	NA	intron (FOXP1, intron 8 of 17)	NA	209599	FOXP1								
D9_1_155_R1_peak_8556	chr16	4474306	4474796	+	125	NA	promoter-TSS (NMRAL1)	NA	80	NMRAL1								
D9_1_155_R1_peak_19942	chr6	15206417	15206642	+	125	NA	Intergenic	NA	42167	JARID2-AS1								
D9_1_155_R1_peak_13323	chr2	156437335	156437697	+	125	NA	intron (GPD2, intron 1 of 16)	NA	2063	GPD2								
D9_1_155_R1_peak_12059	chr2	8501205	8501450	+	125	NA	Intergenic	NA	82465	AC011747.4								
D9_1_155_R1_peak_3141	chr10	80598074	80598513	+	125	NA	intron (SH2D4B, intron 4 of 6)	NA	57474	SH2D4B								
D9_1_155_R1_peak_10200	chr17	68455813	68456121	+	125	NA	intron (WIPI1, intron 1 of 12)	NA	1534	WIPI1								
D9_1_155_R1_peak_4336	chr11	74449561	74449839	+	125	NA	Intergenic	NA	17855	KCNE3								
D9_1_155_R1_peak_23257	chr8	122780122	122780385	+	125	NA	promoter-TSS (ZHX2)	NA	-42184	ZHX2								
D9_1_155_R1_peak_496	chr1	32650426	32650816	+	125	NA	promoter-TSS (RBBP4)	NA	379	ZBTB8OS								
D9_1_155_R1_peak_8379	chr15	95284956	95285266	+	125	NA	intron (LINC01197, intron 3 of 3)	NA	41989	LINC01197								
D9_1_155_R1_peak_20831	chr6	117602365	117602787	+	125	NA	promoter-TSS (GOPC)	NA	-34	GOPC								
D9_1_155_R1_peak_18877	chr5	81751114	81751534	+	125	NA	promoter-TSS (SSBP2)	NA	-71	SSBP2								
D9_1_155_R1_peak_20386	chr6	42332985	42333219	+	125	NA	intron (TRERF1, intron 3 of 17)	NA	-115207	MRPS10								
D9_1_155_R1_peak_18688	chr5	58886634	58886871	+	125	NA	Intergenic	NA	238502	PDE4D								
D9_1_155_R1_peak_9250	chr16	89032075	89032327	+	125	NA	Intergenic	NA	-61608	ACSF3								
D9_1_155_R1_peak_12157	chr2	24493646	24494032	+	125	NA	intron (NCOA1, intron 1 of 22)	NA	-70563	NCOA1								
D9_1_155_R1_peak_8300	chr15	90231130	90231377	+	125	NA	intron (CIB1, intron 4 of 5)	NA	2794	CIB1								
D9_1_155_R1_peak_16303	chr3	81642825	81643107	+	125	NA	exon (GBE1, exon 7 of 16)	NA	118833	GBE1								
D9_1_155_R1_peak_23386	chr8	131903997	131904646	+	125	NA	exon (EFR3A, exon 1 of 23)	NA	212	EFR3A								
D9_1_155_R1_peak_10868	chr18	63590286	63590660	+	125	NA	intron (SERPINB13, intron 3 of 7)	NA	3173	SERPINB13								
D9_1_155_R1_peak_7476	chr14	96782830	96783121	+	125	NA	Intergenic	NA	-14410	VRK1								
D9_1_155_R1_peak_18723	chr5	61332073	61332360	+	125	NA	promoter-TSS (ZSWIM6)	NA	-57	ZSWIM6								
D9_1_155_R1_peak_8282	chr15	89822835	89823070	+	125	NA	Intergenic	NA	-8073	ANPEP								
D9_1_155_R1_peak_274	chr1	21546103	21546333	+	125	NA	intron (ALPL, intron 1 of 10)	NA	-5096	ALPL								
D9_1_155_R1_peak_13064	chr2	112787362	112787933	+	125	NA	Intergenic	NA	-2253	IL1A								
D9_1_155_R1_peak_2974	chr10	69179756	69180079	+	125	NA	promoter-TSS (SUPV3L1)	NA	-320	SUPV3L1								
D9_1_155_R1_peak_20303	chr6	36024419	36024826	+	125	NA	promoter-TSS (SLC26A8)	NA	-3055	MAPK14								
D9_1_155_R1_peak_22396	chr7	151341559	151341845	+	125	NA	promoter-TSS (NUB1)	NA	-59	NUB1								
D9_1_155_R1_peak_15560	chr3	4303527	4303770	+	125	NA	promoter-TSS (SETMAR)	NA	35	SETMAR								
D9_1_155_R1_peak_15175	chr22	24434655	24434941	+	125	NA	intron (ADORA2A, intron 2 of 2)	NA	11201	ADORA2A								
D9_1_155_R1_peak_19299	chr5	142356869	142357280	+	124	NA	Intergenic	NA	-29669	LOC101926961								
D9_1_155_R1_peak_24593	chrUn_GL000195v1	24488	24785	+	124	NA	Intergenic	NA	62061	LOC389831								
D9_1_155_R1_peak_18447	chr5	17255816	17256062	+	124	NA	intron (BASP1, intron 1 of 1)	NA	38378	BASP1								
D9_1_155_R1_peak_16428	chr3	111541987	111542239	+	124	NA	promoter-TSS (CD96)	NA	34	CD96								
D9_1_155_R1_peak_11237	chr19	11095017	11095411	+	124	NA	intron (LDLR, intron 1 of 17)	NA	5852	LDLR								
D9_1_155_R1_peak_19771	chr6	6320510	6320807	+	124	NA	promoter-TSS (F13A1)	NA	33	F13A1								
D9_1_155_R1_peak_10574	chr18	9712695	9713030	+	124	NA	intron (RAB31, intron 1 of 6)	NA	4631	RAB31								
D9_1_155_R1_peak_961	chr1	83999088	83999418	+	124	NA	promoter-TSS (TTLL7)	NA	-86	TTLL7								
D9_1_155_R1_peak_5360	chr12	54940098	54940509	+	124	NA	Intergenic	NA	33429	TESPA1								
D9_1_155_R1_peak_2702	chr10	26482088	26482556	+	124	NA	intron (APBB1IP, intron 2 of 14)	NA	43985	APBB1IP								
D9_1_155_R1_peak_18270	chr4	174420380	174420634	+	124	NA	Intergenic	NA	-3298	MIR4276								
D9_1_155_R1_peak_9173	chr16	84692508	84692730	+	124	NA	Intergenic	NA	-7330	USP10								
D9_1_155_R1_peak_12989	chr2	102480347	102480664	+	124	NA	intron (SLC9A4, intron 2 of 11)	NA	7202	SLC9A4								
D9_1_155_R1_peak_20041	chr6	25168062	25168379	+	124	NA	Intergenic	NA	-30397	CMAHP								
D9_1_155_R1_peak_20543	chr6	75272930	75273457	+	124	NA	intron (TMEM30A, intron 1 of 6)	NA	11723	TMEM30A								
D9_1_155_R1_peak_2123	chr1	221961704	221961942	+	124	NA	Intergenic	NA	-121138	RP11-191N8.2								
D9_1_155_R1_peak_5355	chr12	54475633	54475824	+	124	NA	Intergenic	NA	-2146	GTSF1								
D9_1_155_R1_peak_14036	chr2	239230739	239231041	+	124	NA	intron (HDAC4, intron 3 of 26)	NA	-35433	MGC16025								
D9_1_155_R1_peak_935	chr1	77219282	77219571	+	124	NA	promoter-TSS (PIGK)	NA	21	PIGK								
D9_1_155_R1_peak_9087	chr16	72844558	72844835	+	124	NA	intron (ZFHX3, intron 4 of 9)	NA	67006	LOC101927978								
D9_1_155_R1_peak_13688	chr2	197905602	197905836	+	124	NA	intron (PLCL1, intron 1 of 5)	NA	-119407	BOLL								
D9_1_155_R1_peak_22095	chr7	106679110	106679673	+	123	NA	Intergenic	NA	-18203	CCDC71L								
D9_1_155_R1_peak_13094	chr2	118097717	118097967	+	123	NA	intron (INSIG2, intron 2 of 5)	NA	9368	INSIG2								
D9_1_155_R1_peak_5632	chr12	92123762	92124210	+	123	NA	intron (C12orf79, intron 1 of 5)	NA	18685	C12orf79								
D9_1_155_R1_peak_12279	chr2	32680623	32680915	+	123	NA	intron (TTC27, intron 9 of 19)	NA	45469	MIR4765								
D9_1_155_R1_peak_16107	chr3	52282005	52282260	+	123	NA	Intergenic	NA	-3489	WDR82								
D9_1_155_R1_peak_8336	chr15	91329881	91330183	+	123	NA	Intergenic	NA	-133307	RP11-661P17.1								
D9_1_155_R1_peak_24401	chr9	128456256	128456576	+	123	NA	promoter-TSS (ODF2)	NA	-520	ODF2								
D9_1_155_R1_peak_16624	chr3	133805575	133805884	+	123	NA	exon (SRPRB, exon 2 of 8)	NA	21696	SRPRB								
D9_1_155_R1_peak_10826	chr18	55641553	55641849	+	123	NA	Intergenic	NA	-53322	TCF4								
D9_1_155_R1_peak_20357	chr6	39263396	39263779	+	123	NA	Intergenic	NA	50874	KCNK17								
D9_1_155_R1_peak_24019	chr9	92115173	92115658	+	123	NA	promoter-TSS (SPTLC1)	NA	59	SPTLC1								
D9_1_155_R1_peak_19662	chr5	178502560	178502795	+	123	NA	intron (COL23A1, intron 2 of 28)	NA	87895	COL23A1								
D9_1_155_R1_peak_4495	chr11	104011427	104011649	+	123	NA	intron (PDGFD, intron 1 of 6)	NA	-25042	DDI1								
