,MOLM-13_DMSO_rep-1_exp-2,MOLM-13_DMSO_rep-2_exp-2,MOLM-13_DMSO_rep-3_exp-2,MOLM-13_JQ1_rep-1_exp-2,MOLM-13_JQ1_rep-2_exp-2,MOLM-13_JQ1_rep-3_exp-2,MOLM-13_6nM_NVP-2_rep-1_exp-2,MOLM-13_6nM_NVP-2_rep-2_exp-2,MOLM-13_6nM_NVP-2_rep-3_exp-2,MOLM-13_60nM_NVP-2_rep-1_exp-2,MOLM-13_60nM_NVP-2_rep-2_exp-2,MOLM-13_JQ1+6nM_NVP-2_rep-1_exp-2,MOLM-13_JQ1+6nM_NVP-2_rep-2_exp-2,MOLM-13_JQ1+6nM_NVP-2_rep-3_exp-2
SNORD60,1,3,0,2,0,3,0,0,0,0,0,5,0,0
SNORD57,17,12,5,10,12,12,10,0,5,0,0,0,0,7
SNORD56,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SNORD54,0,3,3,1,2,1,0,0,0,0,0,0,0,0
SNORD50A,161,206,67,105,36,83,46,19,63,2,10,15,23,27
SNORD47,1,0,0,4,1,2,0,0,0,0,0,4,5,0
SNORD42A,0,1,4,0,0,0,0,0,7,0,0,0,0,0
SNORD14A,0,0,1,7,0,0,1,0,3,0,0,0,0,0
RNU11,0,2,2,0,0,2,0,0,0,0,0,0,0,0
RNU6-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RNU5F-1,0,4,0,0,0,0,0,0,0,0,2,0,0,4
RNU5B-1,0,0,0,0,1,5,0,0,0,0,0,0,2,2
RNU4-2,0,4,0,1,0,0,0,4,8,0,3,5,0,0
RNU4-1,0,4,0,0,4,5,2,4,0,5,0,0,0,1
SNORD3B-1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
RNVU1-18,1,0,0,0,0,2,1,0,0,0,0,0,2,0
RNVU1-7,1,0,0,0,0,0,0,0,0,0,0,0,3,0
RNU1-3,1,0,0,0,0,2,1,0,0,0,0,0,2,0
RNU1-2,1,0,0,0,0,2,1,0,0,0,0,0,2,0
RNU1-1,1,0,0,0,0,2,1,0,0,0,0,0,2,0
STEAP1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
RANBP6,42,34,12,43,15,36,35,16,40,0,0,11,0,4
COPG2,30,2,12,20,5,12,5,6,12,2,0,7,4,0
HBP1,37,18,17,22,10,32,11,7,33,0,7,6,13,1
CHORDC1,5,3,4,3,1,4,13,0,0,0,0,0,0,0
SEC22A,2,0,5,3,6,0,1,1,10,0,0,1,2,0
AP3M1,7,11,2,9,2,6,2,4,19,3,0,0,3,0
PABPC1,629,302,344,610,475,659,154,96,503,88,59,283,230,85
AKAP8L,11,4,4,6,3,4,5,10,13,0,5,8,3,16
RNF11,13,14,9,6,1,10,0,0,10,0,0,0,0,0
TRUB2,13,13,2,0,0,4,0,0,1,0,0,0,0,0
GPR160,2,10,2,0,0,0,3,0,0,0,0,0,0,0
CYFIP2,5,0,0,0,0,1,0,0,0,0,0,0,0,0
DNAJC2,23,16,19,20,7,10,1,4,4,1,0,15,5,5
USP21,4,0,0,4,5,4,1,3,5,0,0,0,0,0
TPK1,0,3,0,0,2,5,0,0,1,0,0,0,5,0
CNPPD1,12,16,10,2,6,4,10,2,10,0,0,0,0,7
NPTN,10,18,14,19,8,5,17,4,19,0,5,8,0,5
MLH3,1,4,7,0,0,0,7,1,2,0,0,0,0,1
NPHP3,5,5,0,3,11,6,0,0,0,4,0,0,0,1
ATP2C1,4,15,6,7,2,3,5,0,2,0,2,12,0,0
ACAD8,1,2,10,10,10,3,0,0,0,0,0,1,0,0
SIGLEC7,1,7,0,0,0,0,0,0,0,0,0,0,0,0
TRMT2A,6,3,5,8,0,4,0,0,2,1,0,0,0,0
UTP25,24,10,17,15,7,7,18,11,27,6,0,3,0,0
PELP1,2,0,0,0,1,0,0,3,5,0,0,0,0,0
SND1,40,11,12,31,9,16,17,20,3,7,0,1,3,0
STAU2,18,30,12,31,22,43,15,1,2,4,0,8,0,9
PPA2,18,17,6,30,5,19,5,4,29,4,12,0,13,0
GHITM,23,18,23,33,6,14,4,11,21,0,0,9,2,7
DAPP1,14,8,0,0,2,0,0,7,21,2,2,0,3,0
VPS41,9,3,1,4,9,9,1,7,0,0,0,0,1,5
TSPAN13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LYPD3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
B9D1,1,1,0,0,3,0,0,8,10,0,2,0,0,0
RPUSD2,47,27,28,65,47,31,15,16,32,0,2,1,10,4
MTBP,7,0,4,4,1,0,0,0,3,0,0,0,0,0
FOXP1,370,379,277,413,263,385,219,217,327,299,331,561,243,229
UQCRQ,51,15,27,18,29,17,37,18,21,1,0,0,5,3
ST6GALNAC4,2,6,1,4,0,1,0,0,5,0,0,0,0,0
KCNMB3,13,12,18,3,12,13,8,0,0,0,0,0,0,0
TRAPPC3,27,25,33,27,22,43,19,10,1,1,1,11,20,3
TAF5L,25,30,18,40,15,16,4,9,28,4,3,1,6,1
CACYBP,66,49,26,67,31,47,23,0,36,0,0,8,5,7
EIF2AK1,5,5,16,15,13,12,2,0,9,9,0,7,2,10
ARRDC2,26,26,20,24,12,23,36,11,6,6,0,4,5,3
ZBTB11,12,11,17,14,4,16,10,15,8,4,1,1,1,10
DMAC2L,1,4,2,0,2,0,2,0,2,0,0,10,0,0
SDCBP2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC3,171,140,95,173,94,144,110,83,51,2,9,13,22,19
DKK2,7,0,0,2,0,2,0,0,0,0,0,0,0,0
AFF4,7,10,5,23,11,14,4,17,20,0,9,0,1,0
CYTH4,28,33,25,3,5,2,23,23,36,2,13,0,5,2
INVS,4,16,2,5,0,6,0,0,13,0,0,0,4,0
SNX5,317,366,283,596,216,538,227,209,295,74,134,314,227,187
CPNE7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CIDEB,6,1,3,4,6,3,5,0,0,0,0,0,0,0
STK36,3,1,4,3,0,0,0,3,0,0,0,0,2,0
ZNF777,66,27,37,76,18,36,35,15,25,0,0,24,6,2
BRPF3,5,7,5,6,4,2,2,3,17,0,2,7,0,0
NDOR1,2,2,0,0,0,9,4,13,3,3,0,0,4,0
INGX,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AGO2,47,40,17,30,6,37,28,22,36,16,19,15,15,15
NAAA,0,0,1,11,0,8,0,0,1,0,0,0,0,0
PRELID1,38,24,30,5,30,33,24,11,15,0,0,9,1,0
SLC39A1,82,87,15,58,23,41,57,34,38,0,7,19,9,8
TUBG2,3,6,0,0,0,0,0,0,0,0,0,0,0,0
VPS4A,10,17,6,11,7,13,2,7,30,0,0,0,4,0
DISC1,9,10,3,0,5,6,6,3,9,0,5,10,1,7
TUBGCP4,8,6,7,6,4,5,4,4,0,0,0,0,0,0
SERP1,56,63,26,34,29,33,37,28,33,4,5,6,28,20
GNMT,0,0,0,1,4,5,4,0,0,0,0,0,0,0
COQ2,29,30,16,17,9,26,26,5,18,0,0,2,0,4
ARFIP1,12,0,9,2,3,15,0,3,9,0,0,4,0,0
GPKOW,23,4,7,2,0,20,18,6,7,0,0,0,0,0
TNFRSF21,2,4,3,1,0,0,0,0,0,0,4,0,0,0
CHMP2A,3,3,1,2,0,0,0,1,7,0,0,0,0,0
SESN1,10,5,4,12,15,11,14,16,12,2,0,5,0,3
AHDC1,29,3,16,21,9,24,1,2,37,11,8,12,16,5
RNF115,17,3,7,19,12,5,9,5,0,3,1,4,6,9
NFU1,11,13,6,5,8,10,6,12,0,0,0,0,0,0
ERLEC1,12,9,3,5,4,1,8,1,7,0,0,0,0,0
MMADHC,23,22,7,16,13,19,14,2,35,0,2,6,7,1
PDCD4,61,77,30,53,23,48,7,22,56,0,0,1,4,1
KLHL20,34,18,23,38,45,32,21,9,20,18,11,26,12,4
LSM1,133,47,49,104,54,82,48,34,81,0,18,5,51,3
LSM3,16,8,20,12,17,12,2,13,0,0,7,3,2,2
RND1,10,4,8,52,17,36,4,0,2,0,0,3,0,0
R3HCC1L,4,1,8,16,4,12,1,3,15,0,4,0,0,1
DIMT1,10,4,2,0,1,2,0,12,13,0,0,0,0,0
CRCP,44,55,46,54,22,33,28,35,47,8,7,34,16,12
APEX2,7,3,3,0,0,3,0,0,0,0,0,0,0,0
MOCS3,20,13,1,11,2,9,9,0,0,0,0,0,0,0
ZNF330,24,16,16,24,20,14,11,15,6,0,5,12,2,1
PGAP2,0,2,0,2,0,1,4,1,5,0,0,1,0,0
RBMX,158,177,164,159,90,150,109,125,128,6,14,50,65,32
TNRC6A,59,62,37,53,46,77,34,22,81,8,46,26,53,1
ZNF638,47,22,36,45,41,61,8,10,40,9,7,34,20,10
GOLIM4,5,6,9,4,4,8,6,0,7,3,5,0,4,5
EIF3K,0,2,4,5,1,6,0,0,4,0,0,0,5,0
HTATSF1,11,10,8,10,2,5,3,1,0,2,0,9,7,2
UBE2S,255,215,131,376,179,364,76,50,128,5,2,44,31,39
PRPF19,47,65,57,86,36,70,26,32,59,1,0,16,14,2
UTP20,0,0,3,16,5,0,3,0,1,0,0,0,0,0
RRP7A,21,25,9,34,7,29,8,2,41,4,3,24,6,1
RABGEF1,28,12,1,10,13,9,3,0,5,2,2,0,0,13
POLL,4,4,1,0,1,1,1,1,0,0,0,9,0,0
TMEM97,17,10,9,12,7,8,16,4,41,0,6,11,1,0
STK39,3,2,0,0,0,1,0,0,0,0,0,1,3,0
TOR1B,6,2,4,3,4,2,1,8,0,0,0,0,7,0
MCAT,1,5,2,0,3,0,4,0,2,0,0,0,0,0
APOBEC3C,2,6,4,0,3,1,0,0,0,0,0,0,0,0
DESI1,13,20,20,24,4,20,11,11,9,8,9,10,8,6
SGSM3,6,7,0,0,0,4,7,2,0,0,0,0,0,2
HTRA2,7,9,0,2,2,6,0,0,0,0,0,0,0,4
MAT2B,41,24,14,36,35,46,22,9,12,0,3,8,10,6
TOR2A,3,3,2,10,1,5,10,8,5,0,0,2,4,3
POLM,1,5,0,0,1,2,1,5,0,1,0,0,0,0
EML4,40,17,17,45,59,35,34,7,40,0,16,17,19,25
TMEM121B,31,3,8,5,4,2,2,0,8,7,2,0,0,0
HDHD5,11,6,6,5,11,8,9,1,14,5,1,6,7,1
PPP2R3B,0,1,3,1,0,0,0,0,0,0,0,0,0,0
SLCO4A1,15,9,15,0,5,14,11,12,12,4,11,13,7,0
SLCO3A1,32,20,18,49,26,23,9,9,17,4,26,26,26,20
NKIRAS2,67,48,26,88,12,32,28,20,1,1,0,38,26,2
NKIRAS1,1,1,3,0,7,2,0,0,0,1,0,0,0,0
DLL1,0,1,0,2,0,1,12,0,0,0,0,0,4,0
TRIB2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CCDC22,8,3,3,0,0,0,0,0,0,0,0,0,0,1
DEXI,39,36,15,40,41,41,22,0,18,6,2,33,29,14
LAMTOR2,44,22,28,21,5,26,14,16,11,0,0,4,5,1
MRPS28,2,0,2,2,1,2,0,0,1,0,0,1,1,0
COA3,3,7,2,2,5,0,1,4,1,0,0,0,0,0
DCPS,44,18,21,3,9,2,5,19,42,0,0,0,0,0
OSTM1,12,1,5,26,2,20,6,14,8,9,0,3,2,1
GIT1,9,14,1,7,3,4,4,4,5,1,0,0,2,4
SNX24,12,1,5,2,10,1,0,8,5,0,2,0,5,0
BZW2,44,53,26,52,13,12,32,10,40,0,0,19,8,7
C11orf54,0,0,1,1,2,4,1,0,6,0,1,0,0,0
AAMDC,2,3,0,3,0,3,0,4,4,0,0,8,0,0
SPCS1,17,19,9,1,5,15,3,7,10,1,0,0,9,0
MRPS18B,229,264,217,218,121,130,95,111,114,6,2,95,38,19
C19orf53,12,11,14,3,5,7,3,13,9,0,0,11,3,0
ACAD9,15,0,7,5,3,0,0,1,9,0,0,0,0,0
MRPL42,17,21,15,12,10,14,2,2,4,1,0,1,1,0
TMEM14A,0,1,2,5,4,1,0,2,0,0,4,0,0,0
IFT81,0,0,0,0,0,0,0,0,4,0,0,0,0,0
FLVCR1,13,8,15,11,6,8,0,5,0,3,4,0,2,1
RGCC,0,2,4,0,0,1,0,1,2,0,0,0,0,0
MCTS1,24,8,7,20,6,14,6,8,15,0,0,7,0,2
MAGEH1,0,2,0,0,2,3,1,0,4,0,0,0,0,0
NOB1,51,35,11,36,19,23,26,25,25,0,2,1,23,2
DBNL,2,1,4,6,0,1,3,0,0,0,3,0,0,0
NTMT1,29,12,29,11,15,18,18,11,25,0,0,6,8,0
ASTE1,11,9,17,1,4,9,10,0,6,0,0,0,0,0
COMMD5,41,27,42,16,13,38,16,18,44,0,0,2,2,5
HIPK2,28,17,2,40,21,38,8,10,3,6,10,52,19,14
MRPL13,134,87,71,120,59,79,63,25,127,19,14,23,39,6
SLC43A3,124,58,64,52,31,32,61,17,76,8,5,17,13,12
ATAD2,121,70,69,100,45,116,63,24,117,0,32,39,19,18
C16orf72,39,13,24,41,28,47,9,4,25,1,4,10,3,0
FAM156A,1,2,3,0,2,5,0,0,0,0,0,0,0,0
TMEM230,6,3,7,22,4,16,0,1,13,0,0,29,5,0
WDR91,28,26,21,19,9,8,6,0,22,1,0,15,6,0
ZCCHC4,1,2,0,5,1,0,0,2,0,0,0,0,0,0
ASAP1-IT1,7,34,11,14,15,17,5,11,13,1,0,8,3,1
ZC3H7A,24,4,17,10,16,11,15,6,31,1,0,0,11,0
ZBTB44,220,199,149,126,56,108,76,43,177,21,39,47,45,38
CCDC113,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C1GALT1C1,9,4,8,3,0,8,1,0,0,0,0,0,0,0
SETD2,50,27,9,26,32,18,34,17,60,10,13,38,32,23
MRPL18,48,30,51,67,25,29,34,4,32,14,0,9,10,10
NDUFAF4,39,28,8,31,5,31,25,8,28,0,0,7,3,2
MED4,63,61,32,38,13,35,29,35,72,4,3,10,13,18
CCDC59,68,60,37,32,19,38,25,18,31,1,15,14,9,6
METTL5,9,1,2,3,2,0,0,0,0,0,4,0,0,0
CHMP4A,0,3,3,7,6,2,0,1,0,5,0,0,0,0
GTPBP8,18,29,18,15,6,29,4,3,7,0,0,0,0,0
PHPT1,0,4,3,3,0,6,0,6,1,0,0,0,0,0
BABAM1,22,14,5,12,9,22,0,8,26,6,9,0,7,4
THYN1,41,16,37,26,15,32,33,21,21,0,0,7,1,9
MRPL15,137,63,64,83,47,48,58,41,53,2,3,19,8,5
UBE2T,60,31,16,48,47,33,17,20,18,1,1,6,37,2
TIMM21,12,5,6,3,6,4,0,3,3,0,0,1,3,0
LINC00339,7,0,1,2,4,2,0,0,2,0,0,0,1,0
MRPL22,14,8,8,10,2,13,17,12,7,4,0,5,8,8
ORMDL2,16,7,11,8,2,3,6,7,1,0,0,2,0,0
CNIH4,76,50,18,32,19,18,8,13,33,7,3,31,12,4
RANGRF,22,14,9,51,13,36,13,10,9,0,1,22,12,5
COMMD9,21,9,12,9,1,9,17,1,5,0,0,0,12,0
TMEM208,3,18,19,25,4,0,17,5,16,0,0,0,10,0
SSU72,8,1,2,1,2,7,0,0,0,2,0,0,0,0
DROSHA,32,34,7,30,23,34,27,16,28,18,12,36,35,22
DNAJC15,8,4,7,19,2,7,0,2,7,0,2,0,0,0
N6AMT1,9,3,6,6,5,2,1,0,6,0,0,1,0,0
CFAP20,45,18,30,29,24,32,16,3,54,0,0,12,7,5
NXT1,107,78,66,101,20,43,65,53,79,3,0,25,12,8
PYCARD,15,8,3,16,2,4,11,5,8,0,0,0,2,0
FHOD1,22,28,26,27,23,55,25,24,41,3,1,3,8,2
TBK1,6,0,4,6,1,6,9,4,2,1,0,9,4,0
SAP30BP,15,15,10,11,10,19,6,1,3,0,0,0,4,4
MYLIP,305,328,219,319,242,379,159,201,294,22,46,91,73,44
BRD7,41,23,17,21,22,32,28,18,16,0,6,11,3,11
CLEC2D,45,44,41,31,12,39,35,14,23,6,8,17,14,27
ANKRD11,23,15,25,28,36,22,12,8,26,1,13,32,20,16
RACGAP1,20,14,12,11,28,15,9,2,22,5,3,6,3,1
UHRF1,56,29,38,31,21,40,31,27,30,11,14,9,10,11
USP25,9,0,0,3,0,8,6,1,12,0,0,0,0,0
PACSIN3,0,0,3,0,0,1,1,4,0,0,0,0,0,0
TMOD4,0,0,0,7,5,3,1,2,0,0,0,0,0,0
TMOD3,3,1,4,0,3,2,0,0,5,0,2,5,0,0
TMOD2,2,0,0,2,3,0,0,0,0,0,0,0,0,0
CARD10,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ABT1,311,185,181,220,73,237,106,84,213,3,1,51,73,40
PARVB,2,1,0,9,0,2,0,0,0,1,2,0,0,0
NCAPH2,12,26,14,52,12,31,8,8,33,0,1,4,10,1
CYP2S1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
OLA1,6,17,9,10,15,24,3,0,6,1,4,1,23,1
UQCR10,39,32,27,20,28,22,6,18,21,0,0,3,3,8
YPEL1,5,0,9,0,0,1,2,0,1,0,0,17,2,0
ZDHHC8,1,5,4,9,4,5,2,0,3,0,3,13,2,0
REPIN1,22,19,37,34,12,12,11,13,44,0,0,6,16,0
SENP1,17,17,20,13,5,12,19,10,29,1,8,10,0,7
TFPT,0,2,0,0,0,1,0,0,0,0,0,0,0,0
UBN1,169,160,111,190,68,196,117,90,120,27,34,83,52,69
ALG5,52,37,28,29,14,34,24,52,26,25,30,14,6,15
CNOT7,270,158,113,197,79,228,103,85,227,21,26,134,87,64
SNX8,13,6,10,0,2,0,0,4,0,0,0,0,0,1
SNX10,18,7,5,3,0,1,13,0,15,9,0,1,0,0
STRN4,12,4,5,1,6,7,9,0,4,5,0,0,3,3
GNL2,7,6,4,10,3,10,7,0,6,0,3,11,2,5
RBM15B,149,117,57,88,32,88,62,37,69,1,1,55,31,46
PSMC3IP,43,17,16,25,18,31,12,3,4,0,0,8,7,4
CPSF1,6,3,10,8,2,4,2,2,3,2,3,14,0,2
TRA2A,163,151,174,196,109,217,92,46,118,2,34,61,71,18
GPSM2,17,7,29,18,6,25,16,4,14,4,9,22,3,8
SAC3D1,12,16,18,10,7,4,16,5,31,0,0,1,4,0
FAM216A,52,44,71,49,28,27,42,17,62,3,0,9,5,5
CCDC106,0,0,0,3,0,0,0,0,1,0,0,0,0,0
EEF2K,28,18,17,26,19,13,5,20,51,4,25,6,16,0
SNX15,9,0,6,0,7,11,0,0,2,0,2,0,0,0
HOOK2,3,6,0,3,0,7,0,0,0,0,0,0,0,0
UBIAD1,36,29,21,38,9,38,13,19,13,1,0,17,7,1
HCFC2,2,8,1,2,0,3,0,0,0,0,2,0,0,0
SNX11,8,16,12,6,10,25,16,10,5,0,0,0,7,5
RMC1,5,2,4,10,3,11,7,0,5,0,0,0,6,0
PYCR2,39,21,18,15,24,27,1,7,27,0,3,10,0,0
NME7,0,3,5,0,0,2,0,0,0,0,2,0,8,0
HILPDA,492,479,377,342,166,317,285,179,429,2,6,36,83,50
EPN1,0,0,2,4,0,0,3,0,1,0,1,0,0,0
GMPPB,0,0,3,0,0,0,0,0,0,0,0,0,0,0
GMPPA,0,0,0,0,1,5,7,0,0,0,0,0,0,0
SEC61A1,91,106,50,112,33,69,34,50,69,4,9,13,34,13
TIMM22,25,14,36,34,24,21,9,49,35,0,0,24,6,8
ALG6,1,0,0,0,3,0,0,0,0,0,3,0,0,0
GPR132,132,56,54,60,46,60,48,15,52,26,36,26,27,34
SNX12,2,29,0,4,1,1,3,8,6,0,0,0,0,3
RPA4,6,6,10,4,14,5,2,4,10,10,25,14,3,5
NENF,4,1,0,8,1,5,0,0,6,1,0,0,1,0
PKN3,0,0,3,1,2,1,0,0,0,0,0,0,0,0
ANAPC4,1,3,5,0,1,3,0,5,8,0,0,0,0,0
SERTAD3,45,9,13,30,4,13,19,1,16,0,1,5,0,3
OSGIN1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
SERTAD1,6,17,31,167,65,135,2,0,0,0,0,31,30,5
DPP7,0,4,4,7,10,1,4,0,9,0,0,0,0,0
TRHDE,0,0,0,0,3,0,0,0,4,0,0,0,0,0
POMT2,16,17,27,6,8,22,6,13,6,5,2,8,6,0
CERS2,17,2,16,6,12,3,8,7,7,2,0,0,0,0
SLC25A24,4,5,0,0,0,0,0,0,4,4,1,0,0,0
NRBP1,80,51,52,125,31,106,115,56,26,2,3,42,29,9
MRM2,93,64,39,43,27,40,22,18,50,0,2,36,31,3
CDIP1,8,5,0,16,13,0,0,1,0,4,0,8,0,0
STRN3,116,102,70,61,34,73,88,90,74,81,61,86,24,61
LRP12,24,25,29,9,7,3,2,2,4,8,0,8,0,8
PSAT1,1,12,27,14,16,31,11,1,29,1,0,17,27,0
MDFIC,42,17,11,1,6,1,5,5,17,4,3,3,0,0
UBQLN2,11,5,0,3,0,2,6,0,1,0,0,3,8,1
UBQLN1,103,46,45,69,34,34,11,25,57,1,0,15,23,8
DONSON,40,37,25,47,14,50,16,1,19,0,2,4,3,1
NRBF2,31,22,17,34,8,25,15,4,25,0,0,0,0,3
SLC39A3,10,36,11,14,9,8,20,11,1,0,0,2,0,0
SLC2A8,10,4,4,8,2,3,0,2,9,0,0,0,0,0
PILRB,51,22,31,71,42,44,36,17,19,4,5,10,28,13
PILRA,0,0,0,0,0,0,0,2,0,0,0,0,0,0
BAZ2B,122,75,52,92,86,90,28,43,71,1,10,43,9,13
NOP53,11,12,6,10,7,10,1,8,14,2,3,4,17,5
BICRA,11,5,5,5,9,10,7,0,5,0,1,5,12,5
TNPO2,182,174,111,124,39,86,158,179,193,28,22,92,60,45
ERO1A,36,16,22,35,13,23,13,16,33,9,0,17,2,7
SH3KBP1,60,26,36,85,41,80,21,16,27,20,30,35,56,42
ST6GALNAC6,12,10,16,3,4,8,3,8,8,0,0,0,0,2
ADGRE2,12,10,12,13,1,9,2,1,4,4,15,9,2,5
CXXC1,10,23,10,3,8,15,17,6,10,0,0,3,2,3
NT5C,8,14,11,14,5,3,4,8,6,0,0,0,0,4
ZNRD1,5,16,27,18,4,11,26,9,24,2,0,1,1,0
DNTTIP2,17,23,9,22,10,14,13,1,11,0,0,9,0,10
SOCS7,28,11,17,13,14,27,21,4,49,4,9,32,23,8
EHD4,7,0,1,4,0,3,0,0,4,0,0,0,0,0
EHD2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PIK3R4,13,7,1,6,5,14,0,2,0,5,10,0,0,0
CDR2L,4,7,0,13,5,0,1,0,0,0,0,0,0,0
TAX1BP3,1,2,4,15,5,10,0,0,0,0,0,0,0,2
STOML2,55,44,45,19,29,35,36,38,56,0,5,21,16,27
ZBTB21,7,7,2,3,4,0,1,0,0,0,0,4,0,0
SCAPER,12,4,2,3,17,7,0,0,7,2,0,15,6,7
WRAP73,26,6,14,11,7,11,3,1,24,4,4,0,7,0
RRM2B,102,53,104,53,35,61,17,19,73,1,8,5,20,7
SMARCAL1,6,1,0,0,0,4,0,0,0,0,0,0,0,0
G0S2,15,8,10,4,3,1,7,0,4,5,0,0,0,0
MINK1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CHST11,91,65,54,105,60,116,60,29,60,8,29,67,52,29
IL21R,1,2,0,5,0,0,0,0,2,0,0,3,3,0
ITSN2,5,7,14,1,12,0,0,0,8,3,0,0,2,5
DEF6,4,2,4,5,0,3,1,5,11,0,9,2,0,0
CUZD1,0,0,1,0,0,0,0,4,0,0,0,0,0,0
CYHR1,22,18,26,46,8,27,5,5,5,0,0,0,3,4
GEMIN4,27,39,54,39,30,33,24,17,26,0,1,8,8,14
PNPLA8,2,9,4,3,3,0,3,0,3,0,5,0,0,0
ARHGEF3,50,59,49,41,18,47,23,42,64,8,12,5,11,3
DCAF8,81,82,42,49,39,59,28,47,38,14,12,12,16,7
ASAP1,52,23,41,82,38,62,40,12,20,16,39,92,80,58
AK3,42,16,22,33,7,25,15,17,40,0,0,7,0,0
HP1BP3,36,36,30,67,42,70,29,30,43,20,6,37,52,20
COPS7A,41,26,21,54,24,30,18,9,24,2,1,2,10,1
NSDHL,36,40,26,36,9,23,13,22,6,0,2,12,0,24
TAS2R4,12,3,7,11,7,13,8,2,12,9,7,21,14,11
TAS2R14,0,0,0,0,3,5,0,0,0,2,0,0,4,0
F11R,19,17,14,22,7,6,2,4,11,0,0,0,0,1
VILL,1,1,0,0,0,2,0,0,0,0,0,0,0,0
SNHG32,555,275,310,534,282,499,197,161,408,6,16,185,195,102
PARD6A,0,0,0,1,1,3,0,0,0,0,0,0,0,0
STMN3,0,3,0,0,4,3,0,0,0,0,5,0,0,0
RNF141,6,2,9,1,6,7,0,7,5,0,0,2,1,0
HEBP1,13,11,20,36,7,30,5,7,18,0,0,5,0,0
SHANK1,4,1,1,5,1,5,1,4,2,0,6,0,0,0
TMED5,40,40,32,44,15,35,27,15,31,2,0,6,5,0
SLC35B3,11,7,10,9,2,12,3,5,21,0,2,5,0,0
MTERF3,9,4,1,4,10,7,0,2,0,0,0,4,4,0
TPRKB,2,18,3,1,2,0,0,6,9,0,0,13,4,0
MED31,22,23,4,10,5,7,18,8,2,0,0,7,7,0
COQ6,5,2,2,6,4,0,0,0,6,0,0,0,0,5
AMDHD2,5,5,0,0,3,0,0,0,0,0,0,0,0,0
SLC35C2,8,9,2,8,15,11,4,0,0,6,0,0,5,3
ASCC1,11,2,0,7,5,1,3,3,12,8,0,9,6,2
DERL2,15,17,10,29,12,21,8,14,18,0,0,2,0,0
EXOSC3,44,9,23,22,6,13,4,3,53,1,0,0,0,1
FAHD2A,2,0,0,7,0,1,0,0,4,0,0,0,0,0
PRELID3B,8,3,12,2,3,12,6,10,9,0,2,10,2,4
EXOSC1,2,4,12,3,2,6,1,0,0,0,0,0,0,0
TMED7,10,22,13,6,9,9,13,10,21,0,1,6,2,4
ISOC1,0,3,6,0,6,2,0,0,7,0,0,0,0,0
EMC9,3,4,2,0,1,6,0,1,3,0,0,0,0,0
RRP15,15,20,1,14,7,29,0,12,5,0,5,5,3,4
HDDC2,16,8,16,0,0,1,2,7,16,0,0,0,1,0
MRPS16,26,49,14,49,29,17,27,11,16,0,0,9,13,6
GLRX2,9,9,4,8,10,11,3,0,8,0,0,0,0,9
MRPS18C,3,5,7,2,2,0,0,3,5,0,0,5,3,0
FIS1,13,0,3,0,0,3,0,1,0,0,0,0,5,0
PAM16,2,0,3,0,1,3,0,0,0,0,0,0,0,0
GOLT1B,30,7,15,5,9,10,1,1,11,1,0,0,1,6
BOLA1,8,6,5,10,0,4,15,1,3,0,0,6,0,0
VPS36,21,35,27,12,18,39,5,9,12,5,3,15,9,4
DESI2,8,9,7,16,0,11,4,0,13,0,3,1,4,0
GLOD4,17,12,6,9,10,5,0,5,0,0,0,6,0,4
UBXN1,4,5,4,30,5,27,3,26,9,5,2,34,8,2
ZNF593,58,79,56,60,9,33,45,20,51,0,7,11,5,10
ZBTB7B,0,2,1,0,0,0,0,0,0,0,0,0,0,0
GMNN,95,57,40,78,47,83,51,39,34,2,3,3,47,22
PLEKHA8P1,17,4,3,2,9,5,5,0,2,0,2,3,0,2
LAP3,10,1,7,8,2,9,2,0,2,0,0,0,0,0
WDPCP,0,1,1,6,0,7,0,0,0,0,0,0,0,0
ZNF691,0,0,0,0,0,0,7,0,0,0,0,0,0,0
TXNDC12,48,22,36,40,47,43,14,5,40,6,2,22,12,10
TXNDC11,16,7,11,42,9,9,5,7,9,0,5,24,6,3
RPS27L,9,7,10,23,10,7,6,9,3,0,0,0,4,0
YARS2,10,5,2,8,1,11,13,5,1,0,0,0,2,0
NMD3,12,15,4,28,2,2,8,0,4,0,0,4,0,0
MRPL2,3,0,0,3,8,2,3,0,9,0,0,0,6,0
NOSIP,5,9,0,8,2,8,0,4,0,0,1,3,0,0
DERA,2,3,4,1,1,9,3,2,12,1,1,0,3,0
