GENE,VHL_6h,VHL_3h,DMSO_3h,DMSO_6h
N4BP2,4.0,7.0,53.0,3.0
ATF7IP,15.0,39.0,211.0,23.5
FAM222B,25.5,36.0,105.0,21.5
C1orf112,0.0,1.5,2.0,0.0
HHAT,0.0,0.0,2.0,0.0
ZFP64,4.0,1.5,17.5,4.5
DNAJC11,5.5,9.5,35.5,7.0
VPS35,7.0,9.5,44.5,12.5
ARFGAP1,6.0,15.5,37.0,5.0
NAXD,11.5,16.0,49.5,13.0
ENAH,3.0,5.5,38.0,3.5
EDEM2,10.5,10.5,31.0,12.0
CHFR,4.0,12.0,35.5,5.5
COA1,8.5,24.5,77.0,16.0
AP5M1,1.0,3.0,20.0,1.5
NUP133,3.0,3.0,10.5,3.0
CNDP2,30.5,32.5,64.0,28.5
CCAR1,6.0,10.0,32.5,5.0
AGK,0.0,0.0,0.0,0.0
TMEM184C,4.5,7.0,36.5,5.0
SEPTIN11,4.0,7.0,33.5,1.5
OGDHL,0.0,0.0,0.0,0.0
TMEM30A,15.0,18.5,77.5,13.5
CDK5RAP2,13.0,35.0,94.0,16.0
INTS9,10.0,16.5,46.0,13.5
RCOR3,12.0,18.0,100.0,13.5
WDR12,0.5,3.0,15.5,3.0
DHX32,0.0,1.0,3.0,0.0
TTC17,11.0,20.0,68.5,13.5
ZNF701,1.5,8.0,26.5,4.0
EXOC1,2.5,2.0,15.0,3.5
IFT122,0.0,0.5,0.5,0.0
INAVA,4.0,5.0,35.5,7.0
H2AJ,1.0,2.0,12.5,4.0
NGLY1,4.5,3.5,26.0,4.0
EXOC2,4.5,7.0,23.0,4.5
PRR11,36.5,62.5,225.5,57.0
TBC1D23,6.0,8.0,32.0,5.0
TDP1,7.0,14.5,57.5,10.0
SAYSD1,2.0,2.5,9.5,3.5
MBD5,0.0,0.0,0.0,0.0
ZNF839,0.5,1.0,3.0,0.5
CFAP44,2.5,1.5,8.5,3.5
ERMARD,0.0,0.0,0.0,0.0
RIOK2,6.0,11.5,38.0,7.5
CMTR2,7.5,7.0,47.5,7.5
FGD6,0.0,1.0,5.0,0.0
TXLNG,15.0,33.0,143.5,21.5
LMBRD1,1.0,0.5,2.0,0.0
DEPDC1B,4.0,5.0,9.5,3.5
CSGALNACT1,0.0,0.0,3.5,1.0
LRIF1,3.5,7.0,36.0,6.5
MINDY1,0.0,1.0,2.0,0.0
DDX28,7.0,16.0,30.0,14.0
PCID2,2.5,2.0,8.5,2.0
MBNL3,4.5,8.0,22.5,4.5
METTL2B,2.5,5.5,26.5,1.5
CACNA2D3,0.0,0.0,3.5,1.5
DCP1A,24.5,59.5,177.5,33.0
ADAP2,0.5,0.0,1.5,0.0
LRP2BP,0.0,0.0,0.0,0.0
TRERF1,6.0,6.0,18.0,11.5
FOXJ2,13.5,18.0,74.0,12.0
SPATA7,0.0,0.0,0.0,0.0
UTP6,2.5,5.0,23.0,1.5
BDP1,13.5,21.5,88.0,11.5
KDM3A,9.0,7.5,44.5,10.0
RNF130,0.5,0.0,1.5,0.0
VPS11,2.5,4.5,12.0,3.0
PAG1,66.0,130.0,385.5,58.5
PECR,1.0,0.0,0.0,1.0
DCAF6,1.0,0.0,6.0,0.0
SELENOS,6.0,12.5,40.5,6.5
GLT8D1,4.5,2.0,14.0,3.0
EMC3,2.0,4.0,8.5,2.5
CAND1,5.0,8.0,38.5,9.0
UBAP2,11.0,17.0,59.5,12.5
CENPJ,54.5,149.0,445.0,58.5
EAPP,13.0,12.5,47.5,16.0
CENPN,10.0,17.5,72.0,9.5
EAF2,0.5,0.5,1.5,0.0
WWC3,3.5,6.5,22.0,1.0
ARHGAP15,0.5,0.0,3.5,0.0
PPP2R2D,3.5,12.5,42.5,7.0
BRK1,15.0,17.0,62.0,13.5
ITFG2,2.5,6.5,24.5,5.5
CISD1,2.5,1.0,4.5,4.0
PLGRKT,0.0,0.5,1.5,0.0
USE1,0.5,1.0,5.5,1.0
PSENEN,1.5,2.0,6.5,1.0
TEX2,10.0,14.5,52.5,13.5
IDI2-AS1,0.0,0.0,1.0,0.0
ZC3H15,18.0,32.5,99.5,19.0
ACOT13,5.5,1.5,6.0,4.0
KIZ,0.0,0.0,0.5,0.0
TMEM165,2.5,2.5,21.5,2.0
BEX1,9.5,5.5,28.0,15.0
ACTR10,0.0,2.0,5.0,0.5
DBNDD2,0.5,0.5,2.0,0.5
ECHDC1,13.0,21.5,82.0,17.0
TMEM126B,1.0,0.0,4.5,0.0
HDAC8,3.5,6.5,19.5,6.0
ASH1L,14.0,35.5,145.5,23.0
CBWD1,0.0,0.5,2.5,0.5
PBK,4.0,6.5,35.0,5.5
GSDMB,0.0,0.0,0.5,0.0
WSB2,2.0,5.0,21.0,3.0
GPRC5C,2.5,4.5,15.0,2.0
MYNN,7.5,8.5,51.0,12.5
ZNF395,18.0,25.5,62.5,25.0
MESP1,0.5,0.0,0.0,0.0
UNC45A,2.5,3.0,9.0,3.5
ZNF302,33.5,32.5,130.5,25.0
ACSS2,0.5,1.0,2.5,0.0
KMT2E,5.0,5.0,11.5,2.0
RNF114,18.0,37.5,137.0,19.5
CMAS,1.0,1.0,3.5,0.0
BIN3,9.0,16.5,29.0,6.5
APOBR,2.0,3.0,11.5,0.5
ERBIN,13.0,29.5,144.0,19.0
LANCL2,1.5,7.0,16.0,2.5
NXT2,1.0,1.5,10.0,2.0
CTTNBP2NL,3.5,5.0,14.0,5.0
RCC2,54.5,125.5,422.0,63.5
NKRF,2.0,8.0,31.0,6.0
INKA2,0.5,2.5,12.5,4.0
DMAP1,0.0,0.0,1.0,0.0
MYO5C,0.0,0.0,0.0,0.0
APOM,0.0,0.0,0.5,0.0
ZMAT5,1.5,0.0,3.5,0.0
LIN37,0.0,0.0,1.0,0.0
KLHL9,9.0,31.5,106.5,17.0
SULF2,0.0,0.0,0.5,0.0
SEPTIN3,0.0,2.5,12.5,1.5
NDUFA12,2.5,4.5,24.0,4.0
NSFL1C,24.5,45.5,112.5,46.0
RAB5IF,29.0,41.5,96.5,16.0
BAIAP2L1,0.0,0.0,0.0,0.0
SLC25A40,5.0,5.0,31.0,6.0
BCAP29,2.5,4.5,18.0,2.0
SLC50A1,3.5,4.0,16.0,4.5
KLHL7,1.5,1.0,8.5,1.5
NXF3,1.0,0.0,0.0,0.0
MYDGF,4.5,17.0,47.0,7.0
SMG9,13.5,17.0,30.0,10.5
BARX1,3.5,3.0,10.0,0.5
PDGFC,0.0,1.0,2.0,0.0
ALG1,2.5,6.5,16.0,7.5
UBFD1,12.5,23.5,77.5,17.5
TMEM234,1.0,1.5,5.0,1.0
PCDHGC5,8.0,22.0,65.0,12.0
PCDHGC4,8.0,22.0,65.0,12.0
PCDHGB7,8.0,22.0,65.0,12.0
PCDHGB6,8.0,22.0,65.0,12.0
PCDHGB5,8.0,22.0,65.0,12.0
PCDHGB3,8.0,22.0,65.0,12.0
PCDHGB2,8.0,22.0,65.0,12.0
PCDHGB1,8.0,22.0,65.0,12.0
PCDHGA11,8.0,22.0,65.0,12.0
PCDHGA10,8.0,22.0,65.0,12.0
PCDHGA9,8.0,22.0,65.0,12.0
PCDHGA7,8.0,22.0,65.0,12.0
PCDHGA6,8.0,22.0,65.0,12.0
PCDHGA5,8.0,22.0,65.0,12.0
PCDHGA4,8.0,22.0,65.0,12.0
PCDHGA3,8.0,22.0,65.0,12.0
PCDHGA2,8.0,22.0,65.0,12.0
PCDHGA1,8.0,22.0,65.0,12.0
PCDHGB8P,0.0,0.0,0.5,0.0
PCDHB10,0.0,0.0,0.0,0.0
TEX15,0.5,0.0,0.5,0.0
TEX12,0.0,0.0,0.5,0.0
NSMCE3,7.0,7.0,23.0,4.5
ANKH,4.0,12.0,37.0,3.5
MOSPD1,1.0,2.0,11.5,1.0
MTFR1L,6.5,5.5,39.0,6.5
FAM214A,2.0,6.0,25.5,3.0
ZNF253,8.5,22.0,100.5,13.0
MRAP,0.0,0.0,0.0,0.0
YLPM1,2.5,5.0,17.0,3.0
RNF20,2.0,3.5,14.0,4.0
TMX4,8.0,21.5,93.0,11.5
MEPCE,22.0,29.5,122.5,22.5
CTNNBL1,2.0,1.0,2.0,1.0
C8orf44,2.0,2.0,10.5,1.5
GPCPD1,14.0,17.5,81.0,15.5
LRRC8A,14.0,31.0,74.5,16.5
KYAT3,1.5,1.0,6.5,2.0
WDR45B,30.5,49.5,138.5,40.5
SLC7A10,0.0,0.0,0.0,0.0
METTL3,0.5,1.5,4.5,1.5
PPAN,8.0,20.5,42.0,7.5
LTB4R2,0.5,2.0,4.5,0.0
CTPS2,0.0,0.5,2.0,1.5
EIF4ENIF1,3.5,6.5,16.5,2.0
KCNQ5,5.5,8.0,46.5,4.5
DNAJC12,0.0,0.0,0.5,0.0
CHST7,0.0,0.0,0.0,0.0
ERO1B,0.5,0.0,0.0,0.0
SLC2A9,0.0,0.0,0.0,0.0
DIABLO,10.0,14.0,39.0,9.5
INPP5E,3.5,8.5,17.5,2.0
BCCIP,11.5,24.5,80.5,16.5
EIF5A2,3.5,5.5,31.5,2.0
CLDND1,5.0,5.0,22.0,3.0
TWNK,50.5,97.5,253.0,60.5
NPDC1,1.0,0.5,5.0,1.0
POLE4,1.5,1.5,7.0,1.0
TRIM39,6.5,13.0,31.5,6.0
KCNK13,0.0,0.0,1.5,0.0
KCNK12,0.0,0.0,0.0,0.0
VTRNA1-3,0.0,0.0,0.5,0.0
PANX2,1.0,0.5,0.0,0.0
SUCNR1,0.0,0.0,0.0,0.0
AKIP1,1.0,1.0,7.0,1.0
C11orf16,0.0,0.0,0.0,0.0
TMEM9B,6.0,8.5,34.5,4.5
NRIP3,14.5,31.0,125.0,24.5
SAR1A,22.5,46.5,175.0,20.5
CFAP298,15.5,11.0,56.0,15.0
JPH1,0.0,0.0,0.0,0.0
SLC2A4RG,13.5,19.5,70.5,16.0
ZC3HAV1,51.5,80.5,220.5,64.5
SLAMF8,2.5,3.0,13.5,2.5
GPR137,0.0,0.5,0.0,0.0
SPHK2,2.0,3.5,8.5,3.0
GRIPAP1,1.5,2.0,7.5,0.5
EMC7,5.0,5.5,19.5,4.5
RAD18,11.5,30.0,119.0,22.0
CELF4,0.0,0.0,0.0,0.0
CDC42SE1,56.5,137.0,511.0,60.0
FSTL5,0.0,0.0,0.0,0.0
UGGT1,25.0,47.5,184.0,48.0
KCMF1,10.5,8.5,59.5,8.0
TM9SF3,31.5,54.0,241.0,25.0
MDM1,1.0,3.0,13.5,3.0
TCIM,0.0,0.0,0.0,0.0
UBQLN4,14.5,34.5,111.0,15.0
AGPAT3,8.5,19.5,90.5,12.5
AGPAT4,3.5,13.0,31.0,2.0
WRNIP1,6.0,1.0,9.0,3.5
BDH2,2.0,0.5,3.5,1.0
ANKS1B,4.0,3.0,4.0,7.0
TMEM167B,26.0,25.5,136.5,22.5
NDUFA4L2,0.0,0.0,0.0,0.0
PNO1,11.0,16.0,67.0,10.0
SH3GLB2,0.0,0.0,2.5,0.0
C15orf39,69.5,142.5,240.5,58.5
THAP10,0.5,1.0,2.5,1.0
SPIRE1,0.0,1.5,4.5,0.5
STARD7,56.5,129.0,433.0,88.5
MAP3K7CL,0.5,1.0,3.5,1.0
IFT46,0.0,1.5,4.5,0.5
C1GALT1,8.5,12.5,77.5,5.0
EXOSC5,1.0,3.0,3.5,1.0
SMARCAD1,11.5,11.5,66.5,16.5
MEIS3,0.0,0.0,0.0,0.0
DHX33,17.5,53.0,153.5,29.5
SEMA3G,13.5,25.5,104.0,10.0
MCCC1,7.0,8.5,36.0,15.5
PAK6,0.0,0.0,0.0,0.0
LXN,0.0,0.0,0.0,0.0
NCLN,19.0,23.0,86.0,11.5
GPR108,1.5,2.0,5.0,1.5
SPPL2B,7.0,8.0,18.0,3.5
FEM1C,11.5,13.0,76.0,10.5
DUS3L,2.0,3.5,5.5,1.0
SMCO4,0.0,0.0,2.5,0.0
ARNTL2,1.5,3.5,3.5,1.5
DUSP22,3.0,3.5,10.5,2.5
HMCES,2.5,6.0,14.0,2.5
CMC2,4.0,9.0,26.0,4.0
ENY2,13.0,27.5,96.0,31.0
OLFML3,0.0,0.0,0.0,0.0
MRPS22,2.5,0.0,4.5,0.5
EMSY,9.0,12.5,44.0,6.0
MFF,1.0,2.0,8.5,1.5
SDR39U1,1.5,1.0,8.0,3.5
XAB2,0.5,0.5,0.5,0.0
SMYD2,0.5,0.5,3.5,0.0
C5orf15,4.0,3.5,35.5,6.5
NT5M,0.0,1.0,1.0,0.0
NIT2,0.5,2.0,4.0,0.5
OTUD7B,10.5,14.0,74.0,7.0
WDR93,0.5,0.0,0.0,0.0
PARP6,3.0,4.5,22.0,3.5
ATXN7L3,22.5,70.5,203.0,29.0
CEACAM19,1.0,0.0,4.0,0.0
FAM20C,2.0,2.5,10.0,2.0
STOX2,5.0,3.5,19.5,9.0
PRDM8,0.5,0.0,2.0,0.5
PRDM10,5.5,5.0,27.0,3.0
PRDM11,0.0,0.0,0.5,0.0
POGLUT1,15.0,15.5,83.5,8.0
PSMG2,3.0,3.0,13.0,3.5
ADPRM,0.0,0.0,3.5,0.0
DTWD1,3.0,2.5,13.5,2.5
BBX,5.5,10.5,47.5,4.5
CDC42SE2,24.5,39.5,190.0,34.0
KIF15,3.0,4.0,27.5,5.5
TOMM22,86.0,80.0,163.5,93.0
CHPT1,0.0,0.0,0.0,0.0
TULP4,6.0,11.0,38.5,6.5
SLC12A9,2.0,1.0,6.0,0.0
COQ8A,16.5,25.0,52.0,30.0
CTNNBIP1,1.5,2.0,3.5,1.0
GSN-AS1,0.0,0.0,0.0,0.0
SDHAF3,0.5,1.5,6.0,2.5
YAE1,1.0,0.0,7.0,1.0
CCDC47,20.0,30.0,104.5,23.0
ACKR3,0.0,0.0,0.0,0.0
COQ9,5.5,11.0,34.0,4.0
CCNL1,34.5,47.5,166.0,50.0
CIAPIN1,5.5,10.5,32.5,7.0
VPS35L,0.5,1.5,4.0,1.5
PDXP,36.5,89.5,222.5,51.5
SLC17A7,0.0,0.5,1.0,0.0
RSRP1,68.0,155.0,442.5,77.0
ANKMY2,2.5,5.0,17.5,4.0
RARS2,3.0,5.5,34.0,6.5
TWSG1,2.5,5.0,15.5,2.0
PLSCR3,0.5,1.5,2.0,0.0
UTP3,6.5,7.5,28.0,5.5
CHRNA10,0.0,0.5,4.5,0.0
PCBP4,1.0,0.5,2.0,0.5
57061,0.0,0.0,1.5,0.0
DDX24,10.5,26.5,56.0,18.5
KNL1,2.5,6.5,24.0,4.5
AGTRAP,2.5,2.0,4.5,0.5
ENTPD7,6.0,10.0,54.0,7.0
CASS4,0.0,0.0,0.5,0.0
PCNP,8.0,16.5,67.0,14.0
PITHD1,17.5,26.0,71.0,21.0
RPGRIP1,0.0,0.0,0.0,0.0
PARP11,3.0,4.5,25.0,2.5
AVEN,2.5,6.5,13.0,3.5
C12orf4,8.5,14.5,54.5,14.5
TIGAR,8.5,14.5,54.5,5.5
PNPLA2,2.5,2.0,11.5,1.5
CYSLTR2,0.0,0.0,0.5,0.0
NAT14,8.0,7.5,17.0,8.5
PDSS2,5.0,3.5,12.0,2.5
REXO4,15.5,27.5,81.0,17.0
ZNF695,4.5,6.5,28.0,7.0
INTS12,0.0,1.5,5.0,2.5
CAMK1D,2.5,1.5,10.5,4.0
GOPC,12.5,23.0,88.5,15.5
LPAR5,6.0,4.5,7.5,4.0
NUP107,0.0,1.0,2.0,1.5
LYRM4,1.5,0.5,6.5,1.0
MRPL47,0.5,3.0,7.0,3.0
ATP13A1,3.5,5.0,12.0,3.0
CHMP1B,28.5,37.0,124.0,36.5
MAN1C1,1.0,2.5,8.0,0.5
APMAP,3.0,6.5,24.5,4.0
RNPEPL1,2.5,4.0,11.0,2.5
RTN4,19.5,32.0,94.5,24.5
ADCK1,0.5,0.5,6.0,1.0
PAK5,0.0,0.0,1.5,1.5
TMEM159,2.0,1.0,4.0,2.5
SCYL3,1.5,1.0,11.0,4.0
RALGAPB,17.5,33.5,116.5,18.5
LYRM1,2.0,3.0,13.0,2.5
SMIM8,2.0,0.0,6.0,0.5
SLC44A2,0.5,3.0,6.0,1.0
SMURF1,30.0,77.0,252.5,37.5
PHTF2,2.5,8.5,38.5,4.5
JPH2,0.0,0.0,0.0,0.0
PELI2,0.0,1.0,7.5,0.0
PELI1,3.5,1.5,3.0,2.5
GJC2,0.0,0.0,1.0,0.0
SALL4,0.0,0.0,0.0,0.0
ASPHD2,1.0,2.5,6.5,2.0
ZNFX1,30.0,51.5,137.0,34.5
DOLPP1,15.5,23.5,101.0,14.5
CORO1B,0.0,0.5,2.5,0.0
VARS2,1.5,1.0,3.0,1.0
ZMIZ1,148.0,395.0,1291.5,172.0
KIAA1191,12.0,28.0,105.0,16.5
ACTR3B,0.5,0.5,3.5,1.0
SLC39A10,2.0,4.5,21.5,2.0
ANKRD50,0.5,4.0,15.5,3.0
FAM219B,22.5,29.5,124.5,22.0
NIPAL3,3.0,3.5,13.0,3.5
RALGAPA2,6.0,13.5,34.0,13.5
THOC2,1.0,3.5,16.0,2.5
DENND11,21.5,37.0,170.0,20.0
SELENON,2.0,3.0,7.0,1.5
VN1R1,0.0,0.5,2.0,0.5
MCOLN1,0.5,0.0,1.0,0.0
ATP10A,7.0,16.0,54.0,5.5
ATP8B2,0.0,1.0,5.5,0.0
ATP10D,2.5,1.0,3.0,0.5
ZNF248,3.5,2.0,8.0,1.5
SLC45A4,20.0,31.5,82.0,24.5
TP73-AS1,0.0,0.0,0.0,0.0
SPRYD7,1.0,3.0,7.0,0.5
CEMIP,0.0,0.0,0.0,0.0
THAP11,15.5,27.5,55.0,15.5
TTC7A,20.0,52.5,90.0,20.5
ERGIC1,5.5,10.5,34.5,9.5
PPP4R3B,12.0,20.5,115.5,14.0
NHSL1,3.0,7.5,20.0,2.5
LYRM2,48.0,76.0,263.0,52.5
SMAGP,0.0,0.0,0.0,0.0
SNX14,1.0,0.0,3.0,0.0
LINC00869,12.0,26.0,96.0,9.0
DANCR,25.0,24.5,99.5,45.0
KAT14,4.0,1.5,6.5,2.5
PBXIP1,2.5,1.0,7.0,3.5
CBX8,2.0,2.0,7.0,0.0
RCN3,0.0,0.0,1.5,0.0
ZNF286A,30.5,62.0,242.0,45.0
SENP7,2.5,4.0,11.0,0.5
JPH3,0.0,0.0,0.0,0.0
ZNF304,7.5,9.5,35.0,5.0
TTYH1,0.0,0.0,0.0,0.0
MRS2,7.0,20.0,75.0,15.0
CLK4,3.0,2.0,26.5,4.5
RAB22A,18.5,39.5,168.0,18.0
CYP20A1,9.5,10.0,50.5,10.0
SPC25,0.5,0.5,2.0,0.0
ABHD6,0.0,0.5,4.0,0.5
NMRAL1,1.0,0.0,1.5,1.0
MIF4GD,2.5,4.5,10.0,4.0
SCYL1,1.5,3.5,6.5,1.0
AS3MT,0.0,0.0,0.5,0.0
TMIGD3,0.0,0.0,0.0,0.0
RHBDD2,3.5,4.5,9.5,5.0
C3orf14,3.0,3.0,20.5,4.0
WDR18,2.5,2.0,5.0,2.0
SLC24A3,0.0,0.0,0.0,0.0
NDRG3,6.0,6.5,10.5,7.0
NDRG2,0.0,0.0,0.0,0.0
BIRC6,2.0,7.5,27.5,3.5
REXO1,8.5,11.0,37.0,5.0
KIAA1143,17.5,36.5,132.5,26.5
TMCC3,0.0,0.0,0.0,0.0
GATAD2B,22.0,67.0,266.5,32.0
PPM1H,0.0,0.0,1.0,0.0
ISY1,13.5,18.0,70.0,11.5
MYORG,1.5,1.0,7.5,2.5
AMIGO1,0.0,0.0,0.0,0.5
STRIP2,1.5,4.0,9.5,1.0
TBC1D24,9.5,18.0,61.0,6.5
SCAF4,4.0,15.5,28.0,6.5
SLC12A5,0.0,0.5,5.5,0.0
LRRC47,10.0,12.0,44.5,7.0
ERMN,0.0,0.5,0.0,0.0
CNOT6,12.0,19.0,123.5,16.0
ZNF512B,4.0,8.5,35.5,6.5
ZNF490,12.5,20.5,80.0,17.5
PLEKHH1,1.0,1.5,4.5,1.0
GRAMD1B,2.0,4.0,13.0,4.0
USP31,18.0,46.0,178.5,19.5
PRR12,4.0,6.5,21.5,2.0
CRACD,0.0,0.0,4.5,0.0
NLN,12.5,20.5,65.0,15.5
ESYT2,23.5,53.5,174.5,24.0
ODF2L,3.0,3.0,16.0,2.0
AHRR,251.0,736.5,1787.5,228.0
ARID1B,10.5,14.0,57.5,12.5
HEG1,57.0,136.0,303.5,52.5
RIMKLB,0.0,0.5,3.5,0.0
NWD2,0.0,0.0,0.0,0.0
MRTFB,4.5,9.0,52.5,5.0
KIDINS220,5.5,15.0,53.5,9.0
MTA3,0.0,0.5,3.0,1.0
AARS2,7.5,11.0,54.0,7.5
MAVS,33.0,50.0,225.5,31.0
ZNF608,0.0,0.5,2.0,1.0
INTS2,14.5,15.0,82.5,14.5
MTUS1,0.0,0.0,1.0,0.0
XPO5,33.5,55.5,171.0,27.5
COG6,1.0,2.0,9.5,0.0
CASKIN2,0.0,0.0,0.0,0.0
ARHGAP31,0.5,0.5,12.0,2.5
SERINC1,21.5,39.5,127.0,33.5
STARD9,0.5,1.5,1.0,0.0
HECW2,1.0,0.0,0.5,0.0
RPTOR,9.0,11.5,25.5,5.5
SRGAP1,0.0,0.0,5.5,0.0
CASKIN1,0.0,0.5,0.0,0.0
PCDH19,0.0,0.0,0.0,0.0
RTL9,0.0,0.0,0.0,0.0
CGN,0.0,0.0,0.0,0.0
HACE1,0.5,5.0,15.5,1.5
NUFIP2,107.5,255.0,1145.5,112.0
TBC1D14,30.5,58.0,133.0,26.0
MIB1,7.5,25.5,129.5,13.0
KIAA1328,2.0,1.0,5.5,1.0
SORCS2,0.0,0.0,0.0,0.0
ALPK3,0.0,0.0,1.0,0.0
WDR35,5.5,8.0,26.5,7.0
DISP3,0.0,0.0,0.0,0.0
ZNF398,38.0,81.0,275.5,45.5
KLHL42,8.5,17.0,85.5,8.0
TXNDC16,0.0,0.0,5.0,0.5
CC2D2A,0.0,0.0,0.0,0.0
PDP2,24.0,41.0,168.0,26.5
ZNF624,4.0,2.0,18.0,7.0
TAOK1,49.5,115.0,531.0,50.5
NCEH1,13.0,8.0,49.5,11.0
MICAL3,2.5,17.0,55.0,11.5
NLGN2,0.5,2.0,7.5,0.5
SEMA6A,0.0,0.0,0.0,0.0
USP35,1.5,2.0,3.5,0.5
STAMBPL1,0.0,0.0,0.0,0.0
IFT80,2.5,2.5,17.0,2.5
ARRDC3,30.5,33.0,74.0,28.0
CEP126,0.0,0.0,2.5,0.0
KLHL8,22.5,32.5,151.0,17.5
ZNF319,7.5,17.5,51.0,12.0
SIPA1L2,1.5,3.0,8.5,3.5
TRMT5,5.5,13.5,47.5,3.5
CARNS1,0.0,0.0,0.5,0.0
DOCK6,0.0,0.0,0.0,0.0
PCDH10,0.0,0.0,0.0,0.0
KIF17,0.0,0.0,0.5,0.0
CCDC191,0.0,0.0,0.5,0.0
FAM135A,0.0,0.0,3.0,0.0
PREX1,17.5,21.5,68.5,14.5
TMEM181,11.0,28.5,115.0,19.0
ARHGAP21,0.5,0.5,2.5,0.0
CRAMP1,28.5,61.0,234.5,37.0
CFAP97,9.0,10.0,56.5,10.0
RIC1,5.5,13.5,44.5,7.5
WDFY1,13.0,24.0,85.5,16.5
MRTFA,27.5,52.5,127.5,39.5
ZNF687,8.0,13.0,38.0,10.5
EBF4,0.0,0.0,0.0,0.0
HOMEZ,0.5,0.0,3.5,0.5
BEGAIN,0.0,0.0,0.0,0.0
BAHCC1,29.0,68.0,262.5,34.0
WDR48,8.0,13.5,43.5,14.5
FNIP2,0.0,2.0,3.5,0.5
USP36,28.5,52.5,167.5,23.0
PITPNM2,2.0,2.0,12.5,1.0
SLAIN2,13.5,14.5,91.0,13.0
JCAD,0.0,0.0,1.0,0.0
DIP2B,20.0,28.0,102.5,21.5
RANBP10,16.0,32.5,86.0,17.5
FAM234B,3.0,3.0,12.0,2.5
RELCH,7.0,12.5,38.0,9.0
TSHZ3,0.5,4.0,20.0,2.5
VPS18,13.5,15.5,42.5,10.0
STIM2,7.0,12.0,46.5,12.5
ZBTB2,19.0,32.5,123.0,25.0
LRFN1,0.5,0.5,4.5,0.5
ZFAT,5.0,6.0,18.0,6.0
SH3RF1,5.0,10.0,55.5,12.0
EP400,18.5,26.5,118.5,16.0
ARHGAP23,3.5,6.5,31.0,5.5
CCDC146,0.0,0.0,0.5,0.0
MYH7B,0.0,0.0,0.0,0.0
POGK,31.0,56.0,212.0,29.0
USP28,1.0,3.5,12.5,3.0
DHX37,6.0,11.0,34.5,8.5
KIAA1522,0.0,0.0,0.5,0.0
PHF12,11.5,18.0,72.0,12.0
CIP2A,0.0,1.0,5.5,1.5
STRA6LP,3.0,0.5,12.5,1.0
UVSSA,1.0,3.0,6.5,1.5
GRAMD1A,3.0,3.0,6.5,0.5
HCN3,0.5,2.5,3.5,1.5
CALCOCO1,0.0,0.0,3.5,2.0
ZBTB4,11.0,17.5,81.5,16.5
PHRF1,4.5,0.5,9.5,2.0
PLEKHA4,0.0,0.0,0.0,0.0
RDH14,2.5,5.5,16.5,2.5
FBRSL1,6.0,7.0,36.5,2.0
EPB41L5,0.0,0.0,0.5,0.0
BEND3,5.5,17.0,58.5,5.5
RNF213,23.0,14.5,44.0,9.0
ZFP14,5.5,6.0,18.0,5.5
GPAM,5.5,5.0,31.0,6.0
ALS2,3.0,3.5,21.0,3.0
CHD8,8.5,7.0,32.5,8.0
ZDBF2,0.0,0.0,0.0,0.0
ZBTB26,1.0,6.0,22.0,1.5
CACHD1,0.0,0.0,0.0,0.0
VAT1L,1.0,3.5,14.0,3.0
ZSWIM6,3.5,7.5,31.0,3.0
TNRC6C,10.5,11.0,52.5,6.0
KIAA1586,0.5,3.0,9.5,1.5
ZNF317,69.0,154.0,486.0,84.5
USP37,27.0,45.5,178.0,21.0
DDX55,25.5,36.0,127.0,28.0
FANCM,0.0,0.0,1.5,0.0
SHTN1,0.5,1.0,9.0,0.0
CPNE5,0.0,1.5,3.0,0.0
FAM160B1,7.0,7.5,42.5,8.5
NCKAP5L,0.5,0.5,3.0,0.5
CWC22,2.5,6.0,14.0,3.5
GBA2,1.5,6.5,12.0,1.0
WDFY4,3.5,2.5,10.5,2.5
DENND1A,4.0,6.5,26.0,4.5
MEAK7,0.0,1.0,2.5,0.0
MIER1,15.5,22.0,75.0,12.0
KIAA1614,0.0,0.0,0.0,0.0
ZNF529,8.5,14.0,61.0,10.5
SFMBT2,41.0,107.0,380.5,68.0
SEMA4G,0.0,0.0,0.0,0.0
PRX,0.0,0.0,1.0,0.0
ANO8,2.5,2.0,9.0,1.0
GPR107,19.0,36.5,124.5,20.5
METTL14,8.5,12.5,55.5,12.5
EPG5,6.0,9.5,46.5,11.0
NCOA5,20.5,30.0,126.0,23.5
WDR19,0.0,1.5,2.0,0.0
SPTBN4,0.0,0.0,0.0,0.0
ZFYVE28,0.5,1.5,2.5,0.5
TRIB3,25.5,45.0,85.0,26.5
ANKRA2,0.0,0.0,1.0,0.5
RBAK,61.5,75.5,342.0,56.5
MARK4,6.5,6.5,20.0,4.5
SUGP1,1.0,2.0,5.5,2.0
GATAD1,16.0,16.0,60.0,14.0
RAB40C,6.0,9.5,27.0,7.0
HES4,0.0,0.0,0.0,0.0
POLD4,14.0,15.0,34.5,15.5
CCAR2,39.0,61.0,164.5,42.0
LSM2,13.5,17.5,45.5,11.5
CCNB1IP1,4.0,4.0,10.5,2.0
CCDC181,0.0,0.0,0.0,0.0
SLAMF7,1.5,0.5,1.5,0.0
RAP2C,6.5,18.5,64.5,6.0
C6orf47,9.0,20.5,63.0,9.0
SLC4A5,0.0,0.0,1.0,0.0
ZNF410,13.5,22.0,83.0,21.0
SLC46A2,0.0,0.0,0.0,0.0
PTBP2,9.5,16.0,83.0,9.0
