chr	start	end	interval_id	num_peaks	num_samples	MV411_1_320_R1.bool	MV411_3_568_R1.bool	MV411_7_714_R1.bool	MV411_8_715_R1.bool	MV411_1_320_R1.fc	MV411_3_568_R1.fc	MV411_7_714_R1.fc	MV411_8_715_R1.fc	MV411_1_320_R1.qval	MV411_3_568_R1.qval	MV411_7_714_R1.qval	MV411_8_715_R1.qval	MV411_1_320_R1.pval	MV411_3_568_R1.pval	MV411_7_714_R1.pval	MV411_8_715_R1.pval	MV411_1_320_R1.start	MV411_3_568_R1.start	MV411_7_714_R1.start	MV411_8_715_R1.start	MV411_1_320_R1.end	MV411_3_568_R1.end	MV411_7_714_R1.end	MV411_8_715_R1.end	MV411_1_320_R1.summit	MV411_3_568_R1.summit	MV411_7_714_R1.summit	MV411_8_715_R1.summit
chr17	28515252	28516815	Interval_6490	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.40633	NA	NA	NA	18.87055	NA	NA	NA	22.78514	NA	NA	NA	28515252	NA	NA	NA	28516815	NA	NA	NA	278
chr17	28517149	28518399	Interval_6491	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.4851	13.46127	NA	NA	8.22273	28.7842	NA	NA	12.43379	32.87488	NA	NA	28518151	28517149	NA	NA	28518353	28518399	NA	NA	114	1057
chr17	28719595	28719939	Interval_6492	1	1	TRUE	FALSE	FALSE	FALSE	8.36559	NA	NA	NA	10.7481	NA	NA	NA	14.74024	NA	NA	NA	28719595	NA	NA	NA	28719939	NA	NA	NA	129	NA	NA	NA
chr17	28879074	28879233	Interval_6493	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.77745	NA	NA	NA	3.70652	NA	NA	NA	6.85491	NA	NA	NA	28879074	NA	NA	NA	28879233	NA	NA	NA	43
chr17	28902938	28903371	Interval_6494	3	3	TRUE	FALSE	TRUE	TRUE	7.299	NA	5.33306	10.41959	12.52449	NA	8.40299	31.14644	16.58315	NA	12.62006	35.27073	28902938	NA	28903045	28902975	28903320	NA	28903265	28903371	248	NA	146	231
chr17	28916360	28916531	Interval_6495	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.48662	NA	NA	NA	3.53412	NA	NA	NA	6.66138	NA	NA	NA	28916360	NA	NA	NA	28916531	NA	NA	NA	131
chr17	28952197	28952685	Interval_6496	2	2	TRUE	FALSE	FALSE	TRUE	11.51877	NA	NA	7.94897	20.28005	NA	NA	12.61213	24.54655	NA	NA	16.3411	28952219	NA	NA	28952197	28952665	NA	NA	28952685	182	NA	NA	106
chr17	29140263	29140422	Interval_6497	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.26635	NA	NA	NA	1.31684	NA	NA	NA	4.04063	NA	NA	NA	29140263	NA	NA	NA	29140422	NA	NA	NA	56
chr17	29195497	29195802	Interval_6498	2	2	FALSE	TRUE	FALSE	TRUE	NA	7.17969	NA	3.85968	NA	6.18313	NA	2.25102	NA	11.02534	NA	5.16741	NA	29195497	NA	29195509	NA	29195802	NA	29195715	NA	172	NA	153
chr17	29294317	29294515	Interval_6499	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	8.9797	NA	NA	NA	16.78338	NA	NA	NA	21.21331	NA	NA	NA	29294317	NA	NA	NA	29294515	NA	NA	NA	94	NA
chr17	29401334	29401511	Interval_6500	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	29401334	NA	NA	NA	29401511	NA	NA	NA	72
chr17	29467909	29468138	Interval_6501	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.39417	NA	NA	NA	6.91612	NA	NA	NA	10.36624	NA	NA	NA	29467909	NA	NA	NA	29468138	NA	NA	NA	134
chr17	29500533	29500692	Interval_6502	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64608	NA	NA	NA	5.49628	NA	NA	NA	8.82579	NA	NA	NA	29500533	NA	NA	NA	29500692	NA	NA	NA	77
chr17	29536769	29536928	Interval_6503	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.48071	NA	NA	NA	4.96079	NA	NA	NA	8.25121	NA	NA	NA	29536769	NA	NA	NA	29536928	NA	NA	NA	103
chr17	29690125	29690411	Interval_6504	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.67914	NA	NA	NA	8.05307	NA	NA	NA	11.57391	NA	NA	NA	29690125	NA	NA	NA	29690411	NA	NA	NA	136
chr17	29854536	29854819	Interval_6505	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	10.69897	NA	NA	NA	28.7162	NA	NA	NA	32.80661	NA	NA	NA	29854536	NA	NA	NA	29854819	NA	NA	NA	127
chr17	29948087	29948281	Interval_6506	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.48071	NA	NA	NA	4.96079	NA	NA	NA	8.25121	NA	NA	NA	29948087	NA	NA	NA	29948281	NA	NA	NA	141
chr17	30040810	30040969	Interval_6507	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.43122	NA	NA	NA	4.90574	NA	NA	NA	8.17246	NA	NA	NA	30040810	NA	NA	NA	30040969	NA	NA	NA	67
chr17	30151806	30152087	Interval_6508	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.11054	NA	NA	NA	2.38071	NA	NA	NA	5.34378	NA	NA	NA	30151806	NA	NA	NA	30152087	NA	NA	NA	158
chr17	30338538	30338758	Interval_6509	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08099	NA	NA	NA	4.94817	NA	NA	NA	8.22801	NA	NA	NA	30338538	NA	NA	NA	30338758	NA	NA	NA	68
chr17	30340067	30340408	Interval_6510	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.0276	NA	NA	NA	6.69731	NA	NA	NA	10.12937	NA	NA	NA	30340067	NA	NA	NA	30340408	NA	NA	NA	123
chr17	30343307	30343649	Interval_6511	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	9.60127	NA	NA	NA	15.83292	NA	NA	NA	19.6637	NA	NA	NA	30343307	NA	NA	NA	30343649	NA	NA	NA	135
chr17	30344689	30345206	Interval_6512	2	2	TRUE	FALSE	FALSE	TRUE	8.81139	NA	NA	6.89563	12.30961	NA	NA	9.56059	16.36314	NA	NA	13.16474	30344894	NA	NA	30344689	30345206	NA	NA	30345076	154	NA	NA	243
chr17	30351142	30351580	Interval_6513	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.32415	NA	NA	NA	9.44151	NA	NA	NA	13.036	NA	NA	NA	30351142	NA	NA	NA	30351580	NA	NA	NA	116
chr17	30351947	30352119	Interval_6514	1	1	TRUE	FALSE	FALSE	FALSE	6.24536	NA	NA	NA	6.38975	NA	NA	NA	10.12629	NA	NA	NA	30351947	NA	NA	NA	30352119	NA	NA	NA	136	NA	NA	NA
chr17	30363528	30364116	Interval_6515	3	3	TRUE	FALSE	TRUE	TRUE	13.76794	NA	6.53725	16.62057	28.33929	NA	8.49493	42.86388	32.73697	NA	12.71941	47.11134	30363646	NA	30363743	30363528	30364116	NA	30364046	30364116	229	NA	112	410
chr17	30564880	30565158	Interval_6516	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.84001	NA	NA	NA	6.04671	NA	NA	NA	9.42946	NA	NA	NA	30564880	NA	NA	NA	30565158	NA	NA	NA	145
chr17	30599821	30600349	Interval_6517	2	2	TRUE	FALSE	FALSE	TRUE	6.46236	NA	NA	8.38201	8.53143	NA	NA	16.27439	12.41493	NA	NA	20.12358	30599891	NA	NA	30599821	30600121	NA	NA	30600349	155	NA	NA	146
chr17	30697859	30698253	Interval_6518	3	3	TRUE	FALSE	TRUE	TRUE	20.58016	NA	17.44352	33.79774	45.51296	NA	48.35136	97.92788	50.08422	NA	53.10498	102.45235	30697863	NA	30697902	30697859	30698148	NA	30698157	30698253	138	NA	142	167
chr17	30708752	30709080	Interval_6519	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.26963	5.48071	NA	NA	1.69665	4.96079	NA	NA	5.36577	8.25121	NA	NA	30708752	30708760	NA	NA	30708870	30709080	NA	NA	79	104
chr17	30709667	30710145	Interval_6520	3	3	TRUE	FALSE	TRUE	TRUE	10.54106	NA	7.31114	13.24506	16.02183	NA	8.96929	25.22233	20.19058	NA	13.21097	29.26006	30709781	NA	30709812	30709667	30710025	NA	30709973	30710145	112	NA	97	266
chr17	30713833	30714197	Interval_6521	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.13265	NA	NA	NA	13.8778	NA	NA	NA	17.65465	NA	NA	NA	30713833	NA	NA	NA	30714197	NA	NA	NA	114
chr17	30717190	30717458	Interval_6522	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.06841	NA	NA	NA	4.36639	NA	NA	NA	7.59489	NA	NA	NA	30717190	NA	NA	NA	30717458	NA	NA	NA	121
chr17	30728558	30728861	Interval_6523	1	1	FALSE	TRUE	FALSE	FALSE	NA	7.61189	NA	NA	NA	7.3312	NA	NA	NA	12.34566	NA	NA	NA	30728558	NA	NA	NA	30728861	NA	NA	NA	150	NA	NA
chr17	30737957	30738392	Interval_6524	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	7.03464	13.70179	NA	NA	7.93449	26.60027	NA	NA	12.13224	30.66239	NA	NA	30738047	30737957	NA	NA	30738190	30738392	NA	NA	64	128
chr17	30795470	30795793	Interval_6525	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.00757	NA	NA	NA	6.34463	NA	NA	NA	9.74239	NA	NA	NA	30795470	NA	NA	NA	30795793	NA	NA	NA	82
chr17	30815134	30815341	Interval_6526	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.6104	NA	NA	NA	2.0876	NA	NA	NA	4.98843	NA	NA	NA	30815134	NA	NA	NA	30815341	NA	NA	NA	13
chr17	30906207	30906375	Interval_6527	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.62584	NA	NA	NA	7.61369	NA	NA	NA	11.79668	NA	NA	NA	30906207	NA	NA	NA	30906375	NA	NA	NA	93	NA
chr17	30971144	30971359	Interval_6528	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.29293	NA	NA	NA	1.63595	NA	NA	NA	4.46284	NA	NA	NA	30971144	NA	NA	NA	30971359	NA	NA	NA	91
chr17	30972319	30972573	Interval_6529	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.33339	NA	NA	NA	10.27224	NA	NA	NA	13.90901	NA	NA	NA	30972319	NA	NA	NA	30972573	NA	NA	NA	76
chr17	31008675	31008893	Interval_6530	2	2	TRUE	FALSE	FALSE	TRUE	5.65776	NA	NA	6.86502	5.50023	NA	NA	9.51537	9.17521	NA	NA	13.11223	31008675	NA	NA	31008675	31008857	NA	NA	31008893	89	NA	NA	76
chr17	31138459	31138669	Interval_6531	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.7625	NA	NA	NA	5.67509	NA	NA	NA	9.01248	NA	NA	NA	31138459	NA	NA	NA	31138669	NA	NA	NA	121
chr17	31318231	31318403	Interval_6532	1	1	TRUE	FALSE	FALSE	FALSE	3.74137	NA	NA	NA	1.98393	NA	NA	NA	5.20225	NA	NA	NA	31318231	NA	NA	NA	31318403	NA	NA	NA	110	NA	NA	NA
chr17	31451487	31451764	Interval_6533	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.38148	NA	NA	NA	12.40238	NA	NA	NA	16.12199	NA	NA	NA	31451487	NA	NA	NA	31451764	NA	NA	NA	136
chr17	31487642	31488095	Interval_6534	2	2	TRUE	FALSE	FALSE	TRUE	9.8796	NA	NA	6.70434	14.47877	NA	NA	7.73156	18.60017	NA	NA	11.23167	31487754	NA	NA	31487642	31487938	NA	NA	31488095	81	NA	NA	255
chr17	31488197	31488404	Interval_6535	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.76056	NA	NA	NA	7.82058	NA	NA	NA	11.32283	NA	NA	NA	31488197	NA	NA	NA	31488404	NA	NA	NA	107
chr17	31491433	31491623	Interval_6536	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5851	NA	NA	NA	8.28436	NA	NA	NA	11.81363	NA	NA	NA	31491433	NA	NA	NA	31491623	NA	NA	NA	89
chr17	31549978	31550556	Interval_6537	3	3	TRUE	FALSE	TRUE	TRUE	12.04692	NA	9.2701	30.14393	20.02283	NA	14.85253	83.7981	24.28757	NA	19.24831	88.27074	31550174	NA	31549978	31550089	31550501	NA	31550407	31550556	134	NA	284	249
chr17	31680161	31680353	Interval_6538	1	1	TRUE	FALSE	FALSE	FALSE	4.62094	NA	NA	NA	2.97418	NA	NA	NA	6.35746	NA	NA	NA	31680161	NA	NA	NA	31680353	NA	NA	NA	73	NA	NA	NA
chr17	31717347	31717551	Interval_6539	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.11054	NA	NA	NA	2.38071	NA	NA	NA	5.34378	NA	NA	NA	31717347	NA	NA	NA	31717551	NA	NA	NA	111
chr17	31834552	31834726	Interval_6540	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.77745	NA	NA	NA	3.70652	NA	NA	NA	6.85491	NA	NA	NA	31834552	NA	NA	NA	31834726	NA	NA	NA	150
chr17	31888214	31888554	Interval_6541	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.21217	NA	NA	NA	4.90007	NA	NA	NA	8.1643	NA	NA	NA	31888214	NA	NA	NA	31888554	NA	NA	NA	272
chr17	31942334	31942578	Interval_6542	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.02399	NA	NA	NA	4.0543	NA	NA	NA	7.24381	NA	NA	NA	31942334	NA	NA	NA	31942578	NA	NA	NA	91
chr17	31957611	31957984	Interval_6543	2	2	TRUE	FALSE	FALSE	TRUE	6.51711	NA	NA	14.51712	7.48883	NA	NA	34.71469	11.30773	NA	NA	38.88029	31957692	NA	NA	31957611	31957900	NA	NA	31957984	147	NA	NA	238
chr17	32066871	32067168	Interval_6544	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.83128	NA	NA	NA	8.66654	NA	NA	NA	12.22325	NA	NA	NA	32066871	NA	NA	NA	32067168	NA	NA	NA	142
chr17	32273119	32273345	Interval_6545	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.76403	NA	NA	NA	10.25737	NA	NA	NA	13.88981	NA	NA	NA	32273119	NA	NA	NA	32273345	NA	NA	NA	169
chr17	32276304	32276549	Interval_6546	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.71027	NA	NA	NA	14.84849	NA	NA	NA	18.6587	NA	NA	NA	32276304	NA	NA	NA	32276549	NA	NA	NA	117
chr17	32331314	32331612	Interval_6547	1	1	FALSE	TRUE	FALSE	FALSE	NA	8.77962	NA	NA	NA	8.91902	NA	NA	NA	14.12352	NA	NA	NA	32331314	NA	NA	NA	32331612	NA	NA	NA	144	NA	NA
chr17	32342071	32342331	Interval_6548	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.58164	8.1516	NA	NA	13.4698	17.84325	NA	NA	17.83555	21.73162	NA	NA	32342148	32342071	NA	NA	32342314	32342331	NA	NA	79	119
chr17	32444195	32444533	Interval_6549	2	2	TRUE	FALSE	FALSE	TRUE	10.77926	NA	NA	9.64417	18.50589	NA	NA	16.4149	22.73269	NA	NA	20.26625	32444195	NA	NA	32444253	32444533	NA	NA	32444508	130	NA	NA	132
chr17	32503407	32504060	Interval_6550	2	2	TRUE	FALSE	FALSE	TRUE	5.46672	NA	NA	10.27652	4.63666	NA	NA	17.99432	8.22893	NA	NA	21.8842	32503822	NA	NA	32503407	32503982	NA	NA	32504060	96	NA	NA	532
chr17	32523298	32523483	Interval_6551	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.56632	NA	NA	NA	2.60059	NA	NA	NA	5.59122	NA	NA	NA	32523298	NA	NA	NA	32523483	NA	NA	NA	98
chr17	32609142	32609486	Interval_6552	2	2	TRUE	FALSE	FALSE	TRUE	8.99509	NA	NA	9.95724	12.16383	NA	NA	15.9017	16.20914	NA	NA	19.7357	32609142	NA	NA	32609148	32609486	NA	NA	32609466	110	NA	NA	122
chr17	32877134	32877456	Interval_6553	3	3	TRUE	FALSE	TRUE	TRUE	9.36804	NA	6.3509	5.22392	14.13228	NA	7.43777	4.88366	18.24834	NA	11.61306	8.1464	32877134	NA	32877224	32877195	32877456	NA	32877363	32877381	163	NA	92	93
chr17	33964409	33964749	Interval_6554	3	3	TRUE	FALSE	TRUE	TRUE	7.2252	NA	6.66964	11.51089	9.7795	NA	10.09658	25.36209	13.72613	NA	14.37724	29.40441	33964418	NA	33964453	33964409	33964645	NA	33964619	33964749	107	NA	87	116
chr17	33968593	33968865	Interval_6555	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.72402	NA	NA	NA	10.47852	NA	NA	NA	14.12108	NA	NA	NA	33968593	NA	NA	NA	33968865	NA	NA	NA	167
chr17	34242582	34242775	Interval_6556	1	1	TRUE	FALSE	FALSE	FALSE	5.25364	NA	NA	NA	4.60421	NA	NA	NA	8.1944	NA	NA	NA	34242582	NA	NA	NA	34242775	NA	NA	NA	78	NA	NA	NA
chr17	34243736	34243953	Interval_6557	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.35982	NA	NA	NA	10.31437	NA	NA	NA	13.95358	NA	NA	NA	34243736	NA	NA	NA	34243953	NA	NA	NA	88
chr17	34246479	34246791	Interval_6558	2	2	TRUE	TRUE	FALSE	FALSE	4.67136	4.98238	NA	NA	4.56562	2.81734	NA	NA	8.15189	6.92518	NA	NA	34246479	34246567	NA	NA	34246708	34246791	NA	NA	90	65	NA	NA
chr17	34252038	34252256	Interval_6559	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.73978	NA	NA	NA	4.42546	NA	NA	NA	7.6568	NA	NA	NA	34252038	NA	NA	NA	34252256	NA	NA	NA	116
chr17	34361535	34361824	Interval_6560	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.86502	NA	NA	NA	9.51537	NA	NA	NA	13.11223	NA	NA	NA	34361535	NA	NA	NA	34361824	NA	NA	NA	97
chr17	34486096	34486494	Interval_6561	2	2	TRUE	FALSE	FALSE	TRUE	5.10187	NA	NA	6.33471	4.95814	NA	NA	7.53085	8.58604	NA	NA	11.00684	34486096	NA	NA	34486248	34486399	NA	NA	34486494	145	NA	NA	117
chr17	34990739	34991315	Interval_6562	2	2	TRUE	FALSE	FALSE	TRUE	6.32476	NA	NA	7.81765	6.18679	NA	NA	10.62306	9.91429	NA	NA	14.27538	34990985	NA	NA	34990739	34991278	NA	NA	34991315	152	NA	NA	447
chr17	35055394	35055553	Interval_6563	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.77745	NA	NA	NA	3.70652	NA	NA	NA	6.85491	NA	NA	NA	35055394	NA	NA	NA	35055553	NA	NA	NA	89
chr17	35089939	35090108	Interval_6564	2	2	TRUE	FALSE	FALSE	TRUE	3.40124	NA	NA	4.75823	1.38916	NA	NA	3.67962	4.44137	NA	NA	6.82457	35089948	NA	NA	35089939	35090108	NA	NA	35090098	17	NA	NA	69
chr17	35142277	35142464	Interval_6565	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.33054	NA	NA	NA	4.5788	NA	NA	NA	7.81976	NA	NA	NA	35142277	NA	NA	NA	35142464	NA	NA	NA	106
chr17	35242320	35242479	Interval_6566	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.05843	NA	NA	NA	4.92096	NA	NA	NA	8.19054	NA	NA	NA	35242320	NA	NA	NA	35242479	NA	NA	NA	129
chr17	35578473	35578803	Interval_6567	2	2	TRUE	FALSE	FALSE	TRUE	4.76174	NA	NA	3.56632	4.14987	NA	NA	2.60059	7.69387	NA	NA	5.59122	35578598	NA	NA	35578473	35578803	NA	NA	35578789	64	NA	NA	99
chr17	35778219	35778443	Interval_6568	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.45611	NA	NA	NA	4.79724	NA	NA	NA	9.38092	NA	NA	NA	35778219	NA	NA	NA	35778443	NA	NA	NA	182	NA	NA
chr17	35809011	35809170	Interval_6569	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.22392	NA	NA	NA	4.88366	NA	NA	NA	8.1464	NA	NA	NA	35809011	NA	NA	NA	35809170	NA	NA	NA	61
chr17	35896258	35896510	Interval_6570	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.35514	NA	NA	NA	3.3366	NA	NA	NA	6.44799	NA	NA	NA	35896258	NA	NA	NA	35896510	NA	NA	NA	223
chr17	35947227	35947544	Interval_6571	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.29112	NA	NA	NA	2.81712	NA	NA	NA	5.84242	NA	NA	NA	35947227	NA	NA	NA	35947544	NA	NA	NA	108
chr17	35968612	35968871	Interval_6572	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5327	NA	NA	NA	8.57584	NA	NA	NA	12.12819	NA	NA	NA	35968612	NA	NA	NA	35968871	NA	NA	NA	136
chr17	36033432	36033663	Interval_6573	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.20944	NA	NA	NA	3.60597	NA	NA	NA	6.74604	NA	NA	NA	36033432	NA	NA	NA	36033663	NA	NA	NA	75
chr17	36094868	36095109	Interval_6574	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	36094868	NA	NA	NA	36095109	NA	NA	NA	97
chr17	36103474	36103693	Interval_6575	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.08039	NA	NA	NA	6.45367	NA	NA	NA	9.86005	NA	NA	NA	36103474	NA	NA	NA	36103693	NA	NA	NA	127
chr17	36210709	36210959	Interval_6576	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.39417	NA	NA	NA	6.91612	NA	NA	NA	10.36624	NA	NA	NA	36210709	NA	NA	NA	36210959	NA	NA	NA	132
chr17	36534346	36534552	Interval_6577	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08907	NA	NA	NA	5.86413	NA	NA	NA	9.22932	NA	NA	NA	36534346	NA	NA	NA	36534552	NA	NA	NA	128
chr17	36545263	36545747	Interval_6578	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	32.93518	6.39417	NA	NA	120.10799	6.91612	NA	NA	125.33316	10.36624	NA	NA	36545263	36545470	NA	NA	36545747	36545642	NA	NA	301	108
chr17	36550797	36550991	Interval_6579	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.4268	NA	NA	NA	5.16682	NA	NA	NA	8.47353	NA	NA	NA	36550797	NA	NA	NA	36550991	NA	NA	NA	55
chr17	37359118	37359323	Interval_6580	1	1	TRUE	FALSE	FALSE	FALSE	6.27736	NA	NA	NA	6.11688	NA	NA	NA	9.83809	NA	NA	NA	37359118	NA	NA	NA	37359323	NA	NA	NA	119	NA	NA	NA
chr17	37397743	37398027	Interval_6581	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	37397743	NA	NA	NA	37398027	NA	NA	NA	241
chr17	37407875	37408157	Interval_6582	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.68779	NA	NA	NA	7.5499	NA	NA	NA	11.03103	NA	NA	NA	37407875	NA	NA	NA	37408157	NA	NA	NA	191
chr17	37441562	37441899	Interval_6583	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.25423	NA	NA	NA	4.64245	NA	NA	NA	7.89084	NA	NA	NA	37441562	NA	NA	NA	37441899	NA	NA	NA	211
chr17	37488970	37489244	Interval_6584	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.95998	NA	NA	NA	6.27083	NA	NA	NA	9.66544	NA	NA	NA	37488970	NA	NA	NA	37489244	NA	NA	NA	65
chr17	37489356	37489647	Interval_6585	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.23291	NA	NA	NA	4.60959	NA	NA	NA	7.85692	NA	NA	NA	37489356	NA	NA	NA	37489647	NA	NA	NA	202
chr17	37641240	37641414	Interval_6586	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.48071	NA	NA	NA	4.96079	NA	NA	NA	8.25121	NA	NA	NA	37641240	NA	NA	NA	37641414	NA	NA	NA	78
chr17	37884586	37884774	Interval_6587	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.43122	NA	NA	NA	4.90574	NA	NA	NA	8.17246	NA	NA	NA	37884586	NA	NA	NA	37884774	NA	NA	NA	77
chr17	38277707	38277938	Interval_6588	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.30762	NA	NA	NA	9.02635	NA	NA	NA	12.60004	NA	NA	NA	38277707	NA	NA	NA	38277938	NA	NA	NA	105
chr17	38281586	38281750	Interval_6589	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.02399	NA	NA	NA	4.0543	NA	NA	NA	7.24381	NA	NA	NA	38281586	NA	NA	NA	38281750	NA	NA	NA	82
chr17	38303320	38303493	Interval_6590	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.85089	NA	NA	NA	7.95174	NA	NA	NA	11.46926	NA	NA	NA	38303320	NA	NA	NA	38303493	NA	NA	NA	106
chr17	38382646	38382805	Interval_6591	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.68284	NA	NA	NA	3.5756	NA	NA	NA	6.70561	NA	NA	NA	38382646	NA	NA	NA	38382805	NA	NA	NA	87
chr17	38415414	38415996	Interval_6592	2	2	TRUE	FALSE	FALSE	TRUE	4.97597	NA	NA	5.44392	3.68543	NA	NA	5.80854	7.16805	NA	NA	9.16324	38415671	NA	NA	38415414	38415996	NA	NA	38415819	49	NA	NA	249
chr17	38423823	38423987	Interval_6593	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.16978	NA	NA	NA	7.6219	NA	NA	NA	11.11486	NA	NA	NA	38423823	NA	NA	NA	38423987	NA	NA	NA	81
chr17	38591225	38591522	Interval_6594	2	2	TRUE	FALSE	FALSE	TRUE	5.42373	NA	NA	5.03566	4.85225	NA	NA	4.59447	8.46859	NA	NA	7.84134	38591225	NA	NA	38591235	38591422	NA	NA	38591522	84	NA	NA	53
chr17	38592158	38592577	Interval_6595	2	2	TRUE	FALSE	FALSE	TRUE	5.10187	NA	NA	6.58586	4.95814	NA	NA	10.25949	8.58604	NA	NA	13.8961	38592234	NA	NA	38592158	38592409	NA	NA	38592577	123	NA	NA	134
chr17	38606546	38606705	Interval_6596	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.3358	NA	NA	NA	3.31787	NA	NA	NA	6.41651	NA	NA	NA	38606546	NA	NA	NA	38606705	NA	NA	NA	106
chr17	38663096	38663255	Interval_6597	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.84523	NA	NA	NA	2.40169	NA	NA	NA	5.37072	NA	NA	NA	38663096	NA	NA	NA	38663255	NA	NA	NA	123
chr17	38678677	38678925	Interval_6598	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.04002	NA	NA	NA	13.23135	NA	NA	NA	16.98316	NA	NA	NA	38678677	NA	NA	NA	38678925	NA	NA	NA	115
