track name="Conventional SE with ABC gene assignments"
1_merged_PDX_cell_lines_AML_11083_lociStitched chr9 74948893 74953755 77563809 77568671 ,
1_merged_PDX_cell_lines_AML_11084_lociStitched chr10 103108822 103113682 104868579 104873439 ,
1_merged_PDX_cell_lines_AML_11085_lociStitched chr6 71364538 71369397 72074241 72079100 OGFRL1,
1_merged_PDX_cell_lines_AML_11086_lociStitched chr8 131903444 131908303 132915691 132920550 ,
1_merged_PDX_cell_lines_AML_11087_lociStitched chr19 51687622 51692480 52190875 52195733 CLEC11A,SIGLEC10,SIGLEC5,SYT3,ZNF175,
1_merged_PDX_cell_lines_AML_11088_lociStitched chr6 24856418 24861275 24856646 24861503 ,
1_merged_PDX_cell_lines_AML_11089_lociStitched chr14 60247259 60252116 60713977 60718834 ,
1_merged_PDX_cell_lines_AML_11090_lociStitched chr7 6529754 6534609 6569385 6574240 ,
1_merged_PDX_cell_lines_AML_11091_lociStitched chr6 44245496 44250350 44213233 44218087 SLC29A1,
1_merged_PDX_cell_lines_AML_11092_lociStitched chrX 20263231 20268084 20281349 20286202 ,
1_merged_PDX_cell_lines_AML_11094_lociStitched chr2 11341616 11346469 11481742 11486595 E2F6,
1_merged_PDX_cell_lines_AML_11093_lociStitched chr12 6449851 6454704 6559017 6563870 LPAR5,MRPL51,
1_merged_PDX_cell_lines_AML_11096_lociStitched chr2 239944384 239949236 240883801 240888653 ,
1_merged_PDX_cell_lines_AML_11095_lociStitched chr9 27563177 27568029 27563175 27568027 C9orf72,
1_merged_PDX_cell_lines_AML_11097_lociStitched chr1 154429131 154433982 154401607 154406458 ,
1_merged_PDX_cell_lines_AML_11098_lociStitched chr7 19704891 19709741 19744514 19749364 ,
1_merged_PDX_cell_lines_AML_11099_lociStitched chr5 160504050 160508899 159931057 159935906 ,
1_merged_PDX_cell_lines_AML_11100_lociStitched chr13 48302113 48306961 48876249 48881097 LPAR6,
1_merged_PDX_cell_lines_AML_11101_lociStitched chr6 99147587 99152435 99595463 99600311 ,
1_merged_PDX_cell_lines_AML_11102_lociStitched chr4 38855212 38860059 38856833 38861680 ,
1_merged_PDX_cell_lines_AML_11103_lociStitched chr2 113386625 113391471 114144202 114149048 ,
1_merged_PDX_cell_lines_AML_11104_lociStitched chr10 15342098 15346943 15384097 15388942 ,
1_merged_PDX_cell_lines_AML_11105_lociStitched chr6 36960724 36965568 36928500 36933344 MTCH1,
1_merged_PDX_cell_lines_AML_11106_lociStitched chr2 225006422 225011266 225871139 225875983 ,
1_merged_PDX_cell_lines_AML_11107_lociStitched chrX 45503776 45508620 45363021 45367865 ,
1_merged_PDX_cell_lines_AML_11108_lociStitched chr8 55936886 55941730 56849445 56854289 LYN,
1_merged_PDX_cell_lines_AML_11109_lociStitched chr3 51383298 51388141 51420729 51425572 RAD54L2,
1_merged_PDX_cell_lines_AML_11110_lociStitched chr3 32319132 32323973 32360624 32365465 ,
1_merged_PDX_cell_lines_AML_11111_lociStitched chr11 107838792 107843632 107709518 107714358 ,
1_merged_PDX_cell_lines_AML_11112_lociStitched chr11 110292658 110297498 110163383 110168223 ,
1_merged_PDX_cell_lines_AML_11114_lociStitched chr6 42743992 42748831 42711730 42716569 RPL7L1,
1_merged_PDX_cell_lines_AML_11115_lociStitched chr3 56921294 56926133 56955322 56960161 APPL1,
1_merged_PDX_cell_lines_AML_11116_lociStitched chr4 94966732 94971571 95887883 95892722 ,
1_merged_PDX_cell_lines_AML_11113_lociStitched chr16 31464690 31469529 31476011 31480850 TGFB1I1,
1_merged_PDX_cell_lines_AML_11117_lociStitched chr3 66300996 66305835 66351420 66356259 ,
1_merged_PDX_cell_lines_AML_11118_lociStitched chr2 9166465 9171303 9306594 9311432 ,
1_merged_PDX_cell_lines_AML_11119_lociStitched chr17 8914922 8919760 8818239 8823077 ZFP3,PIK3R5,NTN1,
1_merged_PDX_cell_lines_AML_11121_lociStitched chr9 7876948 7881786 7876948 7881786 ,
1_merged_PDX_cell_lines_AML_11120_lociStitched chr5 96815009 96819847 96150712 96155550 ,
1_merged_PDX_cell_lines_AML_11122_lociStitched chr8 102766272 102771109 103778500 103783337 ,
1_merged_PDX_cell_lines_AML_11123_lociStitched chr16 30557507 30562344 30568828 30573665 SRCAP,ZNF689,ZNF785,
1_merged_PDX_cell_lines_AML_11124_lociStitched chr5 107361457 107366293 106697158 106701994 ,
1_merged_PDX_cell_lines_AML_11125_lociStitched chr1 146035158 146039994 145395000 145399836 ,
1_merged_PDX_cell_lines_AML_11126_lociStitched chr11 534314 539149 534314 539149 ANO9,PKP3,SLC25A22,
1_merged_PDX_cell_lines_AML_11127_lociStitched chr1 151156241 151161075 151128717 151133551 GOLPH3L,C1orf56,CDC42SE1,SEMA6C,VPS72,CIART,SELENBP1,ZNF687,
1_merged_PDX_cell_lines_AML_11129_lociStitched chr3 16846445 16851274 16887952 16892784 PLCL2,
1_merged_PDX_cell_lines_AML_11128_lociStitched chr6 35599932 35604764 35567709 35572541 ,
1_merged_PDX_cell_lines_AML_11130_lociStitched chr4 120063390 120068222 120984545 120989377 ,
1_merged_PDX_cell_lines_AML_11131_lociStitched chr20 22567006 22571837 22547644 22552475 ,
1_merged_PDX_cell_lines_AML_11132_lociStitched chr2 47498743 47503574 47725882 47730713 ,
1_merged_PDX_cell_lines_AML_11135_lociStitched chr12 110658367 110663197 111096172 111101002 RAD9B,TCTN1,
1_merged_PDX_cell_lines_AML_11134_lociStitched chr19 18363041 18367871 18473851 18478681 ATP13A1,BST2,GDF15,JUND,KCNN1,SSBP4,LRRC25,
1_merged_PDX_cell_lines_AML_11133_lociStitched chr7 17936608 17941438 17976231 17981061 ,
1_merged_PDX_cell_lines_AML_11136_lociStitched chr17 39562315 39567143 37718568 37723396 ,
1_merged_PDX_cell_lines_AML_11137_lociStitched chr3 159163524 159168351 158881313 158886140 ,
1_merged_PDX_cell_lines_AML_11138_lociStitched chr1 226641532 226646358 226829233 226834059 ITPKB,
1_merged_PDX_cell_lines_AML_11139_lociStitched chr3 136918324 136923150 136637166 136641992 ,
1_merged_PDX_cell_lines_AML_11140_lociStitched chr7 55071439 55076264 55139132 55143957 ,
1_merged_PDX_cell_lines_AML_11142_lociStitched chr19 10125549 10130373 10236225 10241049 PPAN,P2RY11,ZNF414,S1PR2,
1_merged_PDX_cell_lines_AML_11141_lociStitched chr17 81016992 81021816 78990792 78995616 ARL16,CEP131,DUS1L,HGS,BAIAP2,
1_merged_PDX_cell_lines_AML_11143_lociStitched chr1 62028295 62033118 62493967 62498790 ,
1_merged_PDX_cell_lines_AML_11144_lociStitched chr11 58523365 58528188 58290838 58295661 TMX2,
1_merged_PDX_cell_lines_AML_11145_lociStitched chr8 42277230 42282052 42134748 42139570 IKBKB,
1_merged_PDX_cell_lines_AML_11146_lociStitched chr6 31538610 31543431 31506387 31511208 CLIC1,LY6G5C,NFKBIL1,PRRC2A,BAG6,AIF1,DDX39B,GPANK1,LST1,NCR3,
1_merged_PDX_cell_lines_AML_11147_lociStitched chr1 117001079 117005900 117543701 117548522 ,
1_merged_PDX_cell_lines_AML_11148_lociStitched chr15 91918797 91923618 92462027 92466848 ,
1_merged_PDX_cell_lines_AML_11149_lociStitched chr15 89847655 89852475 90390887 90395707 ,
1_merged_PDX_cell_lines_AML_11150_lociStitched chr12 7555216 7560036 7707812 7712632 ,
1_merged_PDX_cell_lines_AML_11151_lociStitched chr11 43009199 43014018 43030749 43035568 C11orf96,
1_merged_PDX_cell_lines_AML_11152_lociStitched chr6 35467655 35472474 35435432 35440251 FANCE,BRD2,
1_merged_PDX_cell_lines_AML_11154_lociStitched chr14 77880621 77885439 78346964 78351782 ,
1_merged_PDX_cell_lines_AML_11153_lociStitched chr16 84639239 84644057 84672845 84677663 KLHL36,USP10,
1_merged_PDX_cell_lines_AML_11155_lociStitched chr1 220997290 221002108 221170632 221175450 ,
1_merged_PDX_cell_lines_AML_11156_lociStitched chr2 85560384 85565200 85787507 85792323 MAT2A,CAPG,CHMP3,
1_merged_PDX_cell_lines_AML_11157_lociStitched chr6 6822664 6827480 6822897 6827713 ,
1_merged_PDX_cell_lines_AML_11158_lociStitched chr16 68330677 68335493 68364580 68369396 ,
1_merged_PDX_cell_lines_AML_11160_lociStitched chr2 179441161 179445976 180305888 180310703 ,
1_merged_PDX_cell_lines_AML_11159_lociStitched chr20 62291728 62296543 60866784 60871599 ADRM1,
1_merged_PDX_cell_lines_AML_11161_lociStitched chr11 62570902 62575717 62338374 62343189 BSCL2,EML3,NUDT22,TMEM258,
1_merged_PDX_cell_lines_AML_11162_lociStitched chr1 36222398 36227212 36687999 36692813 ADPRHL2,COL8A2,EVA1B,TRAPPC3,
1_merged_PDX_cell_lines_AML_11163_lociStitched chr15 73980489 73985302 74272830 74277643 PML,STOML1,
1_merged_PDX_cell_lines_AML_11164_lociStitched chr10 31959064 31963877 32247992 32252805 ARHGAP12,
1_merged_PDX_cell_lines_AML_11165_lociStitched chr5 115540662 115545475 114876359 114881172 AP3S1,TICAM2,
1_merged_PDX_cell_lines_AML_11166_lociStitched chr1 225710255 225715068 225897957 225902770 ,
1_merged_PDX_cell_lines_AML_11167_lociStitched chr19 16716910 16721721 16827721 16832532 F2RL3,
1_merged_PDX_cell_lines_AML_11168_lociStitched chr8 137901767 137906578 138914010 138918821 ,
1_merged_PDX_cell_lines_AML_11171_lociStitched chr19 54447302 54452113 54958480 54963290 C19orf81,CNOT3,GP6,LENG8,LENG9,LILRA5,LILRB2,NAT14,OSCAR,TFPT,TMC4,TNNI3,
1_merged_PDX_cell_lines_AML_11172_lociStitched chr8 127134143 127138953 128146388 128151198 ,
1_merged_PDX_cell_lines_AML_11173_lociStitched chr8 22174822 22179632 22032335 22037145 REEP4,BMP1,
1_merged_PDX_cell_lines_AML_11170_lociStitched chr6 14929954 14934764 14930185 14934995 ,
1_merged_PDX_cell_lines_AML_11169_lociStitched chr6 109891052 109895862 110212255 110217065 ,
1_merged_PDX_cell_lines_AML_11174_lociStitched chr3 149338958 149343767 149056745 149061554 ,
1_merged_PDX_cell_lines_AML_11175_lociStitched chr11 68008379 68013188 67775849 67780658 NDUFS8,PPP6R3,
1_merged_PDX_cell_lines_AML_11176_lociStitched chr3 36921863 36926671 36963354 36968162 ,
1_merged_PDX_cell_lines_AML_11177_lociStitched chr8 104863888 104868696 105876116 105880924 ,
1_merged_PDX_cell_lines_AML_11178_lociStitched chr4 145804052 145808860 146725204 146730012 ,
1_merged_PDX_cell_lines_AML_11180_lociStitched chr1 100443020 100447827 100908576 100913383 ,
1_merged_PDX_cell_lines_AML_11179_lociStitched chr5 95181314 95186121 94517018 94521825 ,
1_merged_PDX_cell_lines_AML_11181_lociStitched chr9 81594128 81598935 84209043 84213850 ,
1_merged_PDX_cell_lines_AML_11182_lociStitched chr5 142126095 142130902 141505660 141510467 ,
1_merged_PDX_cell_lines_AML_11183_lociStitched chr16 88646837 88651643 88713245 88718051 MTHFSD,PIEZO1,
1_merged_PDX_cell_lines_AML_11184_lociStitched chr17 67398295 67403100 65394411 65399216 ,
1_merged_PDX_cell_lines_AML_11185_lociStitched chr1 16246915 16251718 16573410 16578213 ,
1_merged_PDX_cell_lines_AML_11186_lociStitched chr19 12480771 12485573 12591585 12596387 ZNF443,ZNF491,ZNF44,
1_merged_PDX_cell_lines_AML_11190_lociStitched chr13 22112727 22117528 22686866 22691667 ,
1_merged_PDX_cell_lines_AML_11187_lociStitched chr1 207494769 207499570 207668114 207672915 CD55,
1_merged_PDX_cell_lines_AML_11188_lociStitched chr4 39635711 39640512 39637331 39642132 ,
1_merged_PDX_cell_lines_AML_11189_lociStitched chr16 12755816 12760617 12849673 12854474 ,
1_merged_PDX_cell_lines_AML_11191_lociStitched chr6 111408907 111413706 111730110 111734909 ,
1_merged_PDX_cell_lines_AML_11192_lociStitched chr4 65534702 65539500 66400420 66405218 ,
1_merged_PDX_cell_lines_AML_11193_lociStitched chr9 105304222 105309019 108066503 108071300 ,
1_merged_PDX_cell_lines_AML_11194_lociStitched chr2 168488845 168493642 169345355 169350152 ,
1_merged_PDX_cell_lines_AML_11195_lociStitched chr12 76080902 76085699 76474682 76479479 ,
1_merged_PDX_cell_lines_AML_11197_lociStitched chr7 139130296 139135091 138815042 138819837 UBN2,LUC7L2,
1_merged_PDX_cell_lines_AML_11196_lociStitched chr8 60372933 60377728 61285492 61290287 ,
1_merged_PDX_cell_lines_AML_11198_lociStitched chr15 90561714 90566509 91104946 91109741 CRTC3,FES,RCCD1,RGMA,
1_merged_PDX_cell_lines_AML_11199_lociStitched chr7 24818769 24823562 24858388 24863181 ,
1_merged_PDX_cell_lines_AML_11200_lociStitched chr16 48554820 48559612 48588731 48593523 ,
1_merged_PDX_cell_lines_AML_11202_lociStitched chr16 21538639 21543430 21549960 21554751 ,
1_merged_PDX_cell_lines_AML_11201_lociStitched chr4 82863447 82868238 83784600 83789391 ,
1_merged_PDX_cell_lines_AML_11203_lociStitched chr6 159714991 159719781 160136023 160140813 ,
1_merged_PDX_cell_lines_AML_11204_lociStitched chr15 90411186 90415976 90954418 90959208 ,
1_merged_PDX_cell_lines_AML_11205_lociStitched chr1 31025663 31030453 31498510 31503300 ,
1_merged_PDX_cell_lines_AML_11207_lociStitched chr5 139738839 139743628 139118424 139123213 ,
1_merged_PDX_cell_lines_AML_11208_lociStitched chr3 156660945 156665734 156378734 156383523 ,
1_merged_PDX_cell_lines_AML_11206_lociStitched chr15 58329599 58334388 58621798 58626587 ,
1_merged_PDX_cell_lines_AML_11209_lociStitched chr19 46744587 46749376 47247844 47252633 AP2S1,ARHGAP35,CALM3,DACT3,GIPR,PPP5C,PPP5D1,PRKD2,PTGIR,SLC1A5,
1_merged_PDX_cell_lines_AML_11210_lociStitched chr2 121697161 121701949 122454737 122459525 GLI2,
1_merged_PDX_cell_lines_AML_11211_lociStitched chr7 40584448 40589236 40624047 40628835 ,
1_merged_PDX_cell_lines_AML_11212_lociStitched chr1 167107969 167112757 167077206 167081994 ,
1_merged_PDX_cell_lines_AML_11214_lociStitched chr8 134158917 134163704 135171160 135175947 ,
1_merged_PDX_cell_lines_AML_11213_lociStitched chr8 129970450 129975237 130982696 130987483 FAM49B,
1_merged_PDX_cell_lines_AML_11215_lociStitched chr1 29178505 29183292 29505017 29509804 PTPRU,EPB41,YTHDF2,
1_merged_PDX_cell_lines_AML_11216_lociStitched chr22 22253491 22258282 22607893 22612679 ,
1_merged_PDX_cell_lines_AML_11217_lociStitched chr12 123386873 123391659 123871420 123876206 C12orf65,OGFOD2,TMED2,EIF2B1,RILPL1,SBNO1,
1_merged_PDX_cell_lines_AML_11218_lociStitched chr19 41418545 41423330 41924450 41929235 B9D2,TGFB1,B3GNT8,CEACAM4,BCKDHA,C19orf54,CEACAM6,ZNF112,CEACAM21,DMWD,
1_merged_PDX_cell_lines_AML_11219_lociStitched chr20 47725625 47730410 46354369 46359154 SULF2,
1_merged_PDX_cell_lines_AML_11221_lociStitched chr20 48907771 48912556 47524308 47529093 ARFGEF2,
1_merged_PDX_cell_lines_AML_11220_lociStitched chr7 2018200 2022985 2057835 2062620 ,
1_merged_PDX_cell_lines_AML_11222_lociStitched chr12 2689300 2694084 2798466 2803250 ,
1_merged_PDX_cell_lines_AML_11223_lociStitched chr6 64669944 64674727 65379837 65384620 ,
1_merged_PDX_cell_lines_AML_11224_lociStitched chr20 38248844 38253627 36877246 36882029 ,
1_merged_PDX_cell_lines_AML_11225_lociStitched chr16 25092249 25097031 25103570 25108352 ,
1_merged_PDX_cell_lines_AML_11226_lociStitched chr13 31481591 31486373 32055728 32060510 ,
1_merged_PDX_cell_lines_AML_11227_lociStitched chr15 58145114 58149896 58437313 58442095 ,
1_merged_PDX_cell_lines_AML_11229_lociStitched chr5 76317330 76322111 75613155 75617936 ,
1_merged_PDX_cell_lines_AML_11230_lociStitched chr20 34055338 34060119 32643144 32647925 ,
1_merged_PDX_cell_lines_AML_11228_lociStitched chr3 184634921 184639702 184352709 184357490 ,
1_merged_PDX_cell_lines_AML_11231_lociStitched chr22 20115345 20120124 20102868 20107647 ,
1_merged_PDX_cell_lines_AML_11232_lociStitched chr7 73518740 73523519 72933070 72937849 GTF2IRD2,NSUN5,TBL2,BCL7B,
1_merged_PDX_cell_lines_AML_11233_lociStitched chr16 11912063 11916841 12005920 12010698 RSL1D1,
1_merged_PDX_cell_lines_AML_11234_lociStitched chr10 42621784 42626562 43117232 43122010 ,
1_merged_PDX_cell_lines_AML_11235_lociStitched chr3 71484139 71488916 71533290 71538067 ,
1_merged_PDX_cell_lines_AML_11236_lociStitched chr15 40305370 40310146 40597571 40602347 ,
1_merged_PDX_cell_lines_AML_11237_lociStitched chr12 54017385 54022160 54411169 54415944 METTL7A,HOXC6,
1_merged_PDX_cell_lines_AML_11238_lociStitched chr15 90189033 90193807 90732265 90737039 SEMA4B,
1_merged_PDX_cell_lines_AML_11239_lociStitched chr9 70561485 70566259 73176401 73181175 ,
1_merged_PDX_cell_lines_AML_11240_lociStitched chr15 56468005 56472779 56760203 56764977 ,
1_merged_PDX_cell_lines_AML_11241_lociStitched chr22 44709383 44714153 45105263 45110033 ,
1_merged_PDX_cell_lines_AML_11242_lociStitched chr1 12033214 12037984 12093271 12098041 ,
1_merged_PDX_cell_lines_AML_11244_lociStitched chrX 40930238 40935007 40789491 40794260 ,
1_merged_PDX_cell_lines_AML_11243_lociStitched chr6 142901137 142905906 143222274 143227043 ,
1_merged_PDX_cell_lines_AML_11245_lociStitched chr5 1997530 2002298 1997644 2002412 CLPTM1L,
1_merged_PDX_cell_lines_AML_11246_lociStitched chr8 42048517 42053285 41906035 41910803 AP3M2,
1_merged_PDX_cell_lines_AML_11247_lociStitched chr1 30302104 30306872 30774951 30779719 ,
1_merged_PDX_cell_lines_AML_11248_lociStitched chr9 134064230 134068998 136929352 136934120 WDR5,
1_merged_PDX_cell_lines_AML_11250_lociStitched chr10 32315927 32320694 32604855 32609622 ,
1_merged_PDX_cell_lines_AML_11251_lociStitched chr22 22060542 22065312 22414954 22419721 PPM1F,TOP3B,
1_merged_PDX_cell_lines_AML_11249_lociStitched chr1 54485239 54490006 54950912 54955679 ACOT11,DHCR24,SSBP3,TTC4,
1_merged_PDX_cell_lines_AML_11252_lociStitched chr1 222770085 222774852 222943427 222948194 ,
1_merged_PDX_cell_lines_AML_11253_lociStitched chr6 137760747 137765514 138081884 138086651 ,
1_merged_PDX_cell_lines_AML_11254_lociStitched chr4 4267666 4272432 4269393 4274159 LYAR,
1_merged_PDX_cell_lines_AML_11255_lociStitched chr10 24720522 24725288 25009451 25014217 ,
1_merged_PDX_cell_lines_AML_11256_lociStitched chr7 98627613 98632378 98256925 98261690 ,
1_merged_PDX_cell_lines_AML_11257_lociStitched chr22 41411303 41416068 41807307 41812072 ACO2,NAGA,TOB2,
1_merged_PDX_cell_lines_AML_11258_lociStitched chr2 218741865 218746630 219606588 219611353 ,
1_merged_PDX_cell_lines_AML_11259_lociStitched chr7 150441976 150446739 150139064 150143827 ,
1_merged_PDX_cell_lines_AML_11260_lociStitched chr1 58880760 58885523 59346432 59351195 ,
1_merged_PDX_cell_lines_AML_11261_lociStitched chr3 65583457 65588219 65569132 65573894 ,
1_merged_PDX_cell_lines_AML_11262_lociStitched chr15 77417842 77422604 77710184 77714946 HYKK,RCN2,
1_merged_PDX_cell_lines_AML_11263_lociStitched chr9 26953346 26958108 26953344 26958106 IFT74,PLAA,
1_merged_PDX_cell_lines_AML_11264_lociStitched chr17 7937831 7942593 7841149 7845911 ,
1_merged_PDX_cell_lines_AML_11265_lociStitched chr15 44296235 44300996 44588433 44593194 CASC4,
1_merged_PDX_cell_lines_AML_11266_lociStitched chr22 46734432 46739192 47130329 47135089 TBC1D22A,
1_merged_PDX_cell_lines_AML_11267_lociStitched chr2 164544313 164549072 165400823 165405582 ,
1_merged_PDX_cell_lines_AML_11268_lociStitched chr16 21608127 21612886 21619448 21624207 METTL9,
1_merged_PDX_cell_lines_AML_11269_lociStitched chr12 57427762 57432520 57821545 57826303 B4GALNT1,PCBP2,
1_merged_PDX_cell_lines_AML_11270_lociStitched chr12 119664096 119668854 120101901 120106659 ,
1_merged_PDX_cell_lines_AML_11271_lociStitched chr12 57738175 57742932 58131958 58136715 OS9,
1_merged_PDX_cell_lines_AML_11272_lociStitched chr1 44629897 44634654 45095569 45100326 B4GALT2,EIF2B3,
1_merged_PDX_cell_lines_AML_11273_lociStitched chr2 47054988 47059744 47282127 47286883 ,
1_merged_PDX_cell_lines_AML_11274_lociStitched chr1 229536300 229541056 229672047 229676803 NUP133,ABCB10,
1_merged_PDX_cell_lines_AML_11275_lociStitched chr8 125696462 125701218 126708706 126713462 TRIB1,
1_merged_PDX_cell_lines_AML_11277_lociStitched chr3 196552623 196557376 196279494 196284247 ,
1_merged_PDX_cell_lines_AML_11279_lociStitched chr5 163436314 163441067 162863320 162868073 MAT2B,
1_merged_PDX_cell_lines_AML_11276_lociStitched chr18 22480820 22485573 20060783 20065536 ,
1_merged_PDX_cell_lines_AML_11278_lociStitched chr2 112662544 112667297 113420121 113424874 ,
1_merged_PDX_cell_lines_AML_11280_lociStitched chr18 9732397 9737149 9732394 9737146 RAB31,
1_merged_PDX_cell_lines_AML_11281_lociStitched chr10 125512045 125516797 127200614 127205366 ,
1_merged_PDX_cell_lines_AML_11282_lociStitched chr17 8379748 8384499 8283066 8287817 CTC1,MYH10,VAMP2,NDEL1,PER1,RANGRF,
1_merged_PDX_cell_lines_AML_11284_lociStitched chr15 66501478 66506228 66793816 66798566 MAP2K1,RPL4,SNAPC5,ZNF609,
