,mr351-MV411-DMSO-r1,mr352-MV411-DMSO-r2,mr353-MV411-DMSO-r3,mr354-MV411-DMSO-r4,mr355-MV411-72h_MEIS1-r1,mr356-MV411-72h_MEIS1-r2,mr357-MV411-72h_MEIS1-r3,mr358-MV411-72h_MEIS1-r4
TCAF2P1,15.74,26.97,37.47,17.55,2.26,10.76,4.44,9.51
LYPD5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
CCDC117,1643.0,2255.0,2553.0,1978.0,1413.0,1455.0,1283.0,2728.0
ZNF230,310.0,488.0,579.0,405.0,345.0,388.0,356.0,682.0
CCDC107,100.46,191.92,215.79,122.75,93.46,83.04,84.78,172.71
ZNF222,87.0,145.9,173.0,114.33,88.0,93.0,84.0,190.0
NPR2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
ZNF890P,3.12,11.63,8.35,1.16,3.28,3.94,11.47,7.65
ZNF221,141.0,171.0,197.0,139.0,109.0,82.0,108.0,173.0
ZNF233,5.0,8.0,14.0,10.0,13.0,9.0,8.0,21.0
ZNF235,60.12,89.0,138.44,79.0,66.0,64.0,51.74,156.62
GNE,827.0,1272.0,1634.0,917.0,706.0,790.0,698.0,1395.0
TNFRSF13C,16.0,21.0,33.0,20.0,30.0,13.0,17.0,55.0
ARHGAP35,3305.0,5459.0,4844.0,3470.0,2841.0,2290.0,2311.0,5047.0
PTGIR,144.0,248.0,258.0,156.0,124.0,122.0,109.0,259.0
CALM3,7538.0,12941.0,12053.0,8658.0,6450.0,6060.0,5757.0,13030.0
DFFA,944.82,1627.3,1657.2,1252.8,910.64,822.0,783.87,1845.6
CCDC28B,42.0,105.0,108.0,73.0,57.0,41.0,52.0,84.0
IQCC,50.0,87.0,98.79,67.0,72.0,41.0,58.0,130.0
TMEM234,44.0,89.0,60.66,53.56,57.87,35.67,46.0,99.47
BSDC1,541.0,1046.0,972.0,656.0,529.0,442.0,372.0,848.0
ZBTB8A,45.0,52.0,66.0,30.0,24.0,24.0,27.0,73.0
ATAD3B,461.89,1055.0,742.79,525.13,535.47,427.23,390.2,1002.3
SSU72,1553.0,2931.0,2684.0,1826.0,1706.0,1528.0,1419.0,3289.0
UBE2J2,596.0,1298.0,1095.0,726.0,659.0,560.0,593.0,1158.0
ZNF362,434.0,655.0,635.0,472.0,324.0,282.0,260.0,577.0
FNDC5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
CPAMD8,22.0,54.0,54.0,23.0,29.0,17.0,19.0,50.0
NR2F6,198.0,442.0,360.0,237.9,207.0,126.0,152.0,341.0
ANKLE1,1139.0,1819.9,1784.0,1379.0,1136.0,905.0,856.0,2034.0
MIX23,276.0,466.0,557.0,393.0,310.0,316.0,278.0,686.0
VMA21,1408.0,2046.0,2294.0,1855.0,1637.0,1830.0,1555.0,3351.0
KALRN,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
CILP2,10.0,17.0,14.0,19.0,13.0,7.0,10.0,16.0
FAM86C2P,97.0,158.0,146.07,93.0,78.0,65.41,70.0,152.33
ABCG1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPRSS3,0.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0
UBASH3A,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
RSPH1,10.0,8.0,10.0,5.0,5.0,3.0,4.0,6.0
SLC37A1,172.0,369.0,357.0,254.0,137.0,118.0,131.0,273.0
PDE9A,6.0,6.0,9.0,5.0,3.0,5.0,8.0,8.0
WDR4,285.0,522.0,460.0,285.0,253.0,173.0,200.0,492.0
NDUFV3,867.0,1317.0,1367.0,941.0,788.0,782.0,687.0,1563.0
PKNOX1,570.0,834.0,969.0,633.0,481.0,496.0,397.0,916.0
CBS,147.93,254.85,288.86,205.78,124.0,85.13,90.58,184.92
U2AF1,1173.5,1817.9,1775.3,1354.0,937.18,933.08,1026.9,2529.3
HSF2BP,23.0,25.0,21.0,12.0,9.15,5.0,11.0,23.0
RRP1B,1787.0,2660.0,2406.0,1894.0,1489.0,1453.0,1296.0,2856.0
PDXK,1708.0,3236.0,3003.0,1844.0,1579.0,1388.0,1379.0,2768.0
G6PD,1587.0,2859.0,2610.0,1814.0,1530.0,1198.0,1314.0,2827.0
CSTB,839.0,1569.0,1701.0,1121.0,757.0,740.0,771.0,1450.0
RRP1,1024.0,1538.0,1511.0,1042.0,866.0,732.0,705.0,1721.0
AGPAT3,1677.0,2892.0,2439.0,1815.0,1339.0,1226.0,1182.0,2680.0
TRAPPC10,1004.3,1418.8,1287.1,978.88,829.49,704.67,664.32,1643.6
GAB3,319.0,583.0,536.0,405.0,413.0,332.0,338.0,757.0
GATD3A,58.69,84.55,110.55,135.5,67.79,56.83,30.18,125.84
ICOSLG,522.57,1008.3,953.99,687.85,482.19,428.27,396.26,741.09
AIRE,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
CFAP410,268.39,515.64,457.36,329.31,265.12,212.1,242.83,454.95
ZNF66,93.0,80.0,94.0,77.0,58.0,70.0,67.0,124.0
LRRC3,101.0,189.0,163.0,126.0,88.0,85.0,87.0,201.0
ITGB2,4042.0,7978.0,7330.0,4670.0,3440.0,3200.0,3294.0,6336.0
FAM207A,313.0,503.0,573.0,344.0,276.0,254.0,272.0,607.0
RALGDS,643.0,1156.7,1093.1,738.35,562.0,563.0,540.11,1021.0
FTCD,0.0,5.0,1.0,2.0,1.0,0.0,1.0,1.0
SPATC1L,204.0,384.0,399.0,284.0,178.0,143.0,150.0,356.0
LSS,2912.0,5423.0,5442.0,3595.0,2454.0,2057.0,2250.0,4155.0
VAV2,954.0,1662.0,1484.0,1083.0,868.0,741.0,707.0,1605.0
MCM3AP,2110.2,3492.0,3104.9,2218.7,1849.4,1553.6,1674.2,3359.5
C21orf58,275.0,483.0,423.0,320.0,277.0,243.0,211.0,510.0
PCNT,1738.0,2395.0,2144.0,1545.0,1352.0,1144.0,1156.0,2580.0
DIP2A,494.0,821.0,835.0,544.0,484.0,438.0,473.0,954.0
S100B,10.0,18.0,13.0,14.0,22.0,16.0,23.0,37.0
PRMT2,684.0,1209.0,1408.0,890.0,693.0,663.0,664.0,1537.0
CLDND2,5.0,16.0,9.0,11.61,6.0,4.0,6.0,17.0
ADAMTS13,10.0,34.0,25.0,23.0,23.0,20.0,18.0,29.0
CACFD1,26.0,43.0,42.0,23.0,30.0,20.0,15.0,45.0
SLC2A6,83.0,166.0,173.0,100.0,85.0,67.0,64.0,123.0
ZNF761,112.0,193.0,230.0,186.0,148.0,175.0,161.0,242.0
C9orf116,52.0,79.0,91.0,53.0,67.0,43.0,43.0,121.0
ZNF714,731.0,996.0,1135.0,835.0,728.0,848.0,708.0,1435.0
GPSM1,157.0,266.0,232.0,170.0,137.0,75.0,99.0,200.0
C19orf47,239.0,378.0,342.0,219.0,201.0,214.0,161.0,366.0
HIPK4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CFAP157,6.06,20.57,12.54,3.59,13.97,12.33,6.76,14.65
TOR2A,367.0,831.0,695.0,451.0,407.0,339.0,320.0,673.0
ST6GALNAC6,195.93,292.89,326.31,207.21,133.84,123.7,148.31,258.27
SHKBP1,1466.0,2778.0,2420.0,1587.0,1482.0,1114.0,1156.0,2436.0
RDH13,302.0,516.84,474.47,295.78,299.46,274.0,253.0,565.59
ZER1,307.0,627.0,533.0,346.0,281.0,225.0,236.0,504.0
ZDHHC12,249.0,542.0,440.0,300.0,274.0,207.0,250.0,418.0
PKN3,103.0,250.0,189.0,144.0,116.0,91.0,99.0,208.0
SPTBN4,2.0,12.0,8.0,5.0,1.0,6.0,6.0,12.0
BRSK1,9.0,37.0,23.0,18.89,16.0,11.0,12.43,25.17
COX6B2,0.0,1.0,2.0,1.0,4.0,3.0,3.0,5.0
TMEM190,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
NLRP4,0.0,6.0,10.0,8.0,1.0,2.0,4.0,6.0
PLPP7,8.0,38.0,34.0,17.0,15.0,13.0,10.0,31.0
TAOK1,2818.0,3289.0,3403.0,2748.0,2026.0,2087.0,2030.0,3874.0
MED27,184.0,390.92,323.0,215.0,165.0,143.0,171.0,323.83
DEDD2,340.0,654.0,611.0,393.0,308.0,279.0,257.0,537.0
SIK3,732.0,1049.0,951.0,656.0,513.0,433.0,429.0,906.0
MPZL3,72.0,88.0,124.0,78.0,59.0,69.0,68.0,152.0
JAML,118.0,214.0,204.0,181.0,188.0,170.0,176.0,349.0
NEK8,45.26,105.0,91.0,71.0,34.4,54.0,35.88,96.0
TLCD1,54.0,90.0,66.0,48.0,55.0,47.0,46.0,100.0
PCSK7,678.98,1183.5,1033.9,779.96,714.24,653.8,579.57,1389.2
SAFB,3945.1,5650.3,5921.9,4470.7,3238.4,2912.9,2648.5,6668.1
CD3G,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S100A1,9.0,15.0,23.0,8.13,13.0,7.0,5.0,29.0
CHTOP,1875.0,3027.0,3259.0,2402.0,2178.0,2257.0,1918.0,4093.0
CXCR5,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0
ZBTB7B,1190.0,2152.0,1872.0,1288.0,1092.0,933.0,898.0,1809.0
FLAD1,546.0,943.0,849.0,582.0,570.0,425.0,419.0,1047.0
SHC1,1388.9,2323.6,2028.5,1561.3,1162.2,1099.7,1104.0,2116.5
VPS11,659.0,1131.0,1041.0,697.0,671.0,520.0,537.0,1199.0
NLRX1,227.0,434.0,319.0,238.0,218.0,140.0,145.0,304.0
ADAR,4371.0,7489.0,6368.0,4405.0,3644.0,3234.0,3105.0,6634.0
IL6R,2090.0,3535.0,3209.0,2250.0,3088.0,2880.0,2558.0,5482.0
UBE2Q1,1232.0,2104.0,2141.0,1471.0,1212.0,1156.0,1136.0,2389.0
CHRNB2,1.0,2.0,1.0,4.0,0.0,2.0,2.0,2.0
CRTC2,605.0,968.0,861.0,671.0,470.0,379.0,389.0,795.0
ANO10,89.0,143.0,151.0,95.0,97.0,94.0,103.0,199.0
FDPS,5234.2,9666.2,10664.0,6832.2,4585.5,4294.9,4417.4,8602.2
RUSC1,307.0,607.0,534.0,414.0,310.0,265.0,270.0,609.0
GBAP1,61.6,94.33,134.74,86.97,70.84,54.73,60.31,117.15
FAM189B,625.0,1208.0,924.0,690.0,526.0,448.0,471.0,885.0
PAQR6,16.0,44.0,57.0,24.0,35.0,25.0,30.0,35.0
PMF1,436.58,723.68,745.24,512.21,419.94,370.13,340.94,816.9
SLC25A44,709.0,1202.0,1104.0,845.0,690.0,617.0,593.0,1250.0
LMNA,2062.0,4040.0,3574.0,2244.0,2285.0,1878.0,1884.0,4288.0
CCR5,129.0,187.0,222.0,151.0,64.0,69.0,79.0,155.0
NBEAL2,761.0,1482.0,1321.0,858.0,822.0,600.0,598.0,1350.0
CCDC12,758.0,1001.0,1157.0,881.0,573.0,580.0,544.0,1512.0
UBQLN4,1289.9,2069.2,1745.8,1318.0,1052.2,919.36,951.37,1986.9
PPP1R35,183.0,455.76,393.83,223.0,188.0,172.0,191.0,363.0
GPATCH4,1222.0,1714.0,1789.0,1408.0,1086.0,1009.0,881.0,2407.0
AZGP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FGFR4,18.0,17.0,27.0,12.0,11.0,9.0,11.0,21.0
CYP3A4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CYP3A7,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
NACC1,2142.2,3791.0,3180.2,2605.5,1662.0,1444.1,1324.2,3031.2
HK3,90.0,105.0,100.0,78.0,66.0,52.0,44.0,105.0
LY6K,1.08,8.0,7.78,9.0,4.0,1.0,2.0,4.0
IER2,1037.3,2329.1,2237.2,1391.1,769.0,774.62,781.88,1599.3
ZNF394,488.0,840.6,879.0,612.0,547.0,473.0,454.0,937.0
CPSF4,450.0,899.0,775.0,514.0,481.0,393.0,383.0,940.0
LY6E,606.0,1301.0,953.0,662.0,547.0,421.0,417.0,849.0
VPS28,869.0,1658.0,1715.0,991.0,1075.0,800.0,851.0,1778.0
TONSL,1056.0,2043.0,1601.0,1117.0,1022.0,817.0,821.0,1998.0
PTGER1,4.0,9.0,6.0,4.0,2.0,4.0,1.0,14.0
PWWP3A,1311.8,2269.9,2100.8,1538.7,1389.9,1174.8,1129.6,2643.7
RECQL4,727.0,1545.0,1257.0,787.0,883.0,688.0,635.0,1405.0
LRRC14,367.49,732.32,606.63,360.01,433.48,300.09,309.13,627.38
ZNF333,430.81,721.0,699.89,530.77,434.69,422.97,400.96,869.3
COL26A1,6.0,6.0,6.0,3.0,2.0,0.0,2.0,1.0
PPP1R16A,285.19,565.06,444.29,290.94,270.35,185.36,225.64,429.64
FOXH1,27.1,31.46,14.43,7.53,29.24,14.55,11.78,21.05
ORAI2,777.05,1437.3,1170.4,826.35,621.11,547.07,525.14,1158.3
ALKBH4,141.95,264.71,235.61,146.65,143.89,122.93,117.86,279.72
SH2B2,186.0,297.0,294.0,186.0,180.0,125.0,140.0,307.0
MRNIP,186.09,371.8,394.27,252.93,233.75,199.1,203.57,443.35
SQSTM1,2054.9,3997.2,3592.9,2277.1,1478.2,1313.9,1326.4,2588.6
MGAT4B,796.0,1515.0,1410.0,1011.0,769.0,580.0,659.0,1234.0
RPL8,30147.0,54285.0,54189.0,36389.0,29014.0,24847.0,25882.0,57586.0
MAML1,1390.0,2183.0,1906.0,1365.0,1149.0,1009.0,1022.0,2085.0
PGLYRP2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
LRWD1,211.0,442.0,314.0,239.0,191.0,122.0,161.0,359.0
FBXL13,37.0,57.0,83.0,59.0,44.0,27.0,34.0,65.0
NAPEPLD,298.0,378.0,423.0,360.0,341.0,324.0,313.0,623.0
SCGB3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
PSMC2,1203.0,1994.0,2204.0,1422.0,1266.0,1172.0,1120.0,2612.0
CELF5,4.0,5.0,7.0,7.0,4.0,3.0,2.0,6.0
MFSD12,1252.9,2566.2,2095.8,1465.9,1102.8,985.39,925.53,1847.2
USP41,17.14,42.24,35.32,25.23,20.94,16.73,19.76,35.22
TUBA3FP,2.31,8.32,1.96,3.62,8.0,5.22,1.67,7.77
YDJC,288.0,796.0,557.0,314.0,365.0,271.0,253.0,499.0
CCDC116,19.0,39.0,16.0,20.0,21.0,15.0,13.0,27.0
DVL3,1161.0,1975.0,1709.0,1349.0,990.0,843.0,861.0,1744.0
AP2M1,2887.0,4834.0,4689.0,2955.0,2833.0,2363.0,2409.0,5581.0
ABCF3,581.0,1013.0,973.0,667.0,586.0,502.0,535.0,1108.0
PCYT1A,983.0,1464.0,1454.0,1079.9,884.0,848.0,845.0,1651.8
FBXO27,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
DMKN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
U2AF1L4,193.11,340.94,290.95,250.25,185.49,157.78,163.41,439.31
BDH1,695.0,1238.0,1200.0,782.0,707.0,591.0,600.0,1256.0
NPHS1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
THAP8,59.0,95.0,83.0,49.0,53.0,35.0,39.0,82.0
COX7A1,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
ZNF382,30.0,41.0,58.0,46.0,26.0,33.0,30.0,49.0
LRRC56,32.0,61.0,47.0,27.0,17.0,19.0,19.0,47.0
PLXDC1,3.0,1.0,2.0,5.0,2.0,2.0,1.0,3.0
PGAP3,152.0,327.0,293.0,146.0,202.0,144.0,135.0,298.97
IKZF3,4.0,10.0,11.0,3.0,0.0,4.0,5.0,14.0
GRIN2C,7.0,5.0,11.0,2.0,4.0,8.0,6.0,15.0
FDXR,290.0,613.0,440.0,304.0,252.0,191.0,218.0,414.0
SAP30BP,757.0,1296.0,1295.0,871.0,645.0,665.0,624.0,1335.0
ACOX1,630.0,1043.3,1126.0,727.0,726.4,683.0,677.0,1370.0
PRPSAP1,237.0,469.0,461.0,322.0,256.0,229.0,230.0,505.0
CYGB,4.0,11.0,11.56,8.0,9.37,9.08,7.69,21.71
SRSF2,5509.3,9728.2,9108.7,6571.8,6100.6,5888.2,5484.0,11444.0
ZNF577,51.0,90.81,94.0,76.0,49.0,54.0,49.0,105.0
TMEM143,197.0,337.0,342.0,218.0,194.0,136.0,163.0,290.0
KLHL10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
KASH5,8.0,29.0,24.0,20.0,4.0,11.0,3.0,11.0
HCRT,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH16A1,798.57,1697.0,1400.9,921.0,751.98,599.98,585.0,1207.8
ITGA5,3348.0,6646.0,6427.0,4285.0,2427.0,1996.0,2149.0,4007.0
SIGLEC11,5.8,5.21,8.0,8.89,8.24,5.64,4.47,19.87
ZNF385A,1786.0,2632.0,2394.0,2067.0,1278.0,1294.0,1188.0,2124.0
SIGLEC16,8.2,15.79,9.0,8.11,12.76,14.36,11.53,16.18
MPP3,57.0,84.0,80.0,60.0,51.0,55.0,62.0,148.0
CD300LG,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
NAGS,0.0,4.0,5.0,4.0,2.0,1.0,1.0,4.0
LSM12,2043.8,2726.0,2651.7,2277.7,1617.0,1664.3,1433.1,3158.7
ASB16,25.71,29.87,30.18,22.0,20.2,21.0,16.0,37.35
EMC10,1277.7,2660.1,2246.5,1558.1,1295.0,1211.2,1055.0,2448.9
JOSD2,154.0,445.0,393.0,212.0,221.0,159.0,199.0,328.0
SHANK1,548.0,881.0,669.0,578.0,413.0,236.0,294.0,579.0
FAM171A2,10.0,23.0,17.0,15.0,11.0,4.0,6.0,20.0
DBF4B,268.0,468.0,402.0,297.0,283.0,235.0,219.0,532.0
PLCD3,51.0,86.0,70.0,68.0,54.0,37.0,37.0,84.0
FMNL3,857.83,1373.1,1259.2,978.15,483.71,460.99,533.93,917.86
RACGAP1,1648.0,2697.0,2644.0,1792.0,1587.0,1401.0,1373.0,3107.0
LARP4,1993.0,2212.0,2330.0,1909.0,1634.0,1778.0,1451.0,3039.0
TAMALIN,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
RAVER1,1820.0,3070.3,2447.9,1733.4,1325.3,984.6,1015.4,2198.7
SYCE2,39.0,63.0,86.77,59.0,41.0,37.0,35.82,80.0
SPC24,478.0,882.0,869.0,562.0,489.0,425.0,376.0,935.0
IP6K3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
LEMD2,566.0,1012.0,931.0,677.0,522.0,415.0,450.0,1003.0
ALOX15,4.0,2.0,2.0,2.0,12.0,3.0,7.0,8.0
TREML1,3.0,4.0,2.0,1.0,7.0,7.0,3.0,15.0
ADCY10P1,15.0,17.0,25.0,15.0,19.0,12.0,13.0,22.0
ZNF653,67.0,105.0,108.25,77.0,76.0,52.0,68.0,119.0
MED11,134.61,252.0,256.0,176.0,155.59,130.19,129.0,338.0
CXCL16,8.0,14.0,38.0,23.0,15.0,15.0,8.0,28.0
SCIMP,242.0,384.0,343.0,261.95,189.0,152.0,152.0,313.0
RNASEK-C17orf49,58.03,117.52,97.03,40.39,46.36,42.36,34.58,104.98
BCL6B,9.0,12.0,10.0,12.0,5.0,11.0,4.0,12.0
ASGR2,53.0,74.0,79.0,72.0,54.0,46.0,46.0,89.0
TNFSF13,743.0,1568.0,1337.0,930.0,914.0,754.0,777.0,1722.0
SENP3,985.55,1611.4,1475.8,1014.0,885.5,797.22,775.01,1754.3
FGF11,22.6,67.61,85.31,55.2,27.8,26.46,20.99,45.6
EIF4A1,19524.0,35304.0,35623.0,23210.0,21213.0,18132.0,18565.0,38739.0
RPL26,12849.0,24024.0,25370.0,16276.0,13977.0,12750.0,12692.0,28145.0
CCDC42,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
POLR3K,272.98,502.97,503.96,332.97,303.95,256.97,256.95,583.98
SNRNP25,798.02,1611.0,1453.0,967.03,986.05,802.03,832.05,1939.0
WDR90,380.63,842.0,609.0,427.0,493.66,304.0,324.86,727.3
JMJD8,533.02,998.65,769.28,543.18,580.31,390.29,405.43,909.04
CCDC78,109.0,185.0,187.0,127.0,139.0,85.0,94.0,229.0
SPSB3,149.94,276.91,285.77,188.89,165.59,131.2,116.48,325.53
MEIOB,72.0,115.0,99.0,89.0,93.9,70.0,50.93,150.0
TEDC2,73.0,141.0,152.0,89.0,88.0,70.0,73.0,159.0
CCNF,1150.0,1972.0,1646.0,1162.0,971.0,798.0,786.0,1781.0
TBC1D24,359.01,645.48,595.0,402.04,385.04,323.0,348.0,672.0
AMDHD2,64.68,194.71,141.08,102.85,73.95,81.0,57.55,115.65
NTN3,2.0,4.0,5.0,4.0,5.0,0.0,4.0,5.0
BICDL2,5.0,7.0,16.0,19.0,0.0,1.0,1.0,3.0
PAQR4,737.3,1203.8,1000.2,842.9,605.88,553.66,555.46,1289.2
FLYWCH2,165.0,279.0,255.0,170.0,150.0,115.0,134.0,285.0
ZNF75A,274.46,412.23,483.33,354.61,262.58,279.59,272.0,624.52
ADCY9,3422.0,4904.0,4480.0,3448.0,2060.0,1740.0,1697.0,3902.0
SHANK2,1.0,3.0,5.0,2.0,2.0,0.0,0.0,3.0
CLPB,1113.9,1968.1,1944.3,1304.5,1152.3,1063.4,1033.3,2391.1
NEU3,489.0,685.0,591.0,388.0,321.0,253.0,252.0,492.0
CYB561A3,405.33,974.66,708.08,453.5,468.76,305.64,334.98,774.74
PPP1R32,13.72,14.72,16.0,21.0,5.0,9.4,5.0,22.0
ASRGL1,127.0,248.14,234.0,148.0,137.2,121.0,99.03,270.0
GNG3,3.25,4.0,1.25,3.0,3.0,4.0,0.0,0.0
UBXN1,1351.0,2129.0,1981.0,1522.0,1101.0,1008.0,993.0,2418.0
LBHD1,370.38,768.36,778.78,535.56,445.88,441.45,337.45,895.82
TTC9C,285.0,429.0,444.0,328.0,249.0,259.0,226.0,550.0
TAF6L,175.0,363.84,304.26,192.28,210.17,136.16,147.38,344.96
NXF1,1468.0,2374.0,2148.0,1533.0,1356.0,1176.0,1159.0,2534.0
STX5,521.0,1020.0,894.0,676.0,456.0,461.0,373.0,837.0
SLC25A45,32.0,70.0,64.0,50.0,46.0,34.0,30.0,72.0
RPL29,12454.0,28455.0,26301.0,14830.0,13418.0,10284.0,11277.0,23930.0
ITIH3,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
SYVN1,865.0,1591.0,1433.0,1010.0,696.0,580.0,606.0,1143.0
ZFPL1,324.88,562.5,520.79,359.83,283.57,253.11,268.33,545.25
RPS6KA4,1643.0,3200.0,2521.0,1590.0,1646.0,1164.0,1309.0,2713.0
LRP5,784.0,1323.0,1061.0,788.0,663.0,556.0,595.0,1246.0
TPCN2,257.0,496.0,441.0,289.0,265.0,202.0,217.0,492.0
CYP4A22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TAL1,1.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0
CMPK1,4823.0,6221.0,7285.0,5636.0,4310.0,5018.0,4338.0,8997.0
BEND5,10.0,17.0,17.0,16.0,6.0,7.0,7.0,19.0
ELAVL4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
COA7,1212.0,1821.0,1917.0,1411.0,1184.0,1151.0,1065.0,2365.0
ZYG11B,531.0,656.0,722.0,568.0,464.0,449.0,430.0,840.0
SLC1A7,0.0,7.0,2.0,1.0,1.0,0.0,0.0,3.0
CZIB,329.0,613.0,606.0,402.0,378.0,359.0,342.0,779.0
MAGOH,619.0,1009.0,1147.0,785.0,664.0,622.0,527.0,1492.0
ACOT11,112.0,255.0,215.78,143.0,157.0,137.0,126.0,329.0
FAM151A,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0
PARS2,138.0,253.0,207.0,147.0,145.0,112.0,107.0,231.0
LEXM,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
USP24,1912.0,2542.0,2574.0,1866.0,1566.0,1466.0,1443.0,3016.0
PLPP3,2.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0
NOL9,587.0,984.0,1081.0,668.0,597.0,538.0,497.0,1132.0
KLHL21,624.0,1258.0,954.0,655.0,640.0,444.0,475.0,1011.0
ZSWIM5,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0
GMEB1,470.0,780.0,910.0,553.0,464.0,420.0,360.0,898.0
SLC45A1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
SELENON,894.0,1282.8,1119.0,792.0,714.0,620.0,572.98,1168.0
AK4,176.66,380.81,502.15,332.71,155.09,195.86,196.07,348.61
JAK1,1720.0,2654.0,2969.0,1942.0,1808.0,1733.0,1762.0,3450.0
RAVER2,2.0,3.0,1.0,2.0,3.0,2.0,2.0,6.0
CTRC,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
LZIC,543.0,733.0,787.0,581.0,464.0,480.0,436.0,1035.0
RBP7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
FBLIM1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0
SLC25A34,2.0,3.0,5.0,7.0,4.0,3.0,4.0,5.0
AKR7A3,9.0,10.18,29.0,16.0,21.0,12.0,17.0,11.0
DRAXIN,10.0,18.0,17.0,15.0,8.0,9.0,3.0,24.0
PDPN,7.0,20.0,18.0,14.0,16.0,12.0,19.0,19.0
DHRS3,8.0,5.0,11.0,14.0,4.0,4.0,0.0,4.0
MATN1,0.0,1.04,0.0,1.05,1.0,0.0,0.0,1.05
LAPTM5,7908.0,12815.0,12447.0,9034.0,7629.0,7566.0,7328.0,14202.0
SDC3,26.0,34.0,31.0,18.0,15.0,21.0,14.0,26.0
PEF1,346.0,782.0,654.0,435.0,402.0,327.0,311.0,737.0
SYNC,3.03,6.49,8.35,4.07,8.31,4.16,3.27,5.16
RBBP4,6165.0,9853.5,10172.0,7292.9,6078.7,5741.8,5558.7,11626.0
KIAA1522,58.0,102.0,87.0,70.0,40.0,47.0,67.0,114.0
TSSK3,10.34,13.4,16.47,9.89,7.39,2.88,6.84,9.25
TMCO4,134.0,190.0,192.0,117.0,84.0,84.0,71.0,196.0
UBXN10,0.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0
CAMK2N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ALPL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WNT4,0.0,1.0,1.0,4.0,1.0,2.0,0.0,5.0
SCNN1D,12.0,44.0,32.0,22.0,21.0,19.0,22.0,44.0
MXRA8,120.0,229.0,198.0,151.0,114.0,126.0,98.0,206.0
FAAP20,174.88,378.32,277.28,194.6,176.56,166.57,147.13,342.79
MEGF6,22.0,47.0,46.0,31.0,29.0,22.0,23.0,33.0
IL23R,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NFIA,4.0,3.0,11.0,2.0,3.0,3.0,1.0,2.0
OMA1,199.0,325.0,330.0,241.0,179.0,207.0,189.0,402.0
MYSM1,1316.0,1624.0,1651.0,1349.0,1104.0,1143.0,1073.0,2013.0
TM2D1,218.0,342.0,361.0,242.0,233.0,210.0,198.0,391.0
USP1,2893.0,3948.0,4416.0,3401.0,3052.0,3204.0,2819.0,5788.0
FUBP1,1838.0,2335.0,2476.0,1794.0,1299.0,1242.0,1139.0,2754.0
NEXN,174.0,218.0,312.0,252.0,107.0,125.0,105.0,228.0
DNAJB4,149.0,233.0,257.0,198.0,126.0,185.0,114.0,301.0
LRRIQ3,17.0,27.0,20.0,15.0,12.0,18.0,7.0,21.0
TYW3,832.86,1139.0,1215.4,955.82,767.71,861.92,744.0,1581.6
